time_s,current_A,preview_current_A,fan_duty,direction,hotspot_C,gradient_C,objective,true_T1_C,estimated_T1_C,true_T2_C,estimated_T2_C,true_T3_C,estimated_T3_C,true_T4_C,estimated_T4_C,true_T5_C,estimated_T5_C
0.0,6.32216014897579,6.32216014897579,0.01609198279411443,-1,56.344319167389415,2.01214223764093,,54.332176929748485,54.582176929748485,54.774501300954036,54.79727981044087,55.21682567215959,55.21682567215959,55.7805724197745,55.6555724197745,56.344319167389415,56.49299298361138
1.0,7.106564245810056,7.106564245810056,0.013658370610984343,-1,56.344009756844066,1.9912752262481845,,54.35273453059588,54.54899829121624,54.786735226814294,54.74720625671742,55.229978159501435,55.17965484368475,55.79061975863356,55.69888251318776,56.344009756844066,56.52540806314978
2.0,9.613594040968344,9.613594040968344,0.018328866779870296,-1,56.348257634932416,1.9713820187655529,,54.37687561616686,54.61794794327915,54.80300521879596,54.79857897384275,55.24711108568868,55.23895665470909,55.80476408775982,55.63192376025862,56.348257634932416,56.46647889378979
3.0,9.613594040968344,9.613594040968344,0.0187765691914129,-1,56.358438191252255,1.9505208751987695,,54.407917316053485,54.64608872790466,54.826140876323734,54.825788164803456,55.27059175315551,55.240162012895674,55.8248840832272,55.37842539353734,56.358438191252255,56.32883560115904
4.0,9.613594040968344,9.613594040968344,0.014235118196490364,-1,56.368470832573124,1.9298395318435624,,54.43863130072956,54.570884458991564,54.84918725807002,54.80533712964127,55.293757137796575,55.17411845737635,55.84461211607291,55.49297527267048,56.368470832573124,56.37383369261262
5.0,9.613594040968344,9.613594040968344,0.027947878023611292,-1,56.38177228990676,1.9106773482216042,,54.47109494168516,54.791919300640124,54.87453920937842,54.920580609873255,55.31934486385332,55.355368856941126,55.86703286415426,55.47026774054727,56.38177228990676,56.34651004659678
6.0,9.613594040968344,9.613594040968344,0.0262326849537817,-1,56.385812958495166,1.888090811116271,,54.497722147378894,54.75984796013303,54.893391985651846,54.91813371843337,55.33734279424966,55.32507946613215,55.880878049811294,55.51924441986489,56.385812958495166,56.35827517491233
7.0,9.613594040968344,9.613594040968344,0.027679564863567565,-1,56.391188654415146,1.8662676804443876,,54.52492097397076,54.805810985519095,54.91317453111298,54.95128075087067,55.35621783375729,55.33800815916897,55.895682314689864,55.44815485730326,56.391188654415146,56.30786763765735
8.0,9.613594040968344,9.613594040968344,0.025286117022954954,-1,56.395723141641724,1.8443445221717454,,54.55137861946998,54.74489618415778,54.932353718404364,54.930368475544256,55.3742350496346,55.298930561877434,55.90949565140196,55.531187406565856,56.395723141641724,56.34328463737964
9.0,9.613594040968344,9.613594040968344,0.02096935625081957,-1,56.40204959327725,1.823347712421672,,54.578701880855576,54.6881986421392,54.95277876430631,54.90532591945324,55.39350810953015,55.23472735940121,55.92469831552483,55.47684816270811,56.40204959327725,56.30683599681413
10.0,9.613594040968344,9.613594040968344,0.028034174662889398,-1,56.41148113858211,1.8037764712971551,,54.607704667284956,54.76111485223688,54.97537561150846,54.9608938223599,55.41509899273838,55.325178116656,55.94248601733767,55.640828258838965,56.41148113858211,56.387394379964476
11.0,9.625488826815644,9.625488826815644,0.02703564628706044,-1,56.416194796790805,1.7825681887565281,,54.63362660803428,54.77050792997032,54.994628865986996,54.96963492093752,55.432742083527636,55.305155036751884,55.95581515221627,55.579851504508525,56.416194796790805,56.33590088880668
12.0,9.627281191806333,9.627281191806333,0.03403511341944737,-1,56.42177614053692,1.761889775248143,,54.65988636528878,54.835276910693516,55.01448101683958,55.024551181012924,55.45092422560607,55.39330256604086,55.969728046333444,55.7351246824111,56.42177614053692,56.42198462435455
13.0,9.639501862197395,9.639501862197395,0.030417862418835002,-1,56.42269007256829,1.7396010051535953,,54.68308906741469,54.786840438399146,55.031009614440144,54.99023372544805,55.46519809094157,55.336618294749854,55.97923324192093,55.67791681767139,56.42269007256829,56.37610617127918
14.0,9.613594040968344,9.613594040968344,0.033976627533172196,-1,56.42627346120696,1.71854059226321,,54.70773286894375,54.8144056215916,55.0493996852485,55.017638871592105,55.48146177740452,55.3777697400504,55.9909569504611,55.75394423002631,56.42627346120696,56.41913403852525
15.0,9.613594040968344,9.613594040968344,0.035625783628369594,-1,56.427448551646826,1.6967856342146561,,54.73066291743217,54.83817392415455,55.06602101488313,55.03773429495052,55.495614595871615,55.392359560491926,56.0003110517859,55.76858189918223,56.427448551646826,56.41522197459629
16.0,9.613594040968344,9.613594040968344,0.03749386858613376,-1,56.427624051149344,1.6748473663137844,,54.75277668483556,54.872068973861396,55.08189106564763,55.06532069456785,55.508807384043216,55.409604537747285,56.008579345054315,55.77740369543966,56.427624051149344,56.404153624556336
17.0,9.613594040968344,9.613594040968344,0.038565334142584604,-1,56.426648876147375,1.6526671238594588,,54.773981752287916,54.95764635727833,55.096898217257525,55.12767244978039,55.52092020364773,55.41576739407075,56.015629594246434,55.71091747837641,56.426648876147375,56.31149728864609
18.0,9.641945996275608,9.641945996275608,0.042595012421355216,-1,56.42507010472207,1.6304553089735236,,54.794614795748544,54.995663482146774,55.11142555877535,55.1661817259508,55.532394906613845,55.461665137805845,56.02196022049923,55.77572664838816,56.42507010472207,56.35216265709203
19.0,9.613594040968344,9.613594040968344,0.03982405369785381,-1,56.4209582680463,1.6074301643180675,,54.81352810372823,54.9358872919319,55.124130952434484,55.105602370515356,55.54169928352548,55.41500297010652,56.02584118326884,55.74491312503783,56.4209582680463,56.323937925409965
20.0,9.613594040968344,9.613594040968344,0.041188006898329715,-1,56.41878057270818,1.5853878135033739,,54.833392759204806,54.90315023410897,55.13811790661767,55.07989228221849,55.55239231033333,55.42499779555242,56.03129396849303,55.795662902699476,56.41878057270818,56.37481356986344
21.0,9.613594040968344,9.613594040968344,0.04285014591638708,-1,56.41579320784707,1.5632279590797609,,54.852565248767306,54.93291825315072,55.151469706496876,55.106202258002426,55.562288726529324,55.438808518607225,56.035855445543945,55.80396207688528,56.41579320784707,56.363437540581465
22.0,9.613594040968344,9.613594040968344,0.04630282385183965,-1,56.411790948448356,1.5408716146901043,,54.87091933375825,54.99433159685801,55.16403695591843,55.16777707409731,55.57122449485891,55.47646623476079,56.03934370365052,55.83212309012057,56.411790948448356,56.3655155266178
23.0,9.613594040968344,9.613594040968344,0.05142088275583412,-1,56.4055446445367,1.5178507881472427,,54.887693856389454,55.021378197266735,55.17494140166259,55.20784089258734,55.578208343180926,55.53580282636148,56.04064943316511,55.919115503160285,56.4055446445367,56.45055430115643
24.0,9.613594040968344,9.613594040968344,0.04889202228144689,-1,56.39591509327325,1.4937372175095334,,54.90217787576372,55.00630808999679,55.183365709227466,55.1736876579903,55.58231859085258,55.490905105369315,56.0387421546098,55.85704769520358,56.39591509327325,56.36667269775814
25.0,9.613594040968344,9.613594040968344,0.051700890881985234,-1,56.38815836180578,1.47053529587523,,54.91762306593055,55.03315714697651,55.19304554505846,55.204991582541275,55.587798733613724,55.51883566469543,56.038380722048466,55.889659684633465,56.38815836180578,56.389327680741395
26.0,9.613594040968344,9.613594040968344,0.05375822806999381,-1,56.378604001691826,1.4468434740072524,,54.931760527684574,55.05646595997403,55.20136701271621,55.22957820763339,55.59168815333801,55.53607577080053,56.03624857988539,55.90654418903368,56.378604001691826,56.39371702589843
27.0,9.613594040968344,9.613594040968344,0.056031685030250224,-1,56.36777098126016,1.4228614439783058,,54.94490953728185,55.084465166450045,55.20869525194125,55.26058059796933,55.594405834316035,55.555879646494894,56.03281739390857,55.92456753043532,56.36777098126016,56.399060976298976
28.0,9.613594040968344,9.613594040968344,0.056124755643471164,-1,56.35551318258136,1.3985354522671045,,54.95697773031426,55.093395702529165,55.21492209376818,55.26006488979998,55.59583377530426,55.545904636924284,56.02795705724602,55.905838252506996,56.35551318258136,56.35985828676292
29.0,9.613594040968344,9.613594040968344,0.056852989873106226,-1,56.34332779208918,1.3744320537675634,,54.96889573832161,55.10480665328203,55.221112886822525,55.26601291640858,55.59718392384379,55.54468941289708,56.02302663404131,55.89916933416715,56.34332779208918,56.337453245282596
30.0,9.613594040968344,9.613594040968344,0.05876027732686682,-1,56.33077727486008,1.3503830526264267,,54.980394222233656,55.1230689684707,55.22695405657102,55.286944196594334,55.598104740380975,55.55938546839186,56.017633911573874,55.91304901020253,56.33077727486008,56.344185240055076
31.0,9.613594040968344,9.613594040968344,0.055705960553080545,-1,56.31705341287289,1.3260829303669794,,54.99097048250591,55.03858680550212,55.231865861352965,55.162779493922855,55.597943227337915,55.50693129268681,56.01104953274909,55.8742925439788,56.31705341287289,56.3117505970912
32.0,9.613594040968344,9.613594040968344,0.05756498073545051,-1,56.30555492055698,1.3028082648268438,,55.002746655730135,55.070876232414264,55.2382774854463,55.20299393611892,55.599454617681644,55.52173972163228,56.00635817626959,55.88247354278958,56.30555492055698,56.304431296734066
33.0,9.613594040968344,9.613594040968344,0.060322850746562,-1,56.29290982651886,1.2792847380132386,,55.01362508850562,55.07988176908452,55.2437779188225,55.22283719732563,55.59991120585689,55.5483602434956,56.000508546974025,55.918057927724504,56.29290982651886,56.354353978513025
34.0,9.613594040968344,9.613594040968344,0.06325849644046,-1,56.278505511582,1.2552846149237098,,55.02322089665829,55.151084867547006,55.24792507383784,55.3180541664818,55.59881607713322,55.57683839196716,55.992946525962495,55.928346038701214,56.278505511582,56.33480200243721
35.0,9.613594040968344,9.613594040968344,0.06199285113384663,-1,56.26222511385335,1.2307679026398262,,55.03145721121352,55.16596954664825,55.25063088256509,55.314889077987075,55.59607326311511,55.54813247273631,55.98356671016297,55.8792088799061,56.26222511385335,56.2378870313685
36.0,9.613594040968344,9.613594040968344,0.06291483321284125,-1,56.24694507802872,1.206811147875392,,55.04013393015333,55.174874439858456,55.25395489063273,55.32071303835783,55.5940169656739,55.5494828314398,55.97498050342888,55.875830653282854,56.24694507802872,56.22571726494227
37.0,9.613594040968344,9.613594040968344,0.06384249413208479,-1,56.23116560876025,1.1828497130026463,,55.048315895757604,55.185888451076075,55.25682180611291,55.329667347442516,55.59143304939463,55.55088242970301,55.965831434617996,55.8714877385961,56.23116560876025,56.21135338175797
38.0,9.613594040968344,9.613594040968344,0.06330291384571028,-1,56.21488309111441,1.158881465700631,,55.05600162541378,55.134318055114974,55.25922756798819,55.24759041240707,55.58831975357331,55.532483938008255,55.956118722679,55.866289335515226,56.21488309111441,56.22612951712539
39.0,9.613594040968344,9.613594040968344,0.06340834501418989,-1,56.19909900721336,1.1352773597160564,,55.063821647497306,55.09463763720487,55.26189073101136,55.18732665405985,55.58549234054603,55.523148081731634,55.94675431606209,55.87009494388462,56.19909900721336,56.252084333241704
40.0,9.633147113594042,9.633147113594042,0.06499292957326265,-1,56.18336995045344,1.1118688527838074,,55.07150109766963,55.13918166584476,55.26449301982105,55.25159741170826,55.58259316608108,55.533931138408484,55.93733937612853,55.86595565461842,56.18336995045344,56.220515952988045
