time_s,current_A,preview_current_A,fan_duty,direction,hotspot_C,gradient_C,objective,true_T1_C,estimated_T1_C,true_T2_C,estimated_T2_C,true_T3_C,estimated_T3_C,true_T4_C,estimated_T4_C,true_T5_C,estimated_T5_C
0.0,6.32216014897579,6.32216014897579,0.10058836349024987,-1,56.344319167389415,2.01214223764093,,54.332176929748485,54.582176929748485,54.774501300954036,54.806350016147775,55.21682567215959,55.21682567215959,55.7805724197745,55.6555724197745,56.344319167389415,56.35534196153772
1.0,7.106564245810056,7.106564245810056,0.09850790566328582,-1,56.29017785876595,1.9641784608580295,,54.32599939790792,54.53323488640766,54.75219077296535,54.74101226183638,55.19098519775287,55.15237753693216,55.74552580161507,55.621358747874915,56.29017785876595,56.29993096749837
2.0,9.613594040968344,9.613594040968344,0.09486207269356516,-1,56.24099046336625,1.9176246928861644,,54.32336577048009,54.54261953237111,54.73422788618395,54.73560770021708,55.16921990692677,55.14436195144579,55.714612816375634,55.558793690264,56.24099046336625,56.22454721617041
3.0,9.613594040968344,9.613594040968344,0.09880563267490021,-1,56.20482496551659,1.8728312449518967,,54.3319937205647,54.465328723609055,54.72838153958538,54.68914032775476,55.159427335097426,55.067464159246946,55.69584018647919,55.673552669635704,56.20482496551659,56.25294681906981
4.0,9.613594040968344,9.613594040968344,0.09703295162146275,-1,56.16661118410733,1.8278486980904631,,54.33876248601687,54.42454339006196,54.721021600455195,54.65972191491591,55.14753693413997,55.0166734098998,55.67465910559252,55.63286837850991,56.16661118410733,56.20375128801445
5.0,9.613594040968344,9.613594040968344,0.08700720866527666,-1,56.12997991217471,1.7840950313650765,,54.345884880809635,54.29321547302495,54.71468187237906,54.58631486909745,55.13646428748761,54.855579784536886,55.654360785939744,55.3426843806016,56.12997991217471,56.0443465985062
6.0,9.613594040968344,9.613594040968344,0.08557907502321875,-1,56.100142851931835,1.7435859493678336,,54.356556902564,54.48908133118075,54.7130217862608,54.67086994628019,55.13040321144171,55.009972383226746,55.63967142951644,55.34674469631305,56.100142851931835,56.00400738074952
7.0,9.613594040968344,9.613594040968344,0.09191844128523274,-1,56.071601651173985,1.7041164227950176,,54.36748522837897,54.56051567774273,54.71217889802875,54.70410214689548,55.12498320780947,55.09458215225283,55.6256776890585,55.54345351825047,56.071601651173985,56.06914343801841
8.0,9.613594040968344,9.613594040968344,0.09437240807478847,-1,56.03942289080642,1.6637378259618458,,54.375685064844575,54.41748854443098,54.70867087771218,54.6224839320491,55.11626606589403,54.987471257829036,55.607956428365725,55.59209439014133,56.03942289080642,56.08061128639233
9.0,9.613594040968344,9.613594040968344,0.0897285274852141,-1,56.006075661034515,1.6234151769553407,,54.382660484079175,54.562042014141014,54.70422033479796,54.69558295893169,55.106235351140676,55.06783923139263,55.588746478639976,55.51418298445241,56.006075661034515,55.996210069997545
