time_s,current_A,preview_current_A,fan_duty,direction,hotspot_C,gradient_C,objective,true_T1_C,estimated_T1_C,true_T2_C,estimated_T2_C,true_T3_C,estimated_T3_C,true_T4_C,estimated_T4_C,true_T5_C,estimated_T5_C
0.0,6.32216014897579,6.32216014897579,0.06846321377344713,-1,56.344319167389415,2.01214223764093,,54.332176929748485,54.582176929748485,54.774501300954036,54.841453360850785,55.21682567215959,55.21682567215959,55.7805724197745,55.6555724197745,56.344319167389415,55.92248311066194
1.0,7.106564245810056,7.106564245810056,0.0794511727543679,-1,56.30812834974485,1.9770427659776075,,54.33108558376724,54.60021654996692,54.76159722340197,54.95664317183745,55.20135109950544,55.2229820821356,55.75836552508596,55.65840311960832,56.30812834974485,56.05190180189319
2.0,9.613594040968344,9.613594040968344,0.0883640459274036,-1,56.26742099433948,1.939440683215473,,54.32798031112401,54.60150984578865,54.746312749857424,54.952580666674876,55.182548780655736,55.21330966041961,55.73203083332802,55.69058228903372,56.26742099433948,56.1507461663949
3.0,9.613594040968344,9.613594040968344,0.08847402749253115,-1,56.229899782469936,1.8999306906210691,,54.32996909184887,54.49979146953842,54.73589586771068,54.809908820785346,55.167819700023166,55.10552799024605,55.70912151739518,55.67140270115529,56.229899782469936,56.12898240610869
4.0,9.613594040968344,9.613594040968344,0.08024799071637978,-1,56.19261502037512,1.8609098409642542,,54.33170517941087,54.411862997121204,54.72557893069793,54.71738833486243,55.152995437890866,55.00418831656965,55.68608312744552,55.54348760427356,56.19261502037512,55.995337584526766
5.0,9.613594040968344,9.613594040968344,0.0800879394089425,-1,56.16124428013532,1.8246036315267418,,54.33664064860858,54.323300697897984,54.71934521971409,54.640591367379955,55.1426239546646,54.91602867561386,55.668039425398746,55.52443618609104,56.16124428013532,55.973074696499644
6.0,9.613594040968344,9.613594040968344,0.07828278785789443,-1,56.13025570343385,1.7888051449547717,,54.34145055847908,54.39772402958699,54.713314258566456,54.6809400253175,55.1322998101062,54.96819876002283,55.650032624147045,55.49426939881819,56.13025570343385,55.92909521491828
7.0,9.613594040968344,9.613594040968344,0.0820956849119163,-1,56.10076221825355,1.7539412987160006,,54.34682091953755,54.34549159704203,54.708265179113724,54.64071058453845,55.12292144942728,54.92988344355776,55.633076882098635,55.55740385432255,56.10076221825355,55.961702530089234
8.0,9.613594040968344,9.613594040968344,0.08878287384936157,-1,56.068932227531214,1.7184982841636725,,54.35043394336754,54.24660049968105,54.70149981858715,54.57298962008586,55.111429344348174,54.87046032686968,55.61373256916716,55.67167008900305,56.068932227531214,56.0323797795722
9.0,9.613594040968344,9.613594040968344,0.09020882418688982,-1,56.03282203219925,1.681718641178506,,54.35110339102074,54.11879896211327,54.69163993207669,54.48454665422238,55.09626644079965,54.77103970377181,55.59025251333142,55.670188096057274,56.03282203219925,56.03073863250521
10.0,9.613594040968344,9.613594040968344,0.08624811834614059,-1,55.996021186258425,1.6450123214322332,,54.35100886482619,54.27497611388398,54.68120283224353,54.566479840084554,55.08030762190241,54.87096073179561,55.56587468754708,55.606916602680684,55.996021186258425,55.95655006354752
11.0,9.625488826815644,9.625488826815644,0.08437776560553009,-1,55.96217974843324,1.6097959300213063,,54.35238381841194,54.402595030060766,54.67275829301037,54.63634468912611,55.06648579948486,54.95497185392687,55.543899798391436,55.585455021975775,55.96217974843324,55.91202585796529
12.0,9.627281191806333,9.627281191806333,0.09199009564176246,-1,55.92990570932359,1.5754929809662244,,54.35441272835737,54.46759629242211,54.66533956749948,54.676721930874805,55.05370416177639,55.04557541118239,55.52309102550499,55.73841742203967,55.92990570932359,55.99617208507536
13.0,9.639501862197395,9.639501862197395,0.09471330617018163,-1,55.892738370980055,1.5395992103454788,,54.353139160634576,54.541076492480784,54.654372111534286,54.72103837939536,55.03677475356164,55.11246087421638,55.49762488522153,55.79381944604555,55.892738370980055,56.01274182106356
14.0,9.613594040968344,9.613594040968344,0.09440615475311702,-1,55.85404281112533,1.5034158004775335,,54.3506270106478,54.58689748072427,54.64223246930612,54.74644489658756,55.018403796377505,55.138945546137144,55.47054206444002,55.78590369473122,55.85404281112533,55.988145310593794
15.0,9.613594040968344,9.613594040968344,0.09394119364596812,-1,55.81572951410095,1.4677351221922308,,54.34799439190872,54.46805056669397,54.63022513500687,54.656776696639426,55.00010164265019,55.049248836241546,55.44355960618018,55.73887389432867,55.81572951410095,55.961919312073476
16.0,9.613594040968344,9.613594040968344,0.08984105250707435,-1,55.777993752490914,1.4325879200855454,,54.34540583240537,54.385446538727194,54.61851462703637,54.58607552767138,54.98204986635618,54.962104190141915,55.41687196677337,55.63884086475507,55.777993752490914,55.887242157871746
17.0,9.613594040968344,9.613594040968344,0.09097987824991556,-1,55.7432748261108,1.3989057529079076,,54.34436907320289,54.393915696364395,54.608827755678085,54.58886954772014,54.96621760124844,54.97272480066168,55.392692019955156,55.64707026576715,55.7432748261108,55.88466410805506
18.0,9.641945996275608,9.641945996275608,0.08210752167849751,-1,55.70803104060013,1.3653095824979076,,54.342721458102226,54.46238504661918,54.598658312425705,54.62637188418882,54.94976381826342,54.95298060296099,55.36783154612915,55.515334610239094,55.70803104060013,55.74724603728763
19.0,9.613594040968344,9.613594040968344,0.07308432496244635,-1,55.67908711094056,1.3343762494268745,,54.34471086151368,54.36926764510461,54.592874291774024,54.53342565615799,54.93820991202257,54.82897513257158,55.348476366779735,55.34964488592626,55.67908711094056,55.610571440975036
20.0,9.613594040968344,9.613594040968344,0.06858668200487383,-1,55.656299911036264,1.3061020458214685,,54.350197865214795,54.39424419046857,54.591325108731134,54.54440434747009,54.931417115352026,54.81168064793477,55.33449506547086,55.28438236232496,55.656299911036264,55.53763569922366
21.0,9.613594040968344,9.613594040968344,0.06648296226684466,-1,55.636707536446956,1.2792857565858569,,54.3574217798611,54.32072608645931,54.59194873286975,54.473326026936554,54.927033829749426,54.75100139205642,55.32323586156597,55.229921424385005,55.636707536446956,55.498429360192375
22.0,9.613594040968344,9.613594040968344,0.06429462795907667,-1,55.61868996772047,1.2532924621199015,,54.36539750560057,54.3814546385526,54.593598988506024,54.521763347081475,54.92376312412599,54.771211678772204,55.31324427686261,55.21027600121171,55.61868996772047,55.45887490069686
23.0,9.613594040968344,9.613594040968344,0.06409917768780221,-1,55.60229481503534,1.2281306197491944,,54.37416419528615,54.35607630291138,54.596311682774434,54.49447711275495,54.921649888029066,54.753939235888716,55.304571257464005,55.19460592696283,55.60229481503534,55.446971865586775
24.0,9.613594040968344,9.613594040968344,0.06774735781210012,-1,55.58617991768246,1.2032795526194064,,54.38290036506305,54.39889684327,54.59913378218849,54.53975840337458,54.91961676232692,54.80193687582261,55.29600964740635,55.24287434644772,55.58617991768246,55.48709890229687
25.0,9.613594040968344,9.613594040968344,0.07103225331061921,-1,55.56777186209147,1.1777565308084235,,54.390015331283045,54.40399051989368,54.60023209507575,54.54799300162223,54.91558842542234,54.82499553050845,55.285234722791245,55.27461313398762,55.56777186209147,55.5215204032357
