parameter,identified_value,unit,local_95pct_lower,local_95pct_upper
C_th_J_K,4819.765163699336,J/K,4677.39452959866,4966.469278186574
K_cool_W_K,31.255533821243908,W/K,0.10588388724655848,9226.223364619374
K_node_W_K,7.084189978044634,W/K,6.936764987833125,7.234748147450908
Kp_1_K,0.06918055120537839,1/K,0.0002343071228472861,20.425963184223427
Ki_1_Ks,0.0014267621718740485,1/(K·s),4.832505990888066e-06,0.42124113222602827
