parameter,identified_value,unit,local_95pct_lower,local_95pct_upper,bootstrap_2p5,bootstrap_97p5
C_th_J_K,6726.531065432641,J/K,6726.522241686916,6726.539889178367,6647.568973512159,8463.56395026729
K_cool_W_K,38.32684334526657,W/K,38.32682265003081,38.32686404050232,35.46089764038903,45.57469838315285
K_node_W_K,11.188082668948265,W/K,10.901442764897306,11.474722572999225,10.238467170016358,12.488964917452128
Kp_1_K,0.09273522366394066,1/K,0.08647338683164164,0.09899706049623967,0.08615181403660441,0.12065200476861185
Ki_1_Ks,0.001940388268906994,1/(K s),0.0018367996137122213,0.0020439769241017668,0.0015056770421602856,0.002310738946675377
heat_a0_W,5.425927983801134,W,4.712496614513416,6.139359353088851,3.2365228311212244e-10,117.86814288439234
heat_a1_W_A,15.340639009741588,W/A,11.731702679727697,18.94957533975548,8.778150915961934,24.19254918833398
heat_a2_W_A2,0.6656761263312913,W/A²,0.299242870124734,1.0321093825378485,0.13619641346964426,1.546425480767685
