replicate,seed,success,cost,nfev,Kcool_times_Kp,Kcool_times_Ki,independent_validation_rmse_C,C_th_J_K,K_cool_W_K,K_node_W_K,Kp_1_K,Ki_1_Ks,heat_a0_W,heat_a1_W_A,heat_a2_W_A2
105,20300820,True,60045.75131132956,17,4.527126997533342,0.07594154582483702,0.34672357888943295,7375.5177101421805,43.214546580056194,10.689116405517499,0.10475933119295164,0.0017573144192118992,0.007006496379164625,16.611233330254514,0.7875354113276427
106,20300821,True,62059.17247326582,22,3.3816032803162885,0.07866841232967683,0.30205520301163236,7366.439511139438,37.90140450332508,10.549625128632691,0.0892210545923073,0.0020756067845130984,0.012315413178416359,20.95882529021802,0.40025585582074236
107,20300822,True,56304.437159625886,38,3.389837365364876,0.07024011581468086,0.35238597645548053,6990.688208139334,37.22438892212121,10.689518848887634,0.09106495669967625,0.0018869380491815006,8.64830654053896,15.904099208038918,0.6936328135809705
108,20300823,True,54795.43165511829,30,3.569151830178299,0.06666661548847727,0.36614521023596547,6949.330486615005,37.07849851288552,10.7693765926545,0.09625934094763702,0.0017979858452280449,7.657927235945139,15.880481128127666,0.7043195438291141
109,20300824,True,79584.07881656573,30,4.160136061541243,0.08482167807275372,0.39770911725884267,7248.000236667015,41.01305065988641,11.111281443941898,0.10143444573388301,0.002068163101939529,2.497542437108187,12.232070441801769,1.2537733899362593
110,20300825,True,77317.68973718822,27,5.44608976751702,0.08240627306042062,0.46267328511873373,7437.002353152751,46.26195066144528,11.735043706211346,0.11772287354185851,0.0017812969812597637,0.3548222608735726,8.22342324194039,1.814087906209919
111,20300826,True,58252.80233097642,25,4.069458964674507,0.0769370473872784,0.31785521945775796,7049.610178581909,40.15545933048069,10.429581932793406,0.101342607768043,0.0019159797614088808,9.003575587049992,15.614021862640334,0.6642375635530737
112,20300827,True,61102.62703954951,12,4.46578301184684,0.06907415918586282,0.35292526658273277,7713.50965607257,37.83472595433187,12.013258154689842,0.11803397273809332,0.0018256814987701582,3.6422261414698724e-07,21.298130207113573,0.5584126955405082
113,20300828,True,63650.86708072059,31,5.144892440208668,0.06558957792632891,0.33410057920985625,7804.755343523183,43.55928403674171,11.337405358200822,0.11811241975118361,0.0015057542697672654,75.94657588171262,13.26192831520912,0.5178367210509113
114,20300829,True,44398.128500214814,18,3.5542733564138427,0.07436888127754487,0.32533533785328145,6726.535366984931,38.32689565255766,11.18810136794761,0.09273574851024116,0.0019403836395130018,5.425918581432914,15.340614582690934,0.6656751417085889
115,20300830,True,60351.60974727685,28,4.678543456164191,0.08597954715586634,0.3170400817086115,7851.206185173875,45.437494462546034,10.715046489704127,0.1029665810473044,0.0018922598654012267,13.203564614292258,16.83195054251482,0.7564545591711311
116,20300831,True,63158.97595469457,29,4.851318554665182,0.09293967521431902,0.2923078929708064,6648.05015165436,43.16485345953035,10.774813294720989,0.11239047896255655,0.0021531331109801073,22.5310924495174,15.751098141107256,0.4882918834182103
117,20300832,True,64999.68624660456,32,3.554136743814263,0.07563056495820457,0.33778138039546424,6679.1399590739875,38.39430978536038,10.985846192209628,0.0925693615455862,0.0019698378582922787,11.131048872828478,16.188791140661195,0.7090279791477351
118,20300833,True,46936.506948395414,30,4.025656852565749,0.07755621431505516,0.33613930098450834,7531.907426275671,39.47234435243679,10.71237127864815,0.1019867686758572,0.00196482412148057,7.962574159071984,16.27822592730476,0.7418041189642876
119,20300834,True,59249.5153177778,22,3.89510505710007,0.08528624025991899,0.28157866534524023,7356.485825193619,40.351797349075795,11.398864149819179,0.09652866323163378,0.0021135673219738835,48.9790375297106,16.239278936010788,0.46122540378191174
120,20300835,True,42981.2297336457,34,3.4717157844117765,0.055742764129436635,0.5830313314044782,7000.256030140657,33.481015706701776,12.48651218871183,0.10369206880772304,0.0016649066031255082,2.1432340226659528,13.071258077689837,1.210284912196857
121,20300836,True,51241.521062581036,25,3.5909306512778767,0.07643124452326383,0.3214200345639045,6721.961674837028,38.57622433007192,11.135552270044123,0.09308662819234444,0.0019813044394726364,6.155932878202209,15.452911311011672,0.671505587273001
