replicate,seed,success,cost,nfev,Kcool_times_Kp,Kcool_times_Ki,independent_validation_rmse_C,C_th_J_K,K_cool_W_K,K_node_W_K,Kp_1_K,Ki_1_Ks,heat_a0_W,heat_a1_W_A,heat_a2_W_A2
122,20300837,True,59966.086213759576,38,3.5289644368954978,0.07950980129374592,0.4463255772877189,6849.911223450462,38.06090774165613,11.278725204662678,0.092718872099658,0.0020890148451905063,0.43396800389803475,10.468239013241675,1.386516070550142
123,20300838,True,62002.152161495855,24,4.43964334073937,0.07330596642213374,0.4089881674550739,7149.911075276792,41.8865485075602,11.007380817907926,0.10599210245117353,0.001750107589048608,3.900444194309837,13.26775428548941,1.114538430555127
124,20300839,True,58061.449401285885,21,3.3735461827031945,0.07253212014651889,0.32140191470203644,7508.591900972128,37.65472258788492,11.56565668149153,0.08959158243244113,0.0019262423186688265,6.049503454642521e-09,21.968720287123453,0.3700187902986567
125,20300840,True,68260.1696419243,34,3.936362015233721,0.10321128167616928,0.28773285292145306,7088.135465222763,40.56445738219973,10.492386358380939,0.09703968126937287,0.0025443772291518407,5.766267827903673,16.200221359334403,0.7610228270846582
126,20300841,True,52776.406457008175,34,3.577324723185791,0.07471496034577113,0.3260400246312476,6719.233438040473,38.42906713384086,11.160698583130326,0.0930890336402566,0.0019442303942886166,6.138995949767159,15.436982609841742,0.6702816632018702
127,20300842,True,44860.24896471458,25,3.5312793579889488,0.07361828372399838,0.3280993896149193,6742.524788699637,38.147291350533855,11.174876749310352,0.09256959624053439,0.001929843014213593,5.746802081275064,15.368859845828432,0.665956781430777
128,20300843,True,60879.788999473734,8,4.090226099817993,0.08183326858184975,0.2967706589187225,7871.368455136817,40.765580263944955,12.001278290493422,0.10033528465276347,0.002007410861123619,2.8735413803008435e-07,25.106823915469644,0.24022613415875424
129,20300844,True,72751.66335837581,33,4.855953644041146,0.10077477456338518,0.28749754570677916,8067.737049430424,43.6472318800096,10.61773955320227,0.11125456151241447,0.002308846866633482,21.041483057021704,16.910489368460485,0.697886538492823
130,20300845,True,66028.80610800268,28,3.555262712336071,0.07447667926253262,0.32721141331966797,6722.53293670534,38.33668223106163,11.159581132942012,0.09273788198227235,0.0019427001745651632,6.048452682717417,15.443537862072112,0.6714627837051639
131,20300846,True,66465.24323958914,36,3.447692150667207,0.0797488940397666,0.2773234647138375,8462.71446423728,37.8975886964225,10.930042802575974,0.09097391863859312,0.0021043263379787224,135.25067711779903,9.67957306151898,0.36145127679144756
132,20300847,True,64347.416429157754,36,3.535548404304331,0.07230017381020691,0.34237052434108617,6963.651747808636,37.94918465860534,10.662955725982856,0.09316533243363402,0.0019051838520544383,8.360463445652513,15.852226337011375,0.6959778776242163
133,20300848,True,42369.783323521246,31,3.5498109227736716,0.07371602861519619,0.3279668823158472,6742.872208754566,38.21073633947154,11.16265992720279,0.0929008771575734,0.001929196756646844,5.681092664842045,15.376841762013154,0.6671646675479527
134,20300849,True,45836.18559572455,27,3.618463328326801,0.07585662868993467,0.3232894573706721,6786.780685104991,38.640498792263955,11.01004529483614,0.09364432244469985,0.0019631379268096197,6.239953998096803,15.475932594010038,0.673650626969631
135,20300850,True,55449.17438493755,17,3.710708528706864,0.08364188288863164,0.36730652703301336,7710.063106041741,38.27409023694644,11.574921088498291,0.09695092700400419,0.0021853395435612764,1.7457986522932032e-09,17.11597806664922,0.9181921938600033
136,20300851,True,58628.5641707248,18,3.8509945351028274,0.07103899412745637,0.33765557625489695,7351.53433233907,37.36468458720836,10.337297532889492,0.10306508880369886,0.0019012336090152965,2.459492568254956e-10,18.24273243574609,0.5897556009097535
137,20300852,True,60548.3849520494,25,4.716515974542201,0.05107113642882437,0.3583302150559024,7468.477543055403,34.637403725869504,11.298241535049899,0.13616828824325522,0.001474450476514239,45.192685829061965,15.525646827066268,0.4468738149227001
138,20300853,True,44189.661947440065,23,4.033599039569844,0.07574315613433467,0.3253036537877153,7335.445041076923,39.59382027547704,10.91364945148601,0.10187445948649988,0.0019130044943212311,15.130910133046342,16.0380811914228,0.6706237008551486
139,20300854,True,65860.52801861113,29,3.910576207155233,0.06525416354631593,0.3096284400802489,6628.803025966316,37.05401955625165,10.616468856126229,0.10553716584562689,0.0017610549227258239,45.83686839844542,19.000886304178213,0.0014185753284261333
140,20300855,True,73139.41050047435,22,4.482941172002776,0.07608313863975974,0.3173784240439254,7116.742947643246,43.09197791138036,10.734366506973853,0.10403191938003048,0.0017655986642392339,32.7173064058947,16.43395737414087,0.6104174489017462
141,20300856,True,66686.83533777404,31,4.096723720611721,0.06507910820674626,0.3848097083747579,6957.933300213426,37.0391941114637,10.874576617585436,0.11060509870390992,0.0017570335901720968,1.8977517692208152,15.918195268304038,0.7892772937318373
142,20300857,True,70285.75400281206,25,4.487631447218255,0.0642267197096892,0.36009581381091715,7399.797074630262,39.192350887425015,10.820952572200703,0.11450273702918203,0.0016387564985364666,135.6919760078661,3.241864550946412e-11,1.1446746009680997
143,20300858,True,46163.737659652135,24,3.550762755336035,0.07411067441999902,0.32850741127183797,6729.672602776128,38.27684319999762,11.151182501495056,0.0927652977227823,0.0019361751969139303,6.057745333595305,15.44935636372278,0.671994565810612
144,20300859,True,47367.3145084969,27,3.1872033486727673,0.0747919620703975,0.5405474937769146,6787.0032044697755,37.103270940194065,12.22198538471008,0.0859008725621563,0.0020157781288596627,0.294463614314872,9.868620396443818,1.5115708193088295
145,20300860,True,54282.41464038568,38,3.348439170605511,0.07165732442368654,0.34543494367355787,7030.530581683763,37.329349106601704,10.63233593289632,0.08969990773327839,0.0019195974786234333,10.693454618339352,15.902612932333618,0.6843525582844799
146,20300861,True,51760.008798505354,25,4.303508108830487,0.0784761441611727,0.31167211513626364,7282.57940456513,42.314934049728734,10.877904860222891,0.10170187442034015,0.001854573235750459,21.028602941556795,16.025313534480215,0.6283832119333923
147,20300862,True,45745.86454957527,31,3.302388145137212,0.06320163430704477,0.37753370393520314,7051.648425869214,35.823256631339454,10.882337129261009,0.09218559270371209,0.001764262667614472,7.7978075322472735,15.527755524515808,0.670137677045492
148,20300863,True,53484.673781174584,34,3.5501671791152316,0.07426504096871381,0.32794097354758617,6730.811408121562,38.299519188996626,11.147027547736666,0.09269482370251758,0.0019390593548247468,6.1580360941576595,15.451569422978581,0.6714101898004605
149,20300864,True,64874.79281151796,18,3.449142950755449,0.079858880278955,0.32371076280746236,7469.839369376641,38.466185073207825,10.705609730616008,0.08966688389272634,0.0020760800720677056,15.589618486361365,16.2780584828173,0.6912809428035828
150,20300865,True,51844.27973593818,18,3.5542528120172645,0.07436822071043313,0.3253400334391609,6726.589188290966,38.326735187506394,11.187960312064504,0.09273560074002511,0.0019403745282920784,5.4264212314193605,15.340740903367712,0.6656825653618224
151,20300866,True,56822.6993161344,23,3.5543061639967903,0.07436883315490674,0.3253379342430935,6726.595321024803,38.32697342237258,11.1879201855573,0.09273641633080365,0.001940378446671071,5.426761914024641,15.340760838662948,0.6656822650048333
152,20300867,True,55909.955136042416,21,5.604220843465214,0.08513821531268992,0.3711825194787676,8931.424554443918,46.14919052235324,13.61446674660549,0.12143703454019855,0.0018448474252533553,133.85685425523565,1.829175092928932e-08,1.5894729912779848
153,20300868,True,75126.26950631542,25,5.0927454218969395,0.07059858722797432,0.5116211584868552,7708.095987324083,42.21724472174967,11.451556645299563,0.12063187580010962,0.0016722689434917816,3.7036863222154173,9.473578663366222,1.6621062516508713
154,20300869,True,56485.96813563549,21,3.533562617562048,0.07383394210950761,0.32959213981453067,6748.256373113617,38.1869473981289,11.12624683885717,0.09253325699804921,0.0019334863648495075,6.37908041197305,15.468565708496092,0.6716384906076249
155,20300870,True,47723.41871702555,18,3.5542816710725544,0.07436616942720506,0.32534788157890765,6726.643307147181,38.32647343342231,11.187861642677765,0.09273698706578806,0.0019403342589395301,5.427509742526724,15.340863354991257,0.6656869138123204
156,20300871,True,54063.30329137803,10,4.249269014507664,0.07820049072803169,0.4155299682618713,7502.330840752024,40.962984765225094,11.479189649319734,0.10373436015128998,0.0019090525550379037,3.6530361162013386e-05,13.186232697751874,1.2144211127446545
157,20300872,True,67865.55966988463,25,4.071568522067131,0.07375315709317676,0.3295393202099634,7456.247199176251,38.64450342273041,10.959864916812021,0.10535957669137144,0.001908503165026975,19.932834550296242,16.27749453066635,0.6534204460508356
158,20300873,True,59976.397740870925,32,3.8867783101323785,0.06792138648210436,0.31711202987295234,7442.937242899713,36.55056368607217,11.713026450106025,0.10633976382732124,0.0018582856085468866,153.1553687537236,8.792374702475307,0.1437245643900329
159,20300874,True,66287.13036858109,19,2.9914770765102494,0.07442885356900553,0.4105355172199634,7246.372087813791,36.35729321205591,10.751379202229652,0.08227997224827203,0.002047150571273146,6.383918927920519,14.859339884636874,0.9317395595704848
160,20300875,True,55392.91495113838,33,3.8140066276018483,0.07636030107165503,0.32449921149120353,6908.1433433498,39.36067530073836,10.656910020471319,0.09689891239061903,0.001940015014687073,8.35570576867335,15.773936583315619,0.6884770507337914
161,20300876,True,47944.87463091029,19,3.5542353322597235,0.07436526679253304,0.32534947007416287,6726.603790294246,38.3262172938058,11.187987382851361,0.09273639777735518,0.0019403236751087303,5.426765266428203,15.340772481417707,0.6656836482311832
162,20300877,True,56251.84444190652,33,3.61168520981874,0.07551296633183843,0.32356006047093255,6721.591909862772,38.5969401948807,11.138468484469843,0.09357439194876321,0.0019564495514557416,6.119096710832927,15.443499777080275,0.6704390784241687
163,20300878,True,60020.83066266942,27,3.2621603506646486,0.09319567140427372,0.38464664889806605,7485.614525750104,37.45254858345044,10.942619181795559,0.0871011579731622,0.0024883666113300258,0.13561532340546217,11.962091823327176,1.2694084582222598
164,20300879,True,71364.98218363198,21,3.542594458645311,0.07395281952378956,0.3290156196745228,6729.251560102934,38.23039448728275,11.157890281239142,0.0926643448532488,0.0019343985463814604,6.082392922650859,15.449029213095832,0.6717788263761663
165,20300880,True,57087.987492446555,24,3.659476950092995,0.08387450268544,0.29377393044550876,7239.632090353817,39.46408701289922,11.206154496845366,0.09272929458362636,0.002125337465884484,40.05615307020591,15.677789076279753,0.5561634983912364
166,20300881,True,61280.05368966941,12,3.2580475712377788,0.07536747649399034,0.3637499891684535,6788.48259769902,36.94742605594462,11.136494031585313,0.08818063716548337,0.002039857292896975,1.4402207423123406e-08,16.910526340076302,0.7637280636884892
167,20300882,True,56862.612325468304,34,3.62632769838616,0.0679743176993224,0.36920009954387406,6888.184020428957,36.80681296180913,11.06332009143935,0.09852327345344596,0.0018467862938813195,3.4479732228924727,15.651467006851904,0.7385828093496851
168,20300883,True,62270.18780785368,38,3.4953395568111394,0.07826230008532978,0.3581435595200512,7737.716393594814,38.6396032013979,10.513045327505123,0.09046002720557662,0.0020254426443617937,5.050435123173687,16.63542259484645,0.8032573229887418
169,20300884,True,46691.67787732458,25,3.5489651675460716,0.07365057579246836,0.33014267216407167,6748.8588444509205,38.198046534597,11.123191573333177,0.09290959851393653,0.001928124144405161,6.248278293377465,15.466621452831221,0.6723171750357897
170,20300885,True,61777.84719467296,20,5.214037450764394,0.09020997792157498,0.4025802864236967,7659.208395267239,45.883071137945976,11.27341401468871,0.11363749900455787,0.001966084128291273,1.2985063463530537,10.514731497667206,1.5255712445017766
171,20300886,True,35574.36800641776,20,3.5542436973076152,0.07436883085025658,0.3253359447049753,6726.542075887151,38.32681087926764,11.188077011085772,0.09273517978064369,0.0019403866156389592,5.425924043251096,15.34062919417631,0.665675748666203
172,20300887,True,48844.17954786696,34,3.5644236376977916,0.07321213080442016,0.33783791856244105,6957.001162389604,38.16600731268866,10.656015497020437,0.09339262575974941,0.0019182549069019347,8.55528315725217,15.843025750699463,0.6921846815045707
173,20300888,True,68189.9219529355,34,4.1491846782736,0.07918315573897415,0.31537710633640603,6883.804724525324,40.63311183180082,10.605406221572554,0.10211338711760468,0.0019487347182945214,8.989175071570346,15.769177786885507,0.6835314178826869
174,20300889,True,41411.8866246567,26,3.525407455683537,0.07471968629498517,0.32697184887808844,6725.308362547492,38.239533473508125,11.161694042757286,0.09219274231276633,0.0019539905304218745,6.08203493580752,15.45470681281916,0.6721775920390817
175,20300890,True,55440.07594315389,26,3.550555153135298,0.07425063443370505,0.3278950659619449,6728.095319808824,38.298383875475984,11.15311997159539,0.09270770183618278,0.001938740670497346,6.157865744523891,15.448167905865304,0.6711153737773002
176,20300891,True,54468.92207494566,33,3.7492387242672733,0.0610944009948185,0.36165488792562533,7361.432923993316,36.238549785733376,11.286658238361689,0.10345995483912267,0.0016858953064084958,37.679674542444786,16.13266073710803,0.560051758480779
177,20300892,True,68144.07261237776,32,3.4553381010455797,0.07633581662155728,0.33654247834224216,6682.842888668952,38.06233853305922,11.021740230370774,0.09078102487172274,0.0020055472039705456,10.731218647810095,16.165805478408856,0.7093613481033595
178,20300893,True,75810.2604384983,22,3.60708153821671,0.07474931491082101,0.3844957242583558,7664.200803363555,38.75888907440911,10.730551170004793,0.09306462657616046,0.0019285721726264565,8.217033701684949,15.346663108600103,0.8975371470142577
179,20300894,True,77998.25805437796,21,3.6550914242234587,0.07737187221766974,0.33089738462418067,6658.824513698014,38.85558632234479,10.994704441959756,0.09406862101889105,0.0019912676539171224,10.645230684645435,16.14319637289727,0.7078247023530169
180,20300895,True,59984.51586592348,23,3.562024452618577,0.07441018975315522,0.3273367700472395,6726.205295904124,38.354649102130395,11.15065247996106,0.09287073499574072,0.001940056590141562,6.096757681241093,15.445770760432072,0.671301576093994
181,20300896,True,81544.24144122282,27,4.562380623209199,0.06717164760559967,0.37308156816370125,6532.110695064611,41.948957503100026,10.917221528328296,0.10876028618522973,0.0016012709636618668,0.6293930293730415,16.530316254692316,0.782384793915467
182,20300897,True,42847.99645672501,35,4.449232096786705,0.07338910608317997,0.31120702381413373,6931.396304101183,40.86258942200459,11.411331915886878,0.10888277418833336,0.0017959974421899896,31.080046684031398,14.796086248757941,0.5813578392827735
183,20300898,True,64023.91409443384,19,3.5541503011696247,0.07436525836183201,0.32535352743325724,6726.683566377183,38.32600224723294,11.18782078922686,0.09273469949311572,0.0019403343422597914,5.427359916409103,15.34092994236483,0.6656938970180116
184,20300899,True,78009.97242911425,35,3.746540270618893,0.06899287368368529,0.3526941494429227,6940.962168619267,37.90184457457684,10.702318397271808,0.09884849438520293,0.0018203038521761856,8.284335154821813,15.878627780981303,0.6999363837221273
185,20300900,True,61172.640853571495,30,3.282813615758666,0.07666306435526608,0.3541649044197597,7200.655868741034,37.60380237829072,10.75740862310484,0.08730004436077685,0.002038705117744287,4.760544514004461,16.253245869546504,0.7626930346713037
186,20300901,True,66248.00840730578,27,4.279105019057342,0.08043198749177316,0.32270398834719366,7601.074009183463,41.769657528722156,10.766291083576814,0.10244529814770188,0.0019256080190857574,14.28147998967164,16.363296733721786,0.7200587915346301
187,20300902,True,62586.10524745852,26,3.558390549357071,0.07405635851617318,0.32845645806604873,6730.9857817279635,38.286290553201276,11.14919037151141,0.09294163780145943,0.0019342787573862,6.146323187630115,15.448717581079448,0.6712917898279986
188,20300903,True,64908.29963561728,39,3.5065805712810683,0.07170232643398929,0.34216955535064253,6922.023058518984,37.77813341914865,10.78338637408734,0.09282037660187,0.001897984890848139,8.009673898175336,15.754221546277417,0.6884740152174126
189,20300904,True,79055.90216873093,41,3.448315067764989,0.07079203649435926,0.3500250660875152,6994.389127228717,37.475094073513574,10.650037487709607,0.09201618176062616,0.0018890422624554062,8.861048536444537,15.899405804679724,0.6968148840388609
190,20300905,True,52866.195711287204,17,3.6290199046124707,0.07678977564723874,0.3540260116640743,7484.357992478068,38.72458758581583,11.195651025001867,0.09371358433631763,0.0019829720710922575,5.684290663829189e-08,18.63881971487566,0.7238196818154433
191,20300906,True,50687.01516821917,32,3.784286472977041,0.07495543361257347,0.32228872947775444,6830.8551496085665,39.04476433906238,10.910258414921302,0.09692173936854952,0.0019197307214269498,9.111818437211918,15.556407624538364,0.6635780216295993
192,20300907,True,61813.65617895406,24,3.5327132038190876,0.07185158872294088,0.44241865507937406,6941.819433751527,37.848364415549,11.125745385408202,0.09333859622128786,0.0018984067034987263,0.0698088737481752,12.947752219973259,1.1223757426738041
193,20300908,True,58509.9995544068,38,3.4900165267061536,0.07176281323278245,0.3442948211091103,6973.237714260095,37.74366147982407,10.670119785866847,0.09246629473326924,0.0019013209216902122,8.786400086799842,15.85944913149497,0.6928078292099924
194,20300909,True,47517.096496894825,34,3.5469178548114875,0.07267434059225124,0.3383063817761093,6852.558925736361,38.03420709768138,10.915672910196593,0.09325599573305454,0.0019107626039266525,7.093124495718192,15.617490970382029,0.6804549268667837
195,20300910,True,57887.87816181051,27,3.781923329828627,0.07761638298077508,0.3215271407894811,6927.40929797978,39.31637231051656,10.623691541076003,0.09619207234989524,0.001974149150073386,8.523032217739717,15.804532075338821,0.6891347344479081
196,20300911,True,78046.71799651896,28,4.03939687413645,0.0696924558155599,0.5796516739356519,7624.163826313041,37.697427712617106,11.189492744452535,0.10715311678373451,0.0018487323948693252,1.4551124953276156,9.2493103210159,1.694739559889683
197,20300912,True,72456.24093684927,26,4.772586396654957,0.0669406777728121,0.3665096137118245,7566.896006782966,40.871909044919846,10.572436343106673,0.11676935352859823,0.0016378162737454138,11.455036639956141,16.27161749411792,0.7598068347577732
198,20300913,True,67626.76903687847,25,4.075939111822092,0.08394262759122445,0.36118159325845517,7871.671328546598,40.820034228488645,10.49197361981776,0.09985143787501922,0.002056407574804045,8.297878218118845,15.165904979973234,0.9858748314474144
199,20300914,True,61672.77858681744,18,3.366682609846083,0.07091900886681328,0.39338628145045956,6861.375510638363,37.12205972907816,11.098907069903493,0.09069223621794131,0.001910427637485362,1.0379430908508877e-12,15.992171543183257,0.8450024297470335
