config_id,dwell,switch_weight,fan_weight,hotspot_weight,gradient_weight,controller,maximum_hotspot_C,maximum_hotspot_excess_C,hotspot_excess_rmse_C,gradient_rmse_C,fan_energy_proxy_duty2_h,direction_switch_count,mean_temperature_tracking_rmse_C,maximum_energy_residual_W,reference_unattainable_at_saturation_fraction
0,10,1.0,0.15,4.0,1.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.2256549648884538,0.5067503124908713,0.007624999999999999,38,1.1652819537636971,9.379164112033322e-13,0.0
1,10,4.0,0.15,4.0,3.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.2883739659570491,0.5121714267834987,0.0074375000000000005,38,0.9347817244082144,9.663381206337363e-13,0.0
2,10,10.0,0.15,8.0,1.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.21033334818472943,0.8202591389607905,0.007375000000000001,12,1.7387427822808443,1.2505552149377763e-12,0.0
3,30,1.0,0.35,4.0,1.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.1999437450056344,0.5433808910920558,0.0073124999999999996,26,1.088244515811703,1.0231815394945443e-12,0.0
4,30,4.0,0.35,4.0,3.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.30116974564525767,0.5251647052431133,0.006999999999999998,27,1.0151036716940718,1.0516032489249483e-12,0.0
5,30,10.0,0.35,8.0,1.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.21033334818472943,0.8202591389607905,0.007375000000000001,12,1.7387427822808443,1.2505552149377763e-12,0.0
6,60,1.0,0.7,4.0,1.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.1967417692104571,0.6975369707111242,0.0071875,16,0.9148226852368567,9.663381206337363e-13,0.0
7,60,4.0,0.7,4.0,3.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.3426572937959574,0.7049676524902965,0.006812500000000001,17,0.8218173154658645,1.1510792319313623e-12,0.0
8,60,10.0,0.7,8.0,3.0,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.22121790933979443,0.7062528642069427,0.006999999999999998,16,1.3089503634770596,1.1368683772161603e-12,0.0
