time_s,three_node_mean_C,five_node_mean_C,three_node_hotspot_C,five_node_hotspot_C,five_node_energy_residual_W
239.0,54.94246563690283,54.93643373334332,55.16204371363025,55.138679504273185,-7.904787935331115e-14
240.0,54.94364315484714,54.93761726956306,55.16714964232337,55.14340115893667,-7.284839398380427e-12
241.0,54.94481919123789,54.93879931824657,55.17223104577903,55.14809559873471,-3.801403636316536e-12
242.0,54.94599284761329,54.939978981155605,55.177287341218594,55.152762300061845,8.820499886041944e-12
243.0,54.9470473377393,54.94103947225972,55.18220204831141,55.15728484022967,-3.781863711083133e-12
244.0,54.94810253254463,54.942100661584576,55.18709439724277,55.161782500981985,-4.39737135593532e-12
245.0,54.94921086076997,54.94321497809675,55.192017130407784,55.16630808262291,4.692246591275762e-12
246.0,54.95030031076848,54.944310410868546,55.19689897085152,55.170790366800354,-2.780886632081092e-12
247.0,54.951348736649145,54.945364814047615,55.20171792954028,55.17520741736174,1.688427175849938e-12
248.0,54.95239460621962,54.94641665526863,55.206512448615435,55.179597727507804,-3.6415315207705135e-14
249.0,54.95343717004414,54.94746518528139,55.211282056604816,55.183960878175036,-4.666489417104458e-12
250.0,54.954475711565124,54.94850968770554,55.21602630650654,55.18829647350681,3.745448395875428e-12
251.0,54.95550954636365,54.94954947829111,55.2102665192478,55.182125884366805,3.89910326248355e-13
252.0,54.95653802142354,54.950583904182906,55.20454072017673,55.176021541629254,1.2256862191861728e-12
253.0,54.95756051439972,54.951612343189026,55.198847916259474,55.16998128265284,-1.234568003383174e-12
254.0,54.95857643289113,54.95263420305399,55.193187153595325,55.16400303197254,3.765876499528531e-12
255.0,54.959585213718604,54.95364892073682,55.187557516448905,55.15808479823659,-4.994227253973804e-12
256.0,54.96058632220804,54.954655961694414,55.18195812629161,55.1522246712453,2.3492319201068312e-12
257.0,54.96157925147937,54.9556548191707,55.17638814085275,55.14642081908808,1.1590728377086634e-12
258.0,54.96256352174135,54.95664501349163,55.170846753180676,55.14067148537492,-3.800515457896836e-12
259.0,54.963538679592865,54.957626091366684,55.16533319071427,55.1349749865591,3.945288540307956e-12
260.0,54.96450429733073,54.95859762519683,55.15984671436508,55.129329709347765,9.07718344933528e-13
261.0,54.965459972264405,54.95955921238949,55.15438661761042,55.1237341081972,8.881784197001252e-13
262.0,54.96640532603803,54.96051047468067,55.148952225597675,55.11818670288991,5.1247894816697226e-12
263.0,54.967340003959634,54.96145105746446,55.1435428942601,55.11268607619057,4.298783551348606e-12
264.0,54.96826367433831,54.96238062913022,55.138158009444325,55.10723087157811,-5.8903992794512305e-12
265.0,54.96917602782895,54.96329888040776,55.13279698604978,55.1018197910513,5.1167958758924215e-12
266.0,54.97007677678545,54.96420552372041,55.12745926718029,55.09645159300533,6.943778885215579e-12
267.0,54.97096565462186,54.96510029254655,55.122144323307964,55.09112509017694,2.5912605394751154e-12
268.0,54.97184241518223,54.965982940789594,55.11685165144958,55.08583914765582,3.2605029787191597e-12
269.0,54.97270683211905,54.96685324215652,55.11158077435563,55.08059268096002,2.0881074647149944e-12
270.0,54.97355869828048,54.967710989545296,55.10633123971212,55.07538465417323,-1.1426415369442111e-12
271.0,54.974397825106486,54.96855599444126,55.1011026193553,55.07021407814193,1.858957432432362e-12
272.0,54.975224042034164,54.96938808632245,55.09589450849941,55.065080008730426,-2.3288038164537284e-12
273.0,54.97603719591212,54.97020711207428,55.09070652497751,55.0599815451318,3.0158098240917752e-12
274.0,54.976837150424295,54.97101293541336,55.08553830849551,55.05491782823312,-5.648814749292796e-13
275.0,54.97762378552303,54.97180543632095,55.080389519899455,55.04988803903304,-2.594813253153916e-12
276.0,54.978396996871766,54.97258451048555,55.075259840456155,55.04489139711013,4.581668378023096e-12
277.0,54.979156695297256,54.97335006875536,55.0701489711471,55.039927159140355,-1.3953282973488967e-12
278.0,54.979902806251296,54.9741020366002,55.0650566319758,55.03499461746219,-5.10658182406587e-12
279.0,54.9807245258992,54.974929610203084,55.06007181790543,55.030182355307716,-1.1783907183371412e-11
280.0,54.981441355392015,54.97565229155049,55.05501306620749,55.02530851775747,6.6848748758729926e-12
281.0,54.98216590467296,54.97638268976486,55.04999356699518,55.02048591117139,1.0669243266647754e-11
282.0,54.982968575606385,54.97719120691686,55.04508334923373,55.01578419754659,2.1391777238477516e-12
283.0,54.98375281146599,54.9779812871346,55.04018488191981,55.01110549621071,7.411848912397545e-12
284.0,54.98451871653316,54.978753034673886,55.035298115783675,55.00644941902875,-5.915712364412684e-12
285.0,54.9852594482982,54.97949960699678,55.03041605786851,55.0018086462817,-3.649969215757665e-12
286.0,54.98587340800328,54.98011940524822,55.02543702132278,54.999166525989594,9.978684545330907e-13
287.0,54.9864741833544,54.98072601610009,55.02047537660707,54.99674447064496,5.063061081500564e-12
288.0,54.98706181620556,54.981319481397534,55.0155309949609,54.9943233441078,3.4434677331773855e-12
