h0_W_m2K_at_8m_s,velocity_exponent_m,downstream_cooling_bias_beta,heat_source_skew_eta
-0.28294779123595726,17.406693132183488,-6.282199423709624,-10.582476384826082
-0.27992187417749154,17.220541453550606,-0.21545112411010076,3.0694241473076262
-0.2712932305079498,16.689715078902893,4.521917617818134,19.06900631279537
-0.2067842218737615,0.0,-4.8135436458281395,-7.9190506613754446
-0.21895779120853184,0.0,0.15935255179638066,2.4487932911326262
-0.22288425658788982,0.0,4.418654707768832,15.683300049402433
