time_s,current_A,true_T1_C,EKF_T1_C,true_T2_C,EKF_T2_C,true_T3_C,EKF_T3_C,true_T4_C,EKF_T4_C,true_T5_C,EKF_T5_C,true_hotspot_C,EKF_hotspot_C
34.0,9.613594040968394,54.94650958656603,54.96218641280798,55.199405203981975,55.20583816949833,55.573402821034804,55.64382200024931,56.006006240675546,55.94733085787569,56.337943121543915,56.03062893960751,56.337943121543915,56.03062893960751
35.0,9.613594040968394,54.95695978262359,54.98666716884102,55.205281432403815,55.219849205585426,55.57548874451804,55.64553636105278,56.00298152621372,55.94113222114858,56.328968611087035,56.021206816538545,56.328968611087035,56.021206816538545
36.0,9.613594040968394,54.96703230912556,54.99142677267791,55.21080943466974,55.22474793536435,55.577155882725826,55.649503943297404,55.99950159743795,55.950203972517244,56.31958714696248,56.04012991734933,56.31958714696248,56.04012991734933
37.0,9.613594040968394,54.97673608676413,54.98607811599534,55.215997793056445,55.22238339013895,55.57841604786581,55.648255812036446,55.995580437040026,55.95456730853559,56.30981238444914,56.05244860229069,56.30981238444914,56.05244860229069
38.0,9.613594040968394,54.986079977425725,54.97703742027106,55.22085506413417,55.21525289159013,55.579280949502675,55.639947665900365,55.99123188739649,55.945401317394705,56.29965785459201,56.043686074197396,56.29965785459201,56.043686074197396
39.0,9.613594040968394,54.995072779989385,54.97887569289755,55.22538977238255,55.21309930943609,55.579762189430774,55.62931643571158,55.986469645057944,55.92444084885491,56.289136957539704,56.01542863680867,56.289136957539704,56.01542863680867
40.0,9.613594040968394,55.0037232263122,54.99827138327943,55.22961040409124,55.22396554355798,55.57987125681327,55.627265751738435,55.98130725555898,55.915655921763715,56.278262956253,56.0035932632979,56.278262956253,56.0035932632979
41.0,9.613594040968394,55.01203997739973,55.00355136132455,55.233525401540064,55.22701560007914,55.5796195235836,55.626753643697846,55.97575810854212,55.92029063602837,56.26704897057667,56.01321435393611,56.26704897057667,56.01321435393611
42.0,9.613594040968394,55.020031619759116,55.01753444760467,55.23714315745308,55.23594364531754,55.57901824010454,55.628003287090564,55.96983543318909,55.925881446645626,56.25550797166636,56.02283143943892,56.25550797166636,56.02283143943892
43.0,9.613594040968394,55.02770666193231,55.02148182103579,55.24047200972096,55.23594665367692,55.57807853108012,55.621355845596725,55.96355229395253,55.91418328431277,56.243652776762325,56.00885094459619,56.243652776762325,56.00885094459619
44.0,9.613594040968394,55.0350735312068,55.02792368275362,55.24352023638588,55.23602105165294,55.57681139171538,55.60981829517242,55.956921586581,55.885089381573685,56.23149604430148,55.970782045648086,56.23149604430148,55.970782045648086
45.0,9.613594040968394,55.042140570500976,55.007725384760285,55.24629605088318,55.21715594101008,55.57522768411869,55.595168166319546,55.94995603443011,55.86323720135006,56.219050269359336,55.94526235268024,56.219050269359336,55.94526235268024
46.0,9.613594040968394,55.04891603542106,54.997233125420564,55.248807597533656,55.20719161995613,55.573338133941405,55.58913884391235,55.942668185052554,55.86678172257012,56.20632777941308,55.95265443156976,56.20632777941308,55.95265443156976
47.0,9.613594040968394,55.05540809148645,54.99140947391446,55.251062947280694,55.19956301525269,55.57115332724933,55.58051148946893,55.93507040705944,55.85788942642038,56.19334073041708,55.943186516049536,56.19334073041708,55.943186516049536
48.0,9.613594040968394,55.06162481152025,55.025550320738645,55.253070093666075,55.22307786901961,55.56868370762035,55.579122871834066,55.92717488724568,55.849498555236224,56.180101103182096,55.93175693599537,56.180101103182096,55.93175693599537
49.0,9.613594040968394,55.067574173201514,55.04638505085471,55.254836949038356,55.23580595695866,55.56593957346264,55.57329248465118,55.91899362797171,55.83282925593516,56.16662070004934,55.910850823537245,56.16662070004934,55.910850823537245
50.0,9.613594040968394,55.07326405677577,55.04917556876478,55.25637134098778,55.23401848617904,55.56293107554761,55.56423452417932,55.9105384447942,55.816478983817134,56.15291114185055,55.89137238887437,56.15291114185055,55.89137238887437
51.0,9.613594040968394,55.0787022429202,55.04912613149996,55.25768100900155,55.230861833428634,55.5596682147518,55.55999318743127,55.90182096433798,55.8250312578025,56.13898386514531,55.901950110213576,56.13898386514531,55.901950110213576
52.0,9.613594040968394,55.08389641075988,55.02771806810194,55.258773601333296,55.209131555950414,55.556160840001894,55.55016691927434,55.8928526224018,55.8253812295915,56.12485011972681,55.903231772041885,56.12485011972681,55.903231772041885
53.0,9.613594040968394,55.088854136031294,55.04056182423696,55.25965667208072,55.216207184298895,55.552418646416854,55.542954889118484,55.883644662290244,55.81079620062566,56.11052096638724,55.88593863681292,56.11052096638724,55.88593863681292
54.0,9.613594040968394,55.093582889389495,55.026360248525265,55.26033767846522,55.19976192081496,55.548451173641396,55.532804045521594,55.87420813336442,55.80520579816753,56.09600727493423,55.87949032295253,56.09600727493423,55.87949032295253
55.0,9.613594040968394,55.09809003485496,55.02816298127517,55.26082397830746,55.19746150493076,55.54426780436476,55.52550257231208,55.86455388980378,55.80118806068283,56.08131972244955,55.87433452767565,56.08131972244955,55.87433452767565
56.0,9.613594040968394,55.10238282839647,55.03828805590332,55.26112282769287,55.202881051467216,55.539877763018985,55.52285337530258,55.85469258957188,55.81459838954301,56.06646879178168,55.888032745637894,56.06646879178168,55.888032745637894
57.0,9.613594040968394,55.106468416646045,55.04342390554251,55.261241378821126,55.203423282468954,55.535290114650756,55.512352142229666,55.84463469357855,55.78989564317531,56.051464770263664,55.86040947973141,56.051464770263664,55.86040947973141
58.0,9.613594040968394,55.1103538357422,55.05433524409848,55.26118667803352,55.209483704492975,55.530513763960926,55.505993459370565,55.83439046503126,55.78335158013164,56.03631774864796,55.85205662996113,56.03631774864796,55.85205662996113
59.0,9.613594040968394,55.114046010297606,55.08060359162714,55.26096566401258,55.23032788354254,55.525557454506,55.503682921756294,55.82396996896864,55.78452483152151,56.02103762025,55.851701868687044,56.02103762025,55.851701868687044
60.0,9.613594040968394,55.11755175248731,55.09049655919594,55.26058516614798,55.23526614183075,55.52042976805577,55.499870219337666,55.81338307196881,55.79216750686963,56.00563408029236,55.85769381411272,56.00563408029236,55.85769381411272
61.0,9.613594040968394,55.120877761253716,55.07813193658152,55.26005190306306,55.21852183166875,55.51513912410136,55.486968908497396,55.802639442025786,55.769315861659855,55.990116625441544,55.832514183670924,55.990116625441544,55.832514183670924
