time_s,stress_current_A,PI_SMC_Tmax_C,MPC_Tmax_C,PI_SMC_gradient_C,MPC_gradient_C,PI_SMC_duty,MPC_duty
42.0,12.016992551210492,56.30280121546022,55.19672355765483,1.121796172594408,0.7542957578188094,0.0804046314534119,0.06626318248512637
43.0,12.016992551210492,56.287257491208884,55.192240534471686,1.0980615547113146,0.7361393817167468,0.08119816001550154,0.06626318248512637
44.0,12.016992551210492,56.271331976813066,55.187824579965834,1.0743301283191187,0.7181149020480788,0.0819594879924504,0.06626318248512637
45.0,12.016992551210492,56.25504490666874,55.183474802380196,1.0506089496791802,0.7002207463066767,0.08268924439212785,0.06626318248512637
46.0,12.016992551210492,56.238416078622414,55.17919032868144,1.0269048644302643,0.6824553775683242,0.0833880587992706,0.06626318248512637
47.0,12.016992551210492,56.221464852981214,55.174970304051456,1.003224509199029,0.6648172934045391,0.08405656077259091,0.06626318248512637
48.0,12.016992551210492,56.20421015208337,55.170813891393585,0.9795743133984018,0.6473050248319723,0.08469537927224768,0.06626318248512637
49.0,12.016992551210492,56.18667046039934,55.16672027085336,0.9559605012002379,0.6299171352963384,0.08530514211674124,0.06626318248512637
50.0,12.016992551210492,56.16886382513495,55.16268863935312,0.9323890936694852,0.6126522196895507,0.08588647546829561,0.06705314618787107
51.0,12.016992551210492,56.15080785730837,55.15825158335993,0.908865911047215,0.5953381194086944,0.08644000334580365,0.06705314618787107
52.0,12.016992551210492,56.13251973327387,55.153876150487285,0.8853965751706383,0.5781457912254524,0.08696634716441212,0.06705314618787107
53.0,12.016992551210492,56.1140161966658,55.14956157504849,0.8619865120186034,0.5610738998244571,0.08746612530083643,0.06705314618787107
54.0,12.016992551210492,56.09531356073747,55.14530710661676,0.8386409543715558,0.544121138127764,0.08793995268350736,0.06705314618787107
55.0,12.016992551210492,56.07642771107,55.14111200961761,0.815364944575478,0.5272862264501939,0.08838844040666112,0.06705314618787107
56.0,12.016992551210492,56.05737410862736,55.13697556293307,0.7921633373996997,0.5105679116823083,0.08881219536750289,0.06705314618787107
57.0,12.016992551210492,56.03816779313468,55.13289705951751,0.7690408029790774,0.4939649664999948,0.08921181992558883,0.06705314618787107
58.0,12.016992551210492,56.01882338675746,55.12887580602467,0.7460018298313145,0.4774761885999226,0.08958791158358476,0.06705314618787107
59.0,12.016992551210492,55.99935509806042,55.124911122445575,0.7230507279408229,0.4611003999599106,0.08994106268858076,0.06705314618787107
60.0,12.016992551210492,55.97977672622548,55.12100234175698,0.7001916319007861,0.44483644612338935,0.09027186015315886,0.03887850473036921
61.0,12.016992551210492,55.96010166550914,55.13376855048758,0.6774285041056558,0.4346823489639178,0.0905808851954283,0.03887850473036921
62.0,12.016992551210492,55.94034290992031,55.14655636356783,0.6547651379866011,0.42458817882016575,0.0908687130972633,0.03887850473036921
63.0,12.016992551210492,55.920513058100504,55.15936546909073,0.6322051612828758,0.4145534543892424,0.09113591298000015,0.03887850473036921
64.0,12.016992551210492,55.90062431838912,55.172195560022786,0.6097520393425526,0.4045777020916219,0.09138304759686341,0.03887850473036921
65.0,12.016992551210492,55.88068851405712,55.185046334102346,0.5874090784461927,0.3946604558615263,0.091610673141422,0.03887850473036921
66.0,12.016992551210492,55.86071708869337,55.197917493740206,0.5651794291476904,0.3848012569439305,0.09181933907138819,0.03887850473036921
67.0,12.016992551210492,55.84072111172851,55.210808745922506,0.543066089626663,0.37499965369801913,0.09200958794709549,0.03887850473036921
68.0,12.016992551210492,55.820711284081966,55.22371980211581,0.5210719090471443,0.3652552014068391,0.0921819552840133,0.03887850473036921
69.0,12.016992551210492,55.80069794391839,55.236650378174375,0.49919959091771204,0.35556746209299206,0.09233696941867374,0.03887850473036921
70.0,12.016992551210492,55.78069107250054,55.24960019424952,0.47745169644844765,0.3459360043400963,0.092475151387411,0.05903082645443237
71.0,12.016992551210492,55.76070030012625,55.25063104603011,0.4558306479004415,0.33210819588030205,0.0925970148173273,0.05903082645443237
72.0,12.016992551210492,55.74073491213769,55.25170218371261,0.4343387319238303,0.31837021155974554,0.09270306582892782,0.05903082645443237
73.0,12.016992551210492,55.7208038549918,55.25281312330509,0.4129781028806434,0.3047212207225911,0.09279380294987527,0.05903082645443237
74.0,12.016992551210492,55.70091574238148,55.2539633894661,0.3917507861489824,0.2911604077588592,0.09286971703934667,0.05903082645443237
75.0,12.016992551210492,55.68107886139747,55.25515251528462,0.3706586814053523,0.27768697167772416,0.09293129122248278,0.05903082645443237
76.0,12.016992551210492,55.661301178721494,55.256380042066354,0.3497035658820806,0.264300125694632,0.09297900083444934,0.05903082645443237
77.0,12.016992551210492,55.641590346842015,55.25764551912621,0.32888709759723866,0.2509990968316842,0.09301331337363705,0.05903082645443237
78.0,12.016992551210492,55.62195371028395,55.25894850358677,0.3082108185543575,0.23778312553085357,0.09303468846355425,0.05903082645443237
79.0,12.016992551210492,55.60239831184474,55.26028856018258,0.28767615790977885,0.22465146527964208,0.09304357782297731,0.05903082645443237
80.0,12.016992551210492,55.582930898829254,55.26166526107006,0.26728443510537403,0.21160338224879638,0.09304042524394487,0.08121338116245462
81.0,12.016992551210492,55.56355792927667,55.24993237113995,0.24703686296485472,0.19401553336506083,0.09302566657719459,0.08121338116245462
82.0,12.016992551210492,55.54428557817278,55.23826954726014,0.22693455075179259,0.17655076681097626,0.09299972972466132,0.08121338116245462
83.0,12.016992551210492,55.52511974364175,55.226676104282745,0.2069785071878414,0.16026161655721438,0.09296303463866881,0.08121338116245462
84.0,12.016992551210492,55.50606605311155,55.21515136939475,0.1897377693083584,0.14650691949749017,0.09291599332746076,0.08121338116245462
85.0,12.016992551210492,55.487129869447855,55.203694681787695,0.17391070604939785,0.1328380686320969,0.09285900986673616,0.08121338116245462
86.0,12.016992551210492,55.468316297051466,55.192305392337495,0.1581957589037728,0.11925459769671676,0.09279248041686129,0.08121338116245462
87.0,12.016992551210492,55.44963018791469,55.18098286329413,0.142593707668496,0.10575603964677072,0.09271679324545422,0.08121338116245462
88.0,12.016992551210492,55.43107614763245,55.16972646798078,0.12710525598744482,0.09234192681749676,0.0926323287550386,0.08121338116245462
89.0,12.016992551210492,55.412658541364166,55.158535590502204,0.11173103374117233,0.07901179107701495,0.0925394595154863,0.08121338116245462
90.0,12.016992551210492,55.394381499742856,55.14740962546202,0.09647159939392225,0.06576516397250742,0.09243855030097874,0.08707606007440366
91.0,12.016992551210492,55.376248924728095,55.132886671385904,0.08132744229754252,0.05169588439564876,0.09232995813122344,0.08707606007440366
92.0,12.016992551210492,55.361970841130436,55.12197849824674,0.07000533068282522,0.04125620270378505,0.09221403231667927,0.08707606007440366
93.0,12.016992551210492,55.348208864872454,55.115405598264886,0.0591637764060593,0.03516676382345452,0.0920911145075531,0.08707606007440366
94.0,12.01802052524927,55.33455704284509,55.1183493851726,0.048393871312001124,0.03860912307597175,0.09196153874634208,0.08707606007440366
95.0,12.018601606145316,55.32607969061468,55.121249583355585,0.04275355423150984,0.04571239740854338,0.09182588339689289,0.08707606007440366
96.0,12.020991825501214,55.32672913494657,55.124105107113444,0.04619415245306158,0.06271911817633935,0.09168435386799255,0.08707606007440366
97.0,12.021139008085033,55.327398688685356,55.12692269431781,0.05669779479475778,0.079608265961987,0.09153770268746173,0.08707606007440366
98.0,12.019538616370548,55.328082954808835,55.12969500225231,0.0743987282406735,0.0963809005022398,0.09138567491792093,0.08707606007440366
99.0,12.013502471519399,55.328778361680484,55.13241641312847,0.0919488330754703,0.11303806429792473,0.09122813859559675,0.08707606007440366
100.0,12.006827644573153,55.3294720653211,55.13507198465614,0.10934830646253602,0.12958078307764964,0.09106430288636802,0.07617360268731578
101.0,11.99516409297933,55.33016472854557,55.14186704881648,0.12659718227394734,0.14381046980846435,0.09089431791676952,0.07617360268731578
102.0,11.981052905154392,55.330841863169624,55.14857867552505,0.14369552344697212,0.15794785650814447,0.09071726394805471,0.07617360268731578
103.0,11.965115805400437,55.33149818562974,55.15519875351095,0.1606432060925016,0.17199366741584043,0.09053285701655862,0.07617360268731578
104.0,11.947068566360862,55.332130692565734,55.16172134165952,0.1774400501457265,0.18594861708782418,0.0903409686913019,0.07617360268731578
105.0,11.92792192779568,55.33273545473355,55.16813952427572,0.19408585146868518,0.1998134106323164,0.09014140186537596,0.07617360268731578
106.0,11.9073508346184,55.33331213425468,55.174449901368234,0.21058036847879436,0.21358874393699523,0.08993420887350953,0.07617360268731578
107.0,11.887854902382163,55.33385925028698,55.18064795261705,0.22692337266114748,0.22727530388939243,0.08971936058776059,0.07617360268731578
108.0,11.86889627413069,55.334383994857184,55.18673782116495,0.2431146321409301,0.24087376859046827,0.08949743842486103,0.07617360268731578
109.0,11.850690608753233,55.33489145445657,55.192721775548904,0.25915403359495315,0.25438480756156423,0.0892688813991322,0.07617360268731578
110.0,11.833189613404516,55.335387278872695,55.19860282243913,0.27504155223887494,0.26780908194493236,0.0890341725280242,0.09079493137279077
111.0,11.81518670424773,55.33587674898666,55.1987235924356,0.2907772593676512,0.2840578128443596,0.08879377348631907,0.09079493137279077
112.0,11.79618236368469,55.33636078019489,55.19874243177899,0.30636131680341094,0.30019436942843924,0.08854784201829492,0.09079493137279077
113.0,11.777404833603038,55.33683849782064,55.198656424810835,0.3217939153926963,0.3162197268089102,0.08829640965133388,0.09079493137279077
114.0,11.759737301667617,55.33731326278089,55.19846690332134,0.33707524964402324,0.33213484528155135,0.08803980546976942,0.09079493137279077
115.0,11.737917045847198,55.33779135084952,55.1981782417023,0.35220557653956774,0.34794067071036494,0.08777856683177497,0.09079493137279077
116.0,11.71480652316799,55.33826063581829,55.19777662120498,0.3671852558198765,0.3636381348994462,0.08751193694049292,0.09079493137279077
117.0,11.69166595570336,55.338719203011436,55.197258139992975,0.38201449348567706,0.3792281559530508,0.08723986786696361,0.09079493137279077
118.0,11.669171074639632,55.33916951223974,55.19662325212382,0.39669348346344435,0.39471163862421577,0.08696261810513603,0.09079493137279077
119.0,11.647569242566021,55.33961624793263,55.19587473695531,0.4112224680158292,0.4100894746523309,0.08668060489881001,0.09079493137279077
120.0,11.625591389864994,55.34006477273595,55.195016214482216,0.4256017682578559,0.4253625430900314,0.08639429711918398,0.08266709582536157
121.0,11.604151578444078,55.340515877700234,55.197192790852434,0.4398317932244282,0.43893867079989946,0.08610384518140969,0.08266709582536157
122.0,11.58315395990805,55.34097344308864,55.199260615860354,0.45391297637745254,0.4524264656301753,0.08580961760332023,0.08266709582536157
123.0,11.562251636795738,55.341440864874556,55.20122163731316,0.4678458179250313,0.46582658335967864,0.08551195158993012,0.08266709582536157
124.0,11.543819806070324,55.34192020374183,55.20307660115108,0.4816308778393221,0.47913967226180887,0.08521109245349864,0.08266709582536157
125.0,11.526790126772735,55.342421594670206,55.204834425048524,0.49526875717461394,0.49236637326562516,0.08490785670880698,0.08266709582536157
126.0,11.50941576190001,55.342951150863385,55.206500325364665,0.5087602087260521,0.505507320112109,0.08460278559570311,0.08266709582536157
127.0,11.491744543487851,55.34350874817922,55.20807349384224,0.5221060815506249,0.5185631395057371,0.08429598475026295,0.08266709582536157
128.0,11.473065626658979,55.344094384455836,55.20955328671761,0.5353072351830619,0.5315344512614786,0.08398756727249118,0.08266709582536157
129.0,11.453616236191575,55.344705567821464,55.21093661592376,0.5483645409874924,0.5444218684474507,0.08367746944079471,0.08266709582536157
130.0,11.434065098966164,55.34534065138144,55.21222121475251,0.5612788478108328,0.557225997523318,0.08336568381427446,0.07940301438168205
131.0,11.415249782497936,55.328970908546864,55.198451656597925,0.5399922272040456,0.5368762275281398,0.08305236302790292,0.07940301438168205
132.0,11.396272261053173,55.31282500332675,55.18471075694837,0.5189559235787584,0.5166988033153501,0.0827378580550983,0.07940301438168205
133.0,11.376568503690752,55.29690105578472,55.17099673580068,0.49816661292936715,0.4966911161481846,0.08242229405548125,0.07940301438168205
134.0,11.354555168651107,55.28119522008046,55.15730591288731,0.4776210274676629,0.476850625158562,0.08210565508969951,0.07940301438168205
135.0,11.332893247006643,55.265698275575716,55.143629214860916,0.4573159835805143,0.4571748551891872,0.08178753959245613,0.07940301438168205
136.0,11.312423163292022,55.25041042834981,55.129966748313045,0.43724846147869556,0.437661394707483,0.08146819492181363,0.07940301438168205
137.0,11.291592726476127,55.23533465438997,55.11632152924064,0.4174154634149545,0.41830789378880695,0.08114806568754103,0.07940301438168205
138.0,11.272276509980937,55.22046837333326,55.1026912731111,0.39781397026344223,0.39911206216675055,0.08082721132807563,0.07940301438168205
139.0,11.249792135375912,55.20581543336902,55.08908015052546,0.3784410223348118,0.3800716673481972,0.08050614156126831,0.07940301438168205
140.0,11.2273013094366,55.19136336716544,55.075476309653354,0.35929362206615423,0.36118453279096485,0.0801842230574306,0.06213877493293803
141.0,11.205662059624084,55.17711097260934,55.072047369517506,0.34036897496005025,0.346096469874567,0.07986159506857393,0.06213877493293803
142.0,11.185298515087233,55.16305993606037,55.06859871267965,0.3216643226028708,0.331124516620811,0.07953859980239192,0.06213877493293803
143.0,11.16672420203584,55.14921321858242,55.06513400667468,0.303176898380606,0.3162670816718105,0.07921567413965835,0.06213877493293803
144.0,11.148444438475924,55.135575301777465,55.06165868551689,0.284903906699256,0.3015226132456448,0.07889336955092212,0.06213877493293803
145.0,11.129079560487774,55.122145249867295,55.058173079040046,0.26684249838353935,0.2868895978981598,0.07857186528840351,0.06213877493293803
146.0,11.111610637486686,55.10891733748267,55.054672818233875,0.248989848457434,0.27236655932556886,0.07825100227062531,0.06213877493293803
147.0,11.092344649237067,55.095896161571346,55.05116374606185,0.2313432256160226,0.2579520572063956,0.07793134078612116,0.06213877493293803
148.0,11.072408643840063,55.083073390904026,55.04763909491702,0.21389983980242278,0.24364468608149537,0.0776125388886742,0.06213877493293803
149.0,11.052587933003089,55.07044479219645,55.044095976173,0.196657030217267,0.22944307427094657,0.07729452951458758,0.06213877493293803
150.0,11.033516867211064,55.05800888901781,55.04053420346923,0.1796122054408471,0.21534588282644052,0.07697743366365357,0.06110650597984173
151.0,11.015571098443736,55.045766327253894,55.0375630720743,0.16276280256423803,0.20156699415711188,0.07666152092503777,0.06110650597984173
152.0,10.999266733444625,55.03371889870319,55.0345771134465,0.14610625517107678,0.18788809299515208,0.0763471446756069,0.06110650597984173
153.0,10.980964758862351,55.02186996740878,55.03158139045963,0.1296399752569357,0.1743079560855847,0.07603477445853844,0.06110650597984173
154.0,10.963111059851594,55.010210231507614,55.028568562766075,0.11336132874800597,0.16082538852119654,0.07572399378961597,0.06110650597984173
155.0,10.944919679571504,54.99873901578503,55.025539654148886,0.09726781833950326,0.14743922287215838,0.07541497906488373,0.06110650597984173
156.0,10.92480303681427,54.987452887932434,55.02249302092606,0.08135695867547099,0.13414831834418806,0.07510771240858664,0.06110650597984173
157.0,10.90634060833192,54.976343049465825,55.019421627906716,0.0656263154855452,0.12095155996427565,0.0748017921270616,0.06110650597984173
158.0,10.884230042468273,54.96541316778913,55.01633065406849,0.050709207351118835,0.10784785779306105,0.07449768134946336,0.06110650597984173
159.0,10.860821836792361,54.95464860311657,55.013207231588304,0.03888850494371354,0.09483614616300429,0.07419455927644579,0.06110650597984173
160.0,10.839158256233368,54.94404325136521,55.01004652998663,0.027182565248125456,0.08191538294145317,0.07389218109731525,0.060524011935192135
161.0,10.816083031568942,54.93683150243074,55.00719643272765,0.018820589448971248,0.06920446507673716,0.0735910347024302,0.060524011935192135
162.0,10.794986338970542,54.93371981336718,55.004308593400594,0.014514780724731224,0.056581460975593245,0.0732908405828936,0.060524011935192135
163.0,10.774043003804506,54.93829326785728,55.001389365543496,0.025098911581928007,0.046426350756064494,0.07299213538990426,0.060524011935192135
164.0,10.75464651427831,54.942862387006045,54.998438897692964,0.03962973893469979,0.036782573596923385,0.07269500741485667,0.060524011935192135
165.0,10.735753966122392,54.94743256312149,54.996097657223366,0.05399750980385676,0.027827918503270155,0.07239987569722271,0.060524011935192135
166.0,10.718609360912453,54.95200546009759,54.99597208448044,0.06820434467345393,0.0211672751659151,0.07210690053139704,0.060524011935192135
167.0,10.699842060803753,54.956586883411255,54.99579453603433,0.08225235988452795,0.014527219239802491,0.07181653564788712,0.060524011935192135
168.0,10.683134026601678,54.96117100157213,55.00375536076291,0.09614372765314982,0.01736289445801731,0.07152841792766641,0.060524011935192135
169.0,10.664332718745055,54.9657646083892,55.01272363340853,0.10988051050065906,0.029396355921264217,0.07124306969126493,0.060524011935192135
170.0,10.647391054079618,54.97036018883069,55.021585065894214,0.12346484210669928,0.0413490650726942,0.07096000866522581,0.06012548518113631
171.0,10.627466661084348,54.9749638138911,55.03049935905356,0.1368987240565147,0.053140748914593416,0.07067970426546663,0.06012548518113631
172.0,10.604698704256151,54.97956493960275,55.03930411099148,0.1501842198297041,0.06485397592532394,0.07040145782361343,0.06012548518113631
173.0,10.582969227925435,54.98415377267207,55.04799016997207,0.16332321924753046,0.07648952056614888,0.07012461328543265,0.06012548518113631
174.0,10.564585044911876,54.98873392654111,55.056561542580745,0.17631744964041474,0.08804814227865876,0.06984945162267554,0.06012548518113631
175.0,10.545369100583997,54.99331669409171,55.06503002764025,0.18916866646710417,0.0995305859213147,0.0695767989655203,0.06012548518113631
176.0,10.527315318048204,54.99789888053003,55.07339325936035,0.20187876268873595,0.11093758219177374,0.06930646852102725,0.06012548518113631
177.0,10.505819287857015,55.00248410226021,55.08165561549334,0.21444956449151675,0.12226984803560725,0.06903875086541728,0.06012548518113631
178.0,10.483114277619144,55.007060275562026,55.089805890059814,0.22688292799698218,0.13352808704176056,0.06877283083467596,0.06012548518113631
179.0,10.461055322429846,55.0116231952003,55.09784044529965,0.23918051825070563,0.14471298982524416,0.06850843772039816,0.06012548518113631
180.0,10.441021901885005,55.016175027000344,55.10576191404681,0.25134392058802746,0.15582523439744023,0.06824574628382332,0.05634556594753083
181.0,10.421050874958981,55.02072251332572,55.11503402959143,0.2633747307435783,0.16610480885596246,0.06798525601797901,0.05634556594753083
182.0,10.402616187214093,55.025265550975156,55.12420227244973,0.27527461969924616,0.17631934128838367,0.06772698889840648,0.05634556594753083
183.0,10.382122141400668,55.02980899294562,55.13327220061716,0.2870452380847439,0.18646939568054677,0.06747131622521363,0.05634556594753083
184.0,10.363228395139807,55.03434539682887,55.14223722493896,0.29868828612501375,0.1965555265138832,0.0672177451521804,0.05634556594753083
185.0,10.342353997088793,55.03887985969191,55.151103109556814,0.31020534183123516,0.2065782790275179,0.06696666069330925,0.05634556594753083
186.0,10.323326892531888,55.04340523593728,55.15986352928487,0.3215980367690321,0.21653818947193315,0.06671758770045857,0.05634556594753083
187.0,10.304587978294084,55.047927471189915,55.16852507058092,0.33286788536108247,0.22643578535456044,0.06647096813677625,0.05634556594753083
188.0,10.284518798924871,55.05244706553492,55.17708904952443,0.34401646794110263,0.23627158567754236,0.06622686455005306,0.05634556594753083
189.0,10.263025349267396,55.05695903342924,55.18555132489264,0.3550453552586674,0.24604610116783476,0.06598495208873939,0.05634556594753083
190.0,10.24269553599271,55.06145820021411,55.19390744464618,0.3659560323791098,0.25575983450009687,0.06574488733916801,0.05624519481414926
191.0,10.220343229416876,55.0659482369135,55.20220051980209,0.37674989626709277,0.2653932767873073,0.06550694612503422,0.05624519481414926
192.0,10.198347405141742,55.07042197232166,55.21038527158713,0.3874283789964892,0.27496708219239707,0.06527064173382238,0.05624519481414926
193.0,10.176074634301564,55.074880432190625,55.218463243948335,0.3979927975386772,0.28448172847485864,0.06503605902748594,0.05624519481414926
194.0,10.154143784178963,55.079322470226565,55.2264338451622,0.40844446763885145,0.2939376862094747,0.06480313007487987,0.05624519481414926
195.0,10.133835168145527,55.08374904128917,55.23429856181052,0.41878467403060426,0.3033354189745694,0.06457193382353536,0.05624519481414926
196.0,10.114798202263342,55.08816536118169,55.242063175346225,0.4290146997916935,0.312675383534355,0.06434285058093961,0.05624519481414926
197.0,10.096806168212938,55.09257530276259,55.24973227485031,0.4391358855930747,0.32195803001545187,0.0641161703292156,0.05624519481414926
198.0,10.081711889203524,55.09698185003256,55.25730967615801,0.44914961154331223,0.3311838020779234,0.0638921234702516,0.05624519481414926
199.0,10.069206991455857,55.10139410246652,55.26480540310713,0.45905728527080925,0.3403531370808395,0.06367137450682081,0.05624519481414926
200.0,10.05905692288739,55.105819842773734,55.27222842341917,0.46886042658942984,0.3494664662426885,0.06345450299059918,0.05364858627432633
201.0,10.04987584472987,55.11026582078655,55.28059581646266,0.47856064983091784,0.3580114506529952,0.0632420222311998,0.05364858627432633
202.0,10.043292442406758,55.11473391982278,55.28890305499785,0.4881596500478409,0.3665054114856403,0.06303410755885745,0.05364858627432633
203.0,10.041078067991327,55.11923140627506,55.29715906594003,0.4976591364615288,0.3749487111440928,0.06283131536744205,0.05364858627432633
204.0,10.042258754329033,55.123771252887465,55.30537870258395,0.5070609066393601,0.3833417076259096,0.06263461099318439,0.05364858627432633
205.0,10.043727999633516,55.128362767965314,55.31357353264561,0.5163669251938501,0.3916847546251745,0.06244471237005425,0.05364858627432633
206.0,10.044293689489173,55.133004544404564,55.3217446914732,0.5255792740596803,0.399978201631761,0.06226158858639508,0.05364858627432633
207.0,10.044753577462412,55.13769118145303,55.32988931322985,0.5347000060729314,0.40822239402761795,0.06208492428452125,0.05364858627432633
208.0,10.045910209539395,55.14242007323877,55.338007208904294,0.5437310903364434,0.4164176731800424,0.06191459523100665,0.05364858627432633
209.0,10.047341576295379,55.14719134817346,55.34610087977185,0.5526744503422734,0.4245643765321674,0.06175066674043074,0.05364858627432633
210.0,10.047287661573066,55.15200368558445,55.354171407543454,0.5615320013250056,0.43266283769065694,0.06159310091475015,0.049648618322023025
211.0,10.046877080226215,55.14426804362685,55.363774538876285,0.5451419791053382,0.4399299687330469,0.06144144133129208,0.049648618322023025
212.0,10.04610983225483,55.13668606770047,55.3733501930879,0.528915961208213,0.44715570965587403,0.061295503511011144,0.049648618322023025
213.0,10.044774406055987,55.129251958694766,55.38289729736446,0.5128504467476915,0.45434030635279754,0.061155103749468774,0.049648618322023025
214.0,10.042964806786543,55.121959356746494,55.39241406990068,0.4969420438669019,0.46148400292419467,0.061020009123463954,0.049648618322023025
