time_s,digitized_paper_T1_C,reproduction_T1_C,digitized_paper_T2_C,reproduction_T2_C,digitized_paper_T3_C,reproduction_T3_C,fan_duty,airflow_direction
777.0,54.10595002476977,53.88683521314471,55.00189751315519,55.00000371581858,56.22952830315024,56.113174333912454,0.06193553072095303,1
778.0,54.10547506492424,53.88675899807147,54.999976657642215,55.00000363249836,56.22935453210462,56.11325035181273,0.06193553013952578,1
779.0,54.104815287213334,53.88668321086119,54.99853222744937,55.000003549426125,56.228919633276874,56.1133259427867,0.06193552945672955,1
780.0,54.10427469515343,53.88660784917015,54.998084475482685,55.00000346665272,56.22841364400943,56.11340110927343,0.0619355286765088,1
781.0,54.10385328874453,53.886532910665736,54.998000971703505,55.00000338422699,56.22753301472176,56.11347585369693,0.061935527802738526,1
782.0,54.10355106798663,53.886458393026494,54.9985839588597,55.00000330219582,56.226689705558854,56.11355017846624,0.061935526839224965,1
783.0,54.10319091778758,53.886384293942044,54.999527942828884,55.00000322060414,56.22587623993008,56.11362408597555,0.06193552578970379,1
784.0,54.10289786056537,53.88631061111305,55.002147184161636,55.000003139495014,56.22508514124477,56.11369757860429,0.061935524657842314,1
785.0,54.10280631630981,53.88623734225122,55.00401682502863,55.00000305890963,56.22470480739238,56.11377065871722,0.061935523447237344,1
786.0,54.102841764145495,53.886164485079235,55.005275937869584,55.00000297888736,56.224553571356445,56.11384332866458,0.06193552216141654,1
787.0,54.10300323023079,53.88609203733075,55.00556809664434,55.00000289946579,56.22459253287559,56.113915590782135,0.0619355208038368,1
788.0,54.10328974072404,53.88601999675035,55.00528891666549,55.000002820680756,56.22482169194983,56.11398744739131,0.061935519377885224,1
789.0,54.10373093182535,53.885948361093526,55.004274910340996,55.00000274256638,56.225500596224684,56.114058900799286,0.06193551788687964,1
790.0,54.104284287493584,53.885877128126644,55.002719982106996,55.000002665155115,56.226356078408074,56.1141299532991,0.06193551633406816,1
791.0,54.10494958782902,53.885806295626914,55.000649235087835,55.00000258847777,56.22733121588546,56.114200607169735,0.06193551472262931,1
792.0,54.10573554086076,53.885735861382365,54.99730301940033,55.00000251256355,56.22818694309998,56.114270864676236,0.06193551305567218,1
793.0,54.10677074394805,53.88566582319181,54.9939242726899,55.00000243744009,56.22872415812839,56.1143407280698,0.061935511336237155,1
794.0,54.107863929880715,53.885596178864816,54.99055502093548,55.0000023631335,56.229189654432176,56.114410199587866,0.06193550956729571,1
795.0,54.10848986816535,53.8855269262217,54.987223898222666,55.00000228966838,56.22958343201134,56.11447928145423,0.061935507751750676,1
796.0,54.10902523132394,53.885458063093466,54.98336987019427,55.00000221706789,56.22990549086586,56.11454797587914,0.06193550589243717,1
797.0,54.10932313262296,53.8853895873218,54.979547791501645,55.00000214535373,56.230155830995756,56.114616285059384,0.06193550399212197,1
798.0,54.10956888627287,53.885321496759026,54.976040718641656,55.00000207454625,56.230334452401024,56.11468421117839,0.06193550205350554,1
799.0,54.10975306799976,53.885253789268106,54.9729338816063,55.00000200466442,56.23044135508168,56.11475175640634,0.061935500079221,1
800.0,54.11001101351873,53.88518646272258,54.9700532171975,55.00000193572588,56.23047653903768,56.11481892290023,0.061935498071835245,1
801.0,54.10999207858168,53.88511951500656,54.967720605208584,55.000001867746995,56.230440004269084,56.114885712803975,0.061935496033849534,1
802.0,54.10988686441679,53.88505294401468,54.96530245327372,55.00000180074288,56.23033175077583,56.11495212824855,0.06193549396769967,1
803.0,54.10968594675011,53.8849867476521,54.96353191650069,55.00000173472741,56.23015177855797,56.115018171352006,0.06193549187575674,1
804.0,54.109471542947425,53.88492092383445,54.96240531942265,55.0000016697133,56.22990008761546,56.11508384421963,0.061935489760328324,1
805.0,54.109606600646444,53.884855470487814,54.96209882056797,55.000001605712086,56.229576677948344,56.115149148944006,0.06193548762365838,1
806.0,54.10977481608258,53.884790385548705,54.96258850112937,55.00000154273419,56.22918154955659,56.115214087605096,0.061935485467927556,1
807.0,54.109672185739456,53.88472566696403,54.9635372925254,55.00000148078894,56.22871470244021,56.11527866227037,0.06193548329525461,1
808.0,54.10928860208327,53.88466131269107,54.96537383272449,55.00000141988461,56.2281761365992,56.11534287499486,0.06193548110769735,1
809.0,54.10900195493804,53.884597320697445,54.96785437544706,55.00000136002845,56.227565852033564,56.11540672782126,0.06193547890725217,1
810.0,54.108948213015935,53.88453368896108,54.97100728304552,55.0000013012267,56.2268838487433,56.11547022278003,0.06193547669585603,1
811.0,54.10890736664201,53.88447041547018,54.97479161647391,55.00000124348466,56.22613012672841,56.115533361889476,0.061935474475386595,1
812.0,54.108879415816226,53.88440749822323,54.97921713299716,55.000001186806664,56.22542567481763,56.11559614715582,0.06193547224766235,1
813.0,54.10886436053862,53.88434493522893,54.98390669830388,55.00000113119616,56.224879456466184,56.11565858057331,0.06193547001444474,1
814.0,54.10907838422892,53.88428272450617,54.98907387272425,55.0000010766557,56.22449159733106,56.115720664124304,0.06193546777743746,1
815.0,54.10926189369094,53.884220864084014,54.99198410579252,55.00000102318702,56.22456067097614,56.11578239977934,0.0619354655382891,1
816.0,54.10944364395516,53.884159352001674,54.99456546730334,55.00000097079101,56.224791031645296,56.115843789497255,0.06193546329859206,1
817.0,54.10957132244768,53.88409818630847,54.99680842931577,55.00000091946777,56.225113027671334,56.11590483522522,0.061935461059884296,1
818.0,54.10965242146629,53.8840373650638,54.99865946195389,55.00000086921667,56.22553608332817,56.11596553889887,0.06193545882365077,1
819.0,54.109679765997114,53.883976886337116,55.00001656944232,55.0000008200363,56.22606962288975,56.11602590244236,0.06193545659132232,1
820.0,54.10960465924602,53.8839167482079,55.000952797757634,55.00000077192456,56.22636443459763,56.11608592776846,0.06193545436427861,1
821.0,54.109446824647605,53.88385694876562,55.001252528936504,55.00000072487868,56.22657383254014,56.11614561677863,0.06193545214384817,1
822.0,54.10914443739421,53.88379748610971,55.00110858833574,55.00000067889522,56.22671717574666,56.11620497136311,0.061935449931308915,1
823.0,54.108896861717994,53.883738358349525,55.001628299869594,55.000000633970096,56.226838466152174,56.11626399340099,0.061935447727888684,1
824.0,54.108518287063404,53.88367956360434,55.00189207430199,55.000000590098644,56.22693770375668,56.1163226847603,0.061935445534767854,1
825.0,54.10814617589001,53.88362110000328,55.001852708586206,55.0000005472756,56.22686183835152,56.11638104729807,0.06193544335307802,1
826.0,54.10777705692361,53.88356296568534,55.00147183650305,55.000000505495144,56.226777129835995,56.11643908286043,0.061935441183904615,1
827.0,54.107560509098604,53.883505158799295,55.00158784774445,55.00000046475093,56.22673606356234,56.11649679328269,0.061935439028286646,1
828.0,54.10770966394072,53.88344767750371,55.00157262387705,55.000000425036106,56.22673384885796,56.11655418038939,0.06193543688721846,1
829.0,54.10777579092948,53.8833905199669,55.00166246705116,55.00000038634331,56.22676569505029,56.11661124599441,0.061935434761649484,1
830.0,54.10776831433882,53.88333368436689,55.001645077695045,55.00000034866473,56.226826811466736,56.11666799190102,0.061935432652486064,1
831.0,54.1074966329406,53.883277168891375,55.00150669636876,55.0000003119921,56.22726633604227,56.116724419901956,0.061935430560592246,1
832.0,54.10731139098289,53.88322097173772,55.00119530108019,55.000000276316754,56.227599146422655,56.11678053177952,0.06193542848679024,1
833.0,54.1069650159309,53.88316509111289,55.001513312209056,55.00000024162959,56.22782916938866,56.11683632930562,0.06193542643186124,1
834.0,54.10661925345673,53.88310952523346,55.001911539616216,55.000000207921154,56.22796033172112,56.11689181424187,0.0619354243965469,1
835.0,54.106218267878724,53.883054272325516,55.002388852388805,55.00000017518162,56.227996560200836,56.11694698833965,0.0619354223815503,1
836.0,54.105653293651436,53.882999330624706,55.00269562978315,55.00000014340081,56.227782354307905,56.11700185334017,0.061935420387535384,1
837.0,54.10519355400832,53.882944698376136,55.00300614547283,55.000000112568245,56.22753800644552,56.11705641097456,0.061935418415129534,1
838.0,54.1048496229847,53.882890373834364,55.003563328967,55.00000008267312,56.22726351661366,56.11711066296394,0.06193541646492309,1
839.0,54.10462915309104,53.882836355263386,55.00447148812953,55.000000053704355,56.22695888481235,56.11716461101945,0.061935414537471416,1
840.0,54.10452175877744,53.88278264093656,55.00518050453031,55.00000002565061,56.22662411104158,56.11721825684237,0.061935412633294995,1
841.0,54.104527628529375,53.88272922913661,55.0062100467704,54.99999999850027,56.22625919530133,56.11727160212418,0.06193541075288008,1
842.0,54.10463929832192,53.88267611815555,55.007204664221995,54.99999997224152,56.22586413759164,56.11732464854658,0.0619354088966803,1
843.0,54.10486734219041,53.88262330629471,55.00795048241248,54.99999994686229,56.225851325291224,56.117377397781624,0.06193540706511634,1
844.0,54.105211760134836,53.882570791864644,55.00812560584142,54.99999992235034,56.22592966142687,56.117429851491735,0.06193540525857867,1
845.0,54.10537383565651,53.882518573185116,55.007765893871095,54.99999989869323,56.22610649693224,56.117482011329805,0.06193540347742622,1
846.0,54.10557193075314,53.88246664858507,55.0067152648181,54.99999987587836,56.225976795362236,56.117533878939234,0.06193540172198862,1
847.0,54.10573985560751,53.8824150164026,55.003901795482435,54.99999985389296,56.225839004623786,56.11758545595401,0.061935399992566524,1
848.0,54.10588709418059,53.88236367498488,55.001272295827505,54.99999983272412,56.225693124716855,56.117636743998766,0.061935398289431794,1
849.0,54.10611559826779,53.882312622688175,54.998822666294146,54.99999981235882,56.225539155641485,56.11768774468886,0.06193539661282986,1
850.0,54.106516338814664,53.88226185787777,54.996513105032115,54.99999979278392,56.22537709739765,56.1177384596304,0.06193539496297906,1
851.0,54.10681885172506,53.88221137892796,54.994431579784994,54.999999773986154,56.22520694998535,56.117788890420364,0.06193539334007143,1
852.0,54.10708067376203,53.88216118422199,54.99273567226653,54.9999997559522,56.2250287134046,56.11783903864659,0.06193539174427457,1
853.0,54.107455806985925,53.88211127215203,54.99130487742735,54.99999973866866,56.22484238765538,56.1178889058879,0.06193539017573209,1
854.0,54.107800625462005,53.88206164111913,54.990136666420625,54.999999722122055,56.22464797273771,56.11793849371413,0.06193538863456292,1
855.0,54.10812455346419,53.8820122895332,54.98933118158114,54.999999706298865,56.22444546865158,56.117987803686184,0.06193538712086425,1
856.0,54.10843701526643,53.881963215812966,54.988765940332776,54.99999969118552,56.224446356104046,56.118036837356115,0.06193538563471,1
857.0,54.10874743514266,53.88191441838592,54.988460743075024,54.99999967676845,56.224558630620834,56.118085596267164,0.06193538417615421,1
858.0,54.10885375665973,53.88186589568829,54.98835881484031,54.99999966303402,56.22454602879587,56.11813408195383,0.06193538274522855,1
