config_id,fan_weight,hotspot_weight,gradient_weight,dwell,switch_weight,maximum_duty_step,duty_move_weight,controller,maximum_hotspot_C,maximum_hotspot_excess_C,hotspot_excess_rmse_C,gradient_rmse_C,fan_energy_proxy_duty2_h,direction_switch_count,mean_temperature_tracking_rmse_C,maximum_energy_residual_W,reference_unattainable_at_saturation_fraction,energy_relative_difference_percent,within_5pct_equal_energy
26,1.0,0.5,1.0,10.0,10.0,0.05,0.8,Hotspot-MPC,60.04239522865468,5.0423952286546765,1.7748801336558937,0.8498734681474704,0.004937500000000001,10,1.5061341859233597,1.0231815394945443e-12,0.0,3.091005635555688,True
27,1.0,0.5,1.0,10.0,30.0,0.05,0.8,Hotspot-MPC,59.654200152402595,4.654200152402595,1.7304806195359512,1.604968922761469,0.004937500000000001,4,1.2611160165457806,1.0871303857129533e-12,0.0,3.091005635555688,True
28,1.0,0.5,1.0,30.0,1.0,0.05,0.8,Hotspot-MPC,59.94999849730453,4.949998497304527,1.860036382206246,0.6462178850942827,0.005097222222222223,21,1.6372270041056047,1.0516032489249483e-12,0.0,6.4258764226411635,False
29,1.0,0.5,1.0,30.0,4.0,0.05,0.8,Hotspot-MPC,60.34926974287574,5.349269742875741,2.021304963009872,0.666162777050799,0.004986111111111112,17,1.790910566612077,1.1084466677857563e-12,0.0,4.105966309886044,True
30,1.0,0.5,1.0,30.0,10.0,0.05,0.8,Hotspot-MPC,60.04239522865468,5.0423952286546765,1.7748801336558937,0.8498734681474704,0.004937500000000001,10,1.5061341859233597,1.0231815394945443e-12,0.0,3.091005635555688,True
31,1.0,0.5,1.0,30.0,30.0,0.05,0.8,Hotspot-MPC,59.654200152402595,4.654200152402595,1.7304806195359512,1.604968922761469,0.004937500000000001,4,1.2611160165457806,1.0871303857129533e-12,0.0,3.091005635555688,True
32,1.0,0.5,1.0,60.0,1.0,0.05,0.8,Hotspot-MPC,60.08075270958446,5.080752709584459,1.728969616764723,0.6934300928208672,0.005125000000000001,16,1.49557612010973,8.526512829121202e-13,0.0,7.005853950829954,False
33,1.0,0.5,1.0,60.0,4.0,0.05,0.8,Hotspot-MPC,59.91191123940668,4.9119112394066775,1.8011464432534583,0.6986634954948132,0.005000000000000001,15,1.569454274520278,1.1084466677857563e-12,0.0,4.395955073980429,True
34,1.0,0.5,1.0,60.0,10.0,0.05,0.8,Hotspot-MPC,60.04239522865468,5.0423952286546765,1.7748801336558937,0.8498734681474704,0.004937500000000001,10,1.5061341859233597,1.0231815394945443e-12,0.0,3.091005635555688,True
35,1.0,0.5,1.0,60.0,30.0,0.05,0.8,Hotspot-MPC,59.654200152402595,4.654200152402595,1.7304806195359512,1.604968922761469,0.004937500000000001,4,1.2611160165457806,1.0871303857129533e-12,0.0,3.091005635555688,True
