config_id,fan_weight,hotspot_weight,gradient_weight,dwell,switch_weight,maximum_duty_step,duty_move_weight,controller,maximum_hotspot_C,maximum_hotspot_excess_C,hotspot_excess_rmse_C,gradient_rmse_C,fan_energy_proxy_duty2_h,direction_switch_count,mean_temperature_tracking_rmse_C,maximum_energy_residual_W,reference_unattainable_at_saturation_fraction,energy_relative_difference_percent,within_5pct_equal_energy
257,2.0,1.0,0.5,30.0,4.0,0.05,0.8,Hotspot-MPC,58.78967912393163,3.789679123931627,1.1952970673376446,0.8208737504053204,0.0054375000000000005,12,0.9745716215300122,1.0800249583553523e-12,0.0,13.530601142953703,False
258,2.0,1.0,0.5,30.0,10.0,0.05,0.8,Hotspot-MPC,59.276011130515144,4.276011130515144,1.2260932670386542,1.3737612911638846,0.00525,6,1.107082295927642,1.0942358130705543e-12,0.0,9.615752827679437,False
259,2.0,1.0,0.5,30.0,30.0,0.05,0.8,Hotspot-MPC,57.53752056284759,2.5375205628475896,0.6205990400077185,2.1700801727621073,0.0054236111111111126,1,0.8415104326725485,1.1368683772161603e-12,0.0,13.240612378859339,False
260,2.0,1.0,0.5,60.0,1.0,0.05,0.8,Hotspot-MPC,58.33529934625779,3.3352993462577913,1.061755836174063,0.7643525346622265,0.005597222222222223,16,0.8528802356135015,9.663381206337363e-13,0.0,16.8654719300392,False
261,2.0,1.0,0.5,60.0,4.0,0.05,0.8,Hotspot-MPC,58.84909823668656,3.849098236686558,1.1480168113686393,0.8384907323931575,0.005743055555555557,11,0.9398713357138696,1.0800249583553523e-12,0.0,19.910353953030313,False
262,2.0,1.0,0.5,60.0,10.0,0.05,0.8,Hotspot-MPC,59.276011130515144,4.276011130515144,1.2260932670386542,1.3737612911638846,0.00525,6,1.107082295927642,1.0942358130705543e-12,0.0,9.615752827679437,False
263,2.0,1.0,0.5,60.0,30.0,0.05,0.8,Hotspot-MPC,57.53752056284759,2.5375205628475896,0.6205990400077185,2.1700801727621073,0.0054236111111111126,1,0.8415104326725485,1.1368683772161603e-12,0.0,13.240612378859339,False
264,2.0,1.0,1.0,10.0,1.0,0.05,0.8,Hotspot-MPC,59.371468691886456,4.371468691886456,1.4320278098118213,0.6652037643472586,0.005673611111111112,20,1.2158739225978044,9.379164112033322e-13,0.0,18.460410132558348,False
265,2.0,1.0,1.0,10.0,4.0,0.05,0.8,Hotspot-MPC,59.574144802464836,4.574144802464836,1.607105641101873,0.6934684332399074,0.005354166666666668,17,1.3793506146803967,1.1084466677857563e-12,0.0,11.790668558387374,False
266,2.0,1.0,1.0,10.0,10.0,0.05,0.8,Hotspot-MPC,59.87195659376261,4.8719565937626115,1.6187161453826946,0.8598737579205972,0.005215277777777779,10,1.392132126293168,1.1937117960769683e-12,0.0,8.890780917443486,False
267,2.0,1.0,1.0,10.0,30.0,0.05,0.8,Hotspot-MPC,59.2269136344867,4.226913634486699,1.3710611313104646,1.6526252620467397,0.005159722222222223,4,1.1121762857106334,1.0800249583553523e-12,0.0,7.730825861065904,False
268,2.0,1.0,1.0,30.0,1.0,0.05,0.8,Hotspot-MPC,59.371468691886456,4.371468691886456,1.4320278098118213,0.6652037643472586,0.005673611111111112,20,1.2158739225978044,9.379164112033322e-13,0.0,18.460410132558348,False
269,2.0,1.0,1.0,30.0,4.0,0.05,0.8,Hotspot-MPC,59.574144802464836,4.574144802464836,1.607105641101873,0.6934684332399074,0.005354166666666668,17,1.3793506146803967,1.1084466677857563e-12,0.0,11.790668558387374,False
270,2.0,1.0,1.0,30.0,10.0,0.05,0.8,Hotspot-MPC,59.87195659376261,4.8719565937626115,1.6187161453826946,0.8598737579205972,0.005215277777777779,10,1.392132126293168,1.1937117960769683e-12,0.0,8.890780917443486,False
271,2.0,1.0,1.0,30.0,30.0,0.05,0.8,Hotspot-MPC,59.2269136344867,4.226913634486699,1.3710611313104646,1.6526252620467397,0.005159722222222223,4,1.1121762857106334,1.0800249583553523e-12,0.0,7.730825861065904,False
272,2.0,1.0,1.0,60.0,1.0,0.05,0.8,Hotspot-MPC,59.89252238775307,4.892522387753068,1.6063254535940286,0.6982070586993409,0.0052430555555555555,16,1.385726005031349,9.094947017729282e-13,0.0,9.470758445632232,False
273,2.0,1.0,1.0,60.0,4.0,0.05,0.8,Hotspot-MPC,59.79033919936421,4.790339199364212,1.5693163843251512,0.7145581557961366,0.005194444444444445,15,1.3511117914320536,9.805489753489383e-13,0.0,8.4557977713019,False
274,2.0,1.0,1.0,60.0,10.0,0.05,0.8,Hotspot-MPC,59.87195659376261,4.8719565937626115,1.6187161453826946,0.8598737579205972,0.005215277777777779,10,1.392132126293168,1.1937117960769683e-12,0.0,8.890780917443486,False
275,2.0,1.0,1.0,60.0,30.0,0.05,0.8,Hotspot-MPC,59.2269136344867,4.226913634486699,1.3710611313104646,1.6526252620467397,0.005159722222222223,4,1.1121762857106334,1.0800249583553523e-12,0.0,7.730825861065904,False
276,2.0,1.0,2.0,10.0,1.0,0.05,0.8,Hotspot-MPC,60.04551246724769,5.04551246724769,1.7637266366319613,0.6471386778978064,0.0052361111111111115,22,1.5345055609892524,1.0231815394945443e-12,0.0,9.325764063585051,False
277,2.0,1.0,2.0,10.0,4.0,0.05,0.8,Hotspot-MPC,59.74993195492102,4.749931954921017,1.5986046593309702,0.6604191416052968,0.0053541666666666685,19,1.3711977149448682,8.313350008393172e-13,0.0,11.790668558387395,False
278,2.0,1.0,2.0,10.0,10.0,0.05,0.8,Hotspot-MPC,59.92848347925707,4.928483479257068,1.8502201518878696,0.6812293914638716,0.005048611111111112,15,1.6198657949645543,1.1226575225009583e-12,0.0,5.410915748310807,False
279,2.0,1.0,2.0,10.0,30.0,0.05,0.8,Hotspot-MPC,60.09474175869698,5.094741758696983,1.986907459746055,1.0597952020693027,0.00476388888888889,8,1.6824316253019698,9.592326932761353e-13,0.0,-0.5338539156241828,True
280,2.0,1.0,2.0,30.0,1.0,0.05,0.8,Hotspot-MPC,60.04551246724769,5.04551246724769,1.7637266366319613,0.6471386778978064,0.0052361111111111115,22,1.5345055609892524,1.0231815394945443e-12,0.0,9.325764063585051,False
281,2.0,1.0,2.0,30.0,4.0,0.05,0.8,Hotspot-MPC,59.74993195492102,4.749931954921017,1.5986046593309702,0.6604191416052968,0.0053541666666666685,19,1.3711977149448682,8.313350008393172e-13,0.0,11.790668558387395,False
282,2.0,1.0,2.0,30.0,10.0,0.05,0.8,Hotspot-MPC,59.92848347925707,4.928483479257068,1.8502201518878696,0.6812293914638716,0.005048611111111112,15,1.6198657949645543,1.1226575225009583e-12,0.0,5.410915748310807,False
283,2.0,1.0,2.0,30.0,30.0,0.05,0.8,Hotspot-MPC,60.09474175869698,5.094741758696983,1.986907459746055,1.0597952020693027,0.00476388888888889,8,1.6824316253019698,9.592326932761353e-13,0.0,-0.5338539156241828,True
284,2.0,1.0,2.0,60.0,1.0,0.05,0.8,Hotspot-MPC,59.80107849972499,4.801078499724987,1.6169962158205322,0.6900019865979486,0.0052430555555555555,16,1.3832859289958555,1.3073986337985843e-12,0.0,9.470758445632232,False
285,2.0,1.0,2.0,60.0,4.0,0.05,0.8,Hotspot-MPC,59.955316946297664,4.955316946297664,1.829164645024606,0.6867479165944043,0.00495138888888889,16,1.6041259137631207,8.952838470577262e-13,0.0,3.3809943996500724,True
286,2.0,1.0,2.0,60.0,10.0,0.05,0.8,Hotspot-MPC,59.88152473295751,4.881524732957509,1.6831443979352236,0.7046067561810105,0.005194444444444445,14,1.438421403217125,1.1368683772161603e-12,0.0,8.4557977713019,False
287,2.0,1.0,2.0,60.0,30.0,0.05,0.8,Hotspot-MPC,60.09474175869698,5.094741758696983,1.986907459746055,1.0597952020693027,0.00476388888888889,8,1.6824316253019698,9.592326932761353e-13,0.0,-0.5338539156241828,True
288,2.0,2.0,0.2,10.0,1.0,0.05,0.8,Hotspot-MPC,57.48076210108202,2.4807621010820213,0.6963787222335303,0.8430211210100178,0.005847222222222223,14,0.5684855216289761,8.384404281969182e-13,0.0,22.08526968373823,False
289,2.0,2.0,0.2,10.0,4.0,0.05,0.8,Hotspot-MPC,57.2960769382431,2.2960769382430968,0.7048342370842579,1.4431768232201574,0.005715277777777778,5,0.8356902200448711,1.0871303857129533e-12,0.0,19.33037642484152,False
290,2.0,2.0,0.2,10.0,10.0,0.05,0.8,Hotspot-MPC,57.37807731148948,2.378077311489477,0.4929125659316786,2.208311282256863,0.005680555555555557,1,1.0868557761400603,1.0871303857129533e-12,0.0,18.60540451460555,False
291,2.0,2.0,0.2,10.0,30.0,0.05,0.8,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.21377441723576496,2.575645065426207,0.0056805555555555585,0,1.2250018239659082,1.0871303857129533e-12,0.0,18.605404514605596,False
292,2.0,2.0,0.2,30.0,1.0,0.05,0.8,Hotspot-MPC,57.48076210108202,2.4807621010820213,0.6963787222335303,0.8430211210100178,0.005847222222222223,14,0.5684855216289761,8.384404281969182e-13,0.0,22.08526968373823,False
293,2.0,2.0,0.2,30.0,4.0,0.05,0.8,Hotspot-MPC,57.2960769382431,2.2960769382430968,0.7048342370842579,1.4431768232201574,0.005715277777777778,5,0.8356902200448711,1.0871303857129533e-12,0.0,19.33037642484152,False
294,2.0,2.0,0.2,30.0,10.0,0.05,0.8,Hotspot-MPC,57.37807731148948,2.378077311489477,0.4929125659316786,2.208311282256863,0.005680555555555557,1,1.0868557761400603,1.0871303857129533e-12,0.0,18.60540451460555,False
295,2.0,2.0,0.2,30.0,30.0,0.05,0.8,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.21377441723576496,2.575645065426207,0.0056805555555555585,0,1.2250018239659082,1.0871303857129533e-12,0.0,18.605404514605596,False
296,2.0,2.0,0.2,60.0,1.0,0.05,0.8,Hotspot-MPC,57.48076210108202,2.4807621010820213,0.6963787222335303,0.8430211210100178,0.005847222222222223,14,0.5684855216289761,8.384404281969182e-13,0.0,22.08526968373823,False
297,2.0,2.0,0.2,60.0,4.0,0.05,0.8,Hotspot-MPC,57.2960769382431,2.2960769382430968,0.7048342370842579,1.4431768232201574,0.005715277777777778,5,0.8356902200448711,1.0871303857129533e-12,0.0,19.33037642484152,False
298,2.0,2.0,0.2,60.0,10.0,0.05,0.8,Hotspot-MPC,57.37807731148948,2.378077311489477,0.4929125659316786,2.208311282256863,0.005680555555555557,1,1.0868557761400603,1.0871303857129533e-12,0.0,18.60540451460555,False
299,2.0,2.0,0.2,60.0,30.0,0.05,0.8,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.21377441723576496,2.575645065426207,0.0056805555555555585,0,1.2250018239659082,1.0871303857129533e-12,0.0,18.605404514605596,False
300,2.0,2.0,0.5,10.0,1.0,0.05,0.8,Hotspot-MPC,58.58078767651874,3.5807876765187387,1.0459447114609708,0.7409479252741925,0.005847222222222223,19,0.8468417544627723,9.663381206337363e-13,0.0,22.08526968373823,False
301,2.0,2.0,0.5,10.0,4.0,0.05,0.8,Hotspot-MPC,57.99879062060359,2.998790620603593,0.892416890853226,0.8578173003761139,0.005673611111111111,12,0.7085464362215231,9.663381206337363e-13,0.0,18.460410132558323,False
302,2.0,2.0,0.5,10.0,10.0,0.05,0.8,Hotspot-MPC,58.356546978320864,3.356546978320864,1.0013312490946702,1.3930064214652558,0.005340277777777778,6,0.9524820049751148,1.0551559626037488e-12,0.0,11.500679794292967,False
303,2.0,2.0,0.5,10.0,30.0,0.05,0.8,Hotspot-MPC,57.449043026362396,2.4490430263623963,0.5379288298768922,2.1906912090277193,0.0055694444444444454,1,0.9625664210701467,1.103006574965093e-12,0.0,16.285494401850432,False
304,2.0,2.0,0.5,30.0,1.0,0.05,0.8,Hotspot-MPC,58.58078767651874,3.5807876765187387,1.0459447114609708,0.7409479252741925,0.005847222222222223,19,0.8468417544627723,9.663381206337363e-13,0.0,22.08526968373823,False
305,2.0,2.0,0.5,30.0,4.0,0.05,0.8,Hotspot-MPC,57.99879062060359,2.998790620603593,0.892416890853226,0.8578173003761139,0.005673611111111111,12,0.7085464362215231,9.663381206337363e-13,0.0,18.460410132558323,False
306,2.0,2.0,0.5,30.0,10.0,0.05,0.8,Hotspot-MPC,58.356546978320864,3.356546978320864,1.0013312490946702,1.3930064214652558,0.005340277777777778,6,0.9524820049751148,1.0551559626037488e-12,0.0,11.500679794292967,False
307,2.0,2.0,0.5,30.0,30.0,0.05,0.8,Hotspot-MPC,57.449043026362396,2.4490430263623963,0.5379288298768922,2.1906912090277193,0.0055694444444444454,1,0.9625664210701467,1.103006574965093e-12,0.0,16.285494401850432,False
308,2.0,2.0,0.5,60.0,1.0,0.05,0.8,Hotspot-MPC,58.27136394690676,3.27136394690676,0.9801649222526883,0.7670637939012335,0.005680555555555557,16,0.8051857357890468,8.242295734817162e-13,0.0,18.60540451460555,False
309,2.0,2.0,0.5,60.0,4.0,0.05,0.8,Hotspot-MPC,57.877345579756785,2.877345579756785,0.8044372299680473,0.8607176399914679,0.005993055555555557,11,0.6537881400261674,9.094947017729282e-13,0.0,25.130151706729343,False
310,2.0,2.0,0.5,60.0,10.0,0.05,0.8,Hotspot-MPC,58.356546978320864,3.356546978320864,1.0013312490946702,1.3930064214652558,0.005340277777777778,6,0.9524820049751148,1.0551559626037488e-12,0.0,11.500679794292967,False
311,2.0,2.0,0.5,60.0,30.0,0.05,0.8,Hotspot-MPC,57.449043026362396,2.4490430263623963,0.5379288298768922,2.1906912090277193,0.0055694444444444454,1,0.9625664210701467,1.103006574965093e-12,0.0,16.285494401850432,False
312,2.0,2.0,1.0,10.0,1.0,0.05,0.8,Hotspot-MPC,59.441659548479635,4.441659548479635,1.3096718376090672,0.7168242215842494,0.0058958333333333345,20,1.0963071345421462,8.952838470577262e-13,0.0,23.100230358068607,False
313,2.0,2.0,1.0,10.0,4.0,0.05,0.8,Hotspot-MPC,58.44770265840069,3.4477026584006865,1.1165683275990341,0.7390101405784908,0.005743055555555557,16,0.9008783279481593,1.1759482276829658e-12,0.0,19.910353953030313,False
314,2.0,2.0,1.0,10.0,10.0,0.05,0.8,Hotspot-MPC,58.74972770522131,3.7497277052213107,1.2530959401075081,0.9044594132825863,0.005465277777777779,10,1.0597645607460597,9.663381206337363e-13,0.0,14.110578671142516,False
315,2.0,2.0,1.0,10.0,30.0,0.05,0.8,Hotspot-MPC,58.836081713322436,3.836081713322436,1.1188117937108144,1.683886153218696,0.0053750000000000004,4,1.0565108731200457,1.1652900866465643e-12,0.0,12.22565170452896,False
316,2.0,2.0,1.0,30.0,1.0,0.05,0.8,Hotspot-MPC,59.441659548479635,4.441659548479635,1.3096718376090672,0.7168242215842494,0.0058958333333333345,20,1.0963071345421462,8.952838470577262e-13,0.0,23.100230358068607,False
317,2.0,2.0,1.0,30.0,4.0,0.05,0.8,Hotspot-MPC,58.44770265840069,3.4477026584006865,1.1165683275990341,0.7390101405784908,0.005743055555555557,16,0.9008783279481593,1.1759482276829658e-12,0.0,19.910353953030313,False
318,2.0,2.0,1.0,30.0,10.0,0.05,0.8,Hotspot-MPC,58.74972770522131,3.7497277052213107,1.2530959401075081,0.9044594132825863,0.005465277777777779,10,1.0597645607460597,9.663381206337363e-13,0.0,14.110578671142516,False
319,2.0,2.0,1.0,30.0,30.0,0.05,0.8,Hotspot-MPC,58.836081713322436,3.836081713322436,1.1188117937108144,1.683886153218696,0.0053750000000000004,4,1.0565108731200457,1.1652900866465643e-12,0.0,12.22565170452896,False
320,2.0,2.0,1.0,60.0,1.0,0.05,0.8,Hotspot-MPC,58.33593157525841,3.3359315752584067,1.0604352178075744,0.7624639548642416,0.005597222222222223,16,0.8520479005563862,9.947598300641403e-13,0.0,16.8654719300392,False
321,2.0,2.0,1.0,60.0,4.0,0.05,0.8,Hotspot-MPC,58.53476836155312,3.5347683615531196,1.0838080222957411,0.7765191106146916,0.005652777777777778,15,0.8712832387601654,1.1759482276829658e-12,0.0,18.02542698641676,False
322,2.0,2.0,1.0,60.0,10.0,0.05,0.8,Hotspot-MPC,58.74972770522131,3.7497277052213107,1.2530959401075081,0.9044594132825863,0.005465277777777779,10,1.0597645607460597,9.663381206337363e-13,0.0,14.110578671142516,False
323,2.0,2.0,1.0,60.0,30.0,0.05,0.8,Hotspot-MPC,58.836081713322436,3.836081713322436,1.1188117937108144,1.683886153218696,0.0053750000000000004,4,1.0565108731200457,1.1652900866465643e-12,0.0,12.22565170452896,False
324,2.0,2.0,2.0,10.0,1.0,0.05,0.8,Hotspot-MPC,59.56199467924721,4.5619946792472135,1.5944790006014724,0.6715133427856076,0.005423611111111112,21,1.3703789169599743,1.2363443602225743e-12,0.0,13.240612378859318,False
325,2.0,2.0,2.0,10.0,4.0,0.05,0.8,Hotspot-MPC,59.95101986658522,4.95101986658522,1.6694284229469516,0.6629987075443393,0.005305555555555557,21,1.4473185650292562,9.663381206337363e-13,0.0,10.77570788405704,False
326,2.0,2.0,2.0,10.0,10.0,0.05,0.8,Hotspot-MPC,59.58627759428245,4.58627759428245,1.490053692403452,0.7048862488168547,0.005388888888888889,15,1.2702671958358147,9.947598300641403e-13,0.0,12.515640468623346,False
327,2.0,2.0,2.0,10.0,30.0,0.05,0.8,Hotspot-MPC,59.30839053832546,4.308390538325462,1.4489208540872458,1.1242972976661558,0.005270833333333335,7,1.2241038273503937,9.237055564881302e-13,0.0,10.050735973821045,False
328,2.0,2.0,2.0,30.0,1.0,0.05,0.8,Hotspot-MPC,59.56199467924721,4.5619946792472135,1.5944790006014724,0.6715133427856076,0.005423611111111112,21,1.3703789169599743,1.2363443602225743e-12,0.0,13.240612378859318,False
329,2.0,2.0,2.0,30.0,4.0,0.05,0.8,Hotspot-MPC,59.95101986658522,4.95101986658522,1.6694284229469516,0.6629987075443393,0.005305555555555557,21,1.4473185650292562,9.663381206337363e-13,0.0,10.77570788405704,False
330,2.0,2.0,2.0,30.0,10.0,0.05,0.8,Hotspot-MPC,59.58627759428245,4.58627759428245,1.490053692403452,0.7048862488168547,0.005388888888888889,15,1.2702671958358147,9.947598300641403e-13,0.0,12.515640468623346,False
331,2.0,2.0,2.0,30.0,30.0,0.05,0.8,Hotspot-MPC,59.30839053832546,4.308390538325462,1.4489208540872458,1.1242972976661558,0.005270833333333335,7,1.2241038273503937,9.237055564881302e-13,0.0,10.050735973821045,False
332,2.0,2.0,2.0,60.0,1.0,0.05,0.8,Hotspot-MPC,59.75282974189618,4.7528297418961785,1.555591513537455,0.6953820705150392,0.005340277777777778,16,1.3300852962107537,1.2363443602225743e-12,0.0,11.500679794292967,False
333,2.0,2.0,2.0,60.0,4.0,0.05,0.8,Hotspot-MPC,58.92431203993186,3.9243120399318627,1.3882633945217928,0.7154662808468188,0.005298611111111112,16,1.1724223967115155,1.0516032489249483e-12,0.0,10.630713502009815,False
334,2.0,2.0,2.0,60.0,10.0,0.05,0.8,Hotspot-MPC,59.61912027633624,4.61912027633624,1.4962739324745014,0.7156244331148343,0.005347222222222223,14,1.2731374422218646,1.2505552149377763e-12,0.0,11.64567417634017,False
335,2.0,2.0,2.0,60.0,30.0,0.05,0.8,Hotspot-MPC,59.30839053832546,4.308390538325462,1.4489208540872458,1.1242972976661558,0.005270833333333335,7,1.2241038273503937,9.237055564881302e-13,0.0,10.050735973821045,False
336,2.0,4.0,0.2,10.0,1.0,0.05,0.8,Hotspot-MPC,57.15843876308377,2.1584387630837725,0.6453631974535388,0.8606776030930091,0.006104166666666669,13,0.5681697269789433,1.1226575225009583e-12,0.0,27.450061819484482,False
337,2.0,4.0,0.2,10.0,4.0,0.05,0.8,Hotspot-MPC,57.214833670052116,2.2148336700521156,0.6541123856004853,1.4827094171200255,0.005805555555555556,5,0.8929475517560268,8.952838470577262e-13,0.0,21.215303391455052,False
338,2.0,4.0,0.2,10.0,10.0,0.05,0.8,Hotspot-MPC,57.30036085830208,2.300360858302078,0.46585919857911595,2.182013333364802,0.005673611111111112,1,1.1409722200537558,1.0889067425523535e-12,0.0,18.460410132558348,False
339,2.0,4.0,0.2,10.0,30.0,0.05,0.8,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.18221729160480443,2.589770632301312,0.005777777777777778,0,1.339193120424575,1.0089706847793423e-12,0.0,20.635325863266264,False
340,2.0,4.0,0.2,30.0,1.0,0.05,0.8,Hotspot-MPC,57.15843876308377,2.1584387630837725,0.6453631974535388,0.8606776030930091,0.006104166666666669,13,0.5681697269789433,1.1226575225009583e-12,0.0,27.450061819484482,False
341,2.0,4.0,0.2,30.0,4.0,0.05,0.8,Hotspot-MPC,57.214833670052116,2.2148336700521156,0.6541123856004853,1.4827094171200255,0.005805555555555556,5,0.8929475517560268,8.952838470577262e-13,0.0,21.215303391455052,False
342,2.0,4.0,0.2,30.0,10.0,0.05,0.8,Hotspot-MPC,57.30036085830208,2.300360858302078,0.46585919857911595,2.182013333364802,0.005673611111111112,1,1.1409722200537558,1.0889067425523535e-12,0.0,18.460410132558348,False
343,2.0,4.0,0.2,30.0,30.0,0.05,0.8,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.18221729160480443,2.589770632301312,0.005777777777777778,0,1.339193120424575,1.0089706847793423e-12,0.0,20.635325863266264,False
344,2.0,4.0,0.2,60.0,1.0,0.05,0.8,Hotspot-MPC,57.03327758546342,2.0332775854634235,0.5599194588783989,0.8708364485355163,0.006409722222222223,13,0.5322802592908816,8.810729923425242e-13,0.0,33.82981462956103,False
345,2.0,4.0,0.2,60.0,4.0,0.05,0.8,Hotspot-MPC,57.214833670052116,2.2148336700521156,0.6541123856004853,1.4827094171200255,0.005805555555555556,5,0.8929475517560268,8.952838470577262e-13,0.0,21.215303391455052,False
346,2.0,4.0,0.2,60.0,10.0,0.05,0.8,Hotspot-MPC,57.30036085830208,2.300360858302078,0.46585919857911595,2.182013333364802,0.005673611111111112,1,1.1409722200537558,1.0889067425523535e-12,0.0,18.460410132558348,False
347,2.0,4.0,0.2,60.0,30.0,0.05,0.8,Hotspot-MPC,56.344319167389415,1.3443191673894148,0.18221729160480443,2.589770632301312,0.005777777777777778,0,1.339193120424575,1.0089706847793423e-12,0.0,20.635325863266264,False
348,2.0,4.0,0.5,10.0,1.0,0.05,0.8,Hotspot-MPC,57.79495457804829,2.7949545780482907,0.7633055736135919,0.7666847809215153,0.006006944444444444,20,0.6109733635410022,8.668621376273222e-13,0.0,25.420140470823682,False
349,2.0,4.0,0.5,10.0,4.0,0.05,0.8,Hotspot-MPC,57.749736876591506,2.7497368765915056,0.7572822529286573,0.9017428504198233,0.005819444444444443,11,0.6260347634027998,9.592326932761353e-13,0.0,21.505292155549395,False
350,2.0,4.0,0.5,10.0,10.0,0.05,0.8,Hotspot-MPC,57.54243130946151,2.542431309461513,0.7270779406011073,1.434180978381599,0.005666666666666668,5,0.835848799681826,9.521272659185342e-13,0.0,18.315415750511164,False
351,2.0,4.0,0.5,10.0,30.0,0.05,0.8,Hotspot-MPC,57.38149890155992,2.3814989015599224,0.492283598408756,2.171801464260707,0.005611111111111112,1,1.0506694373620287,1.0036416142611415e-12,0.0,17.155460694133584,False
352,2.0,4.0,0.5,30.0,1.0,0.05,0.8,Hotspot-MPC,57.79495457804829,2.7949545780482907,0.7633055736135919,0.7666847809215153,0.006006944444444444,20,0.6109733635410022,8.668621376273222e-13,0.0,25.420140470823682,False
353,2.0,4.0,0.5,30.0,4.0,0.05,0.8,Hotspot-MPC,57.749736876591506,2.7497368765915056,0.7572822529286573,0.9017428504198233,0.005819444444444443,11,0.6260347634027998,9.592326932761353e-13,0.0,21.505292155549395,False
354,2.0,4.0,0.5,30.0,10.0,0.05,0.8,Hotspot-MPC,57.54243130946151,2.542431309461513,0.7270779406011073,1.434180978381599,0.005666666666666668,5,0.835848799681826,9.521272659185342e-13,0.0,18.315415750511164,False
355,2.0,4.0,0.5,30.0,30.0,0.05,0.8,Hotspot-MPC,57.38149890155992,2.3814989015599224,0.492283598408756,2.171801464260707,0.005611111111111112,1,1.0506694373620287,1.0036416142611415e-12,0.0,17.155460694133584,False
356,2.0,4.0,0.5,60.0,1.0,0.05,0.8,Hotspot-MPC,57.46593914564948,2.465939145649479,0.6589740843730597,0.8057639682852116,0.006034722222222223,16,0.5694530365881694,9.663381206337363e-13,0.0,26.000117999012474,False
357,2.0,4.0,0.5,60.0,4.0,0.05,0.8,Hotspot-MPC,57.749736876591506,2.7497368765915056,0.748453258090777,0.9153823700365772,0.005833333333333333,11,0.619860982237364,9.592326932761353e-13,0.0,21.7952809196438,False
358,2.0,4.0,0.5,60.0,10.0,0.05,0.8,Hotspot-MPC,57.54243130946151,2.542431309461513,0.7270779406011073,1.434180978381599,0.005666666666666668,5,0.835848799681826,9.521272659185342e-13,0.0,18.315415750511164,False
359,2.0,4.0,0.5,60.0,30.0,0.05,0.8,Hotspot-MPC,57.38149890155992,2.3814989015599224,0.492283598408756,2.171801464260707,0.005611111111111112,1,1.0506694373620287,1.0036416142611415e-12,0.0,17.155460694133584,False
360,2.0,4.0,1.0,10.0,1.0,0.05,0.8,Hotspot-MPC,58.03981104550012,3.039811045500123,0.9407395492379145,0.7352276210857768,0.005861111111111111,21,0.7436071353669238,1.1439738045737613e-12,0.0,22.375258447832593,False
361,2.0,4.0,1.0,10.0,4.0,0.05,0.8,Hotspot-MPC,58.198225201128785,3.1982252011287855,0.9371720837193196,0.7652611145423016,0.005916666666666668,16,0.7352453333551543,1.1226575225009583e-12,0.0,23.535213504210194,False
362,2.0,4.0,1.0,10.0,10.0,0.05,0.8,Hotspot-MPC,57.90114323578503,2.901143235785028,0.9283600628763434,0.9110616028093386,0.005611111111111111,10,0.7754103691671145,1.0693668173189508e-12,0.0,17.155460694133584,False
363,2.0,4.0,1.0,10.0,30.0,0.05,0.8,Hotspot-MPC,57.83339480444042,2.8333948044404167,0.8768865967277021,1.7453298523648377,0.005513888888888889,4,0.9421859157919628,1.1937117960769683e-12,0.0,15.125539345472848,False
364,2.0,4.0,1.0,30.0,1.0,0.05,0.8,Hotspot-MPC,58.03981104550012,3.039811045500123,0.9407395492379145,0.7352276210857768,0.005861111111111111,21,0.7436071353669238,1.1439738045737613e-12,0.0,22.375258447832593,False
365,2.0,4.0,1.0,30.0,4.0,0.05,0.8,Hotspot-MPC,58.198225201128785,3.1982252011287855,0.9371720837193196,0.7652611145423016,0.005916666666666668,16,0.7352453333551543,1.1226575225009583e-12,0.0,23.535213504210194,False
366,2.0,4.0,1.0,30.0,10.0,0.05,0.8,Hotspot-MPC,57.90114323578503,2.901143235785028,0.9283600628763434,0.9110616028093386,0.005611111111111111,10,0.7754103691671145,1.0693668173189508e-12,0.0,17.155460694133584,False
367,2.0,4.0,1.0,30.0,30.0,0.05,0.8,Hotspot-MPC,57.83339480444042,2.8333948044404167,0.8768865967277021,1.7453298523648377,0.005513888888888889,4,0.9421859157919628,1.1937117960769683e-12,0.0,15.125539345472848,False
368,2.0,4.0,1.0,60.0,1.0,0.05,0.8,Hotspot-MPC,58.084751995300465,3.084751995300465,0.9139672378175094,0.7680483547447216,0.005715277777777778,16,0.7569930328748011,1.1155520951433573e-12,0.0,19.33037642484152,False
369,2.0,4.0,1.0,60.0,4.0,0.05,0.8,Hotspot-MPC,58.05616545803507,3.0561654580350677,0.9567033918199133,0.7723713625312391,0.0056944444444444456,15,0.7486850284122027,9.521272659185342e-13,0.0,18.895393278699935,False
370,2.0,4.0,1.0,60.0,10.0,0.05,0.8,Hotspot-MPC,57.90114323578503,2.901143235785028,0.9283600628763434,0.9110616028093386,0.005611111111111111,10,0.7754103691671145,1.0693668173189508e-12,0.0,17.155460694133584,False
371,2.0,4.0,1.0,60.0,30.0,0.05,0.8,Hotspot-MPC,57.83339480444042,2.8333948044404167,0.8768865967277021,1.7453298523648377,0.005513888888888889,4,0.9421859157919628,1.1937117960769683e-12,0.0,15.125539345472848,False
