scenario,sensor_count,sensor_nodes_1_based,node_1_rmse_C,node_2_rmse_C,node_3_rmse_C,node_4_rmse_C,node_5_rmse_C,mean_node_rmse_C,hotspot_rmse_C,hotspot_position_accuracy,maximum_absolute_error_C,q95_absolute_error_C
load_preview_minus_10pct,2,"2,4",0.14328364367441734,0.05889037528845322,0.07744297120951028,0.05355572923354256,0.14381317782632627,0.10348539886016034,0.09590059143839448,0.33638634471273937,0.42723440522797773,0.23115576253318584
load_preview_minus_10pct,2,"3,5",0.3275410310585575,0.21526409758523748,0.0508113550356722,0.07940877652042445,0.054161530398607785,0.18190259904698497,0.12426568814823247,0.5678601165695254,0.6387524795249888,0.4281909632361989
load_preview_minus_10pct,2,"3,4",0.32699716528489015,0.21528871717448633,0.05026441955631342,0.05260850160698212,0.15057739521665367,0.19039122674739353,0.13588646528170667,0.2614487926727727,0.6375469712748654,0.4238801820022531
load_preview_minus_10pct,2,"1,3",0.055689828458272285,0.07587238621538428,0.05090323916311674,0.2207840750286982,0.3382103249091216,0.18685874204994385,0.13969028455837357,0.517901748542881,0.6385640939000581,0.42590989272191176
load_preview_minus_10pct,2,"2,3",0.15014300157551744,0.057885164368140694,0.05025178978787714,0.2179758061994874,0.33336006524721307,0.1934224603001731,0.14292034378958368,0.23064113238967526,0.635984268136724,0.4237722455394778
load_preview_minus_10pct,2,"4,5",0.5497434688361993,0.45868489497814413,0.27838744605123533,0.05405194554098039,0.053318469955679314,0.34521696267225277,0.1837346416870085,0.5270607826810991,0.9949687971100332,0.8127607344805129
load_preview_minus_10pct,2,"1,2",0.054960750697592306,0.059246395085397405,0.287700770262761,0.47379724972645965,0.5694772358792834,0.3572368146456101,0.19854780181821918,0.4787676935886761,1.0085881507862595,0.818322304816431
load_preview_minus_10pct,3,"1,2,5",0.05496418357554896,0.057868059596819156,0.15125100752895287,0.15355078348066156,0.05495022795903115,0.10568255460238035,0.05244824435666311,0.8509575353871773,0.5874240646093369,0.2446145213089466
load_preview_minus_10pct,3,"1,3,5",0.05577082524916387,0.08503215907586373,0.050171025596405044,0.08728874867754305,0.054248235384878746,0.06844001975969234,0.053588947000510284,0.8609492089925063,0.5524048030246718,0.1384817524849055
load_preview_minus_10pct,3,"1,4,5",0.05644238069727638,0.14697577633976414,0.14586657396905825,0.05245633223392998,0.05332226971113017,0.10164606220558309,0.053802360727985665,0.855120732722731,0.35889992046924846,0.24003816070640485
load_preview_minus_10pct,3,"2,3,5",0.15039085446159195,0.05789049504074433,0.04967896547365153,0.08587562802176722,0.054236385779261105,0.08803740927902434,0.07498677364031786,0.5678601165695254,0.4966332499378794,0.17149970317348256
load_preview_minus_10pct,3,"2,4,5",0.1425634369882991,0.05893800376024905,0.08348054863747126,0.05167715023362045,0.05332377834621934,0.08518330475786669,0.07596869162301201,0.5695253955037469,0.46571247105391933,0.1726738764277485
load_preview_minus_10pct,3,"1,2,4",0.05496555732466843,0.05720401078422829,0.08392344730168416,0.05361614033707986,0.14245364421602488,0.08544517260077754,0.07673984749429819,0.5603663613655288,0.4576194407279388,0.18092786519599147
load_preview_minus_10pct,3,"1,3,4",0.05577292569151221,0.0845862117442379,0.04970215362944844,0.05261517675289874,0.15082076044974377,0.08746543218919693,0.0772780564910195,0.5578684429641965,0.5561768249935,0.18472484020761898
load_preview_minus_10pct,3,"2,3,4",0.15049936772639927,0.05789090255898166,0.049244959622483285,0.052614485047893116,0.1509264633205412,0.10389760699906526,0.0933330107993404,0.2714404662781016,0.351622445337604,0.24023966267396732
load_preview_minus_10pct,3,"3,4,5",0.32720387935626694,0.21549917394764295,0.05026581816244923,0.05069221366550275,0.05332272566874985,0.17968969848742086,0.1226520198362259,0.5129059117402165,0.6379459074031928,0.4242645708634414
load_preview_minus_10pct,3,"1,2,3",0.05496505240859972,0.056160158691952136,0.05025239133520959,0.21818852425552734,0.33357297997749297,0.1830724383042747,0.1315050782821087,0.47543713572023316,0.6363974425374863,0.42413571829243935
measurement_noise,1,4,0.08126320800493476,0.06370444833392402,0.05176725091914298,0.07991478260242195,0.05742489292990582,0.06786133624813452,0.0654483493510451,0.8784346378018318,0.49938846798543324,0.15336821852209398
measurement_noise,1,5,0.08062181312071837,0.06136290756156484,0.043059306296033724,0.04117111149356293,0.08051563126819518,0.06371375728068182,0.07008577734714044,0.8975853455453788,0.4617544516719505,0.14337299539642606
measurement_noise,1,3,0.08321367453417144,0.05843981845678821,0.07643460162187504,0.058010233622147155,0.06726341562384207,0.06938520104765558,0.07212655230656168,0.8817651956702748,0.5163749517240674,0.1431684785609676
measurement_noise,1,2,0.0851508693105437,0.07730371700384109,0.04884517698655741,0.059303971448781634,0.08415978986586142,0.07240472053901353,0.07506519462961657,0.8984179850124896,0.6932007031791372,0.1490997262092052
measurement_noise,1,1,0.0863396683162376,0.044670587090874736,0.03653433953525885,0.05576629504501415,0.07842118225683828,0.06331590500164513,0.08753926751204419,0.8892589508742714,0.3493951984198489,0.14469794948197431
measurement_noise,2,"3,4",0.06957925908388413,0.05290071494427972,0.07378197513975078,0.07743084466017237,0.06190952241039045,0.06769322486286403,0.06353554918515668,0.8318068276436303,0.4974189702810179,0.13285707701957822
measurement_noise,2,"3,5",0.07024693870385684,0.051337354213151214,0.0755342403203656,0.041921513652958375,0.07984482587561958,0.06543422242482586,0.06365041567829435,0.8476269775187344,0.4617544516719505,0.13281593763159946
measurement_noise,2,"2,5",0.08291984534044317,0.07700514975769346,0.04328191282419472,0.03651395696544489,0.0801783783451948,0.0669935209188897,0.0646103689008381,0.861781848459617,0.6861151498450155,0.12808533684351328
measurement_noise,2,"2,4",0.08344252080497104,0.0766272490745712,0.045047299375293025,0.07920857576225374,0.06110038698378328,0.07052787324722679,0.06464897027708147,0.8234804329725229,0.7206773877144812,0.13120477095019542
measurement_noise,2,"2,3",0.09841975485242138,0.07524471344912687,0.07418048750509974,0.055700138613148834,0.059113970459120986,0.0740917360016784,0.0649969423501244,0.8318068276436303,0.8522699665676257,0.13015986381120692
measurement_noise,2,"4,5",0.08109469408181755,0.06485635812829411,0.0551364590642307,0.0767508587186581,0.0770947030093574,0.07163380942290189,0.06535966298606713,0.8251457119067444,0.4617544516719505,0.15467944799535333
measurement_noise,2,"1,4",0.08604144675130243,0.0450596825915783,0.04307696212088637,0.07950451441545489,0.0582082260778662,0.0648047770082492,0.0771856138946629,0.8243130724396336,0.49692463596547753,0.13846470765105323
measurement_noise,2,"1,3",0.08553769505443237,0.04683485776363857,0.07584666582691851,0.05555531899730423,0.060856492314930524,0.06641208326772319,0.07873206495078208,0.8184845961698585,0.5508208713986633,0.13670684208749156
measurement_noise,2,"1,5",0.0861169301307798,0.043274331063830704,0.030305118668024503,0.0365797464704797,0.0802218843630849,0.0599680284556086,0.07925447673707663,0.8417985012489592,0.4617544516719505,0.13076424826149524
measurement_noise,2,"1,2",0.08303070069897686,0.07473490389753584,0.054645027989307066,0.0478661844259039,0.07319582310531533,0.0679915911486831,0.08223112511360589,0.8109908409658618,0.4750962798630667,0.14328899697666772
measurement_noise,3,"3,4,5",0.06952890783633199,0.052793565840195594,0.07377725804046216,0.07326351027148229,0.0771023292597387,0.06982381332694727,0.062310624871982585,0.787676935886761,0.4617544516719505,0.1382674788437896
measurement_noise,3,"2,4,5",0.08402020811792961,0.07661876859825884,0.04533764154981438,0.07579411822158794,0.07709802704054036,0.07303997117404296,0.0631711921112695,0.7793505412156536,0.7395102204542354,0.13839988723574806
measurement_noise,3,"2,3,4",0.09815371063776446,0.07525297282741034,0.07056321979140581,0.07741804048419583,0.06184536255149994,0.0775818673147202,0.06521942565264621,0.7593671940049959,0.8510676507224915,0.13792493025903527
measurement_noise,3,"2,3,5",0.09826916265306371,0.07524785862102515,0.07274360212380944,0.04272017286242352,0.07976681912298311,0.07589263311801116,0.06606605951308059,0.7793505412156536,0.8516907114175893,0.13760818776573558
measurement_noise,3,"1,2,3",0.08301655377935736,0.07236422487635591,0.07418357209888624,0.05545086709401295,0.058750536003210875,0.06950964789847502,0.07715925350126852,0.7810158201498751,0.5219799693969023,0.13734534722748332
measurement_noise,3,"1,4,5",0.08598593304255742,0.0455388616510502,0.045960155764464355,0.07612118147563733,0.07709408395065939,0.0682900235305344,0.0773059904340503,0.7543713572023314,0.4617544516719505,0.14414181211300275
measurement_noise,3,"1,3,4",0.08544081077983301,0.04785134564651284,0.07262066318216416,0.07743175957583977,0.06186831182196889,0.07026664862739024,0.07745139205152038,0.7435470441298918,0.5858340682935079,0.14073360689396713
measurement_noise,3,"1,2,5",0.08303193068762868,0.07429926897662774,0.054858651376819695,0.03938520730846531,0.08016347681708977,0.06841276501530219,0.07791700250657928,0.7751873438800999,0.5012667150100256,0.13913937566425716
measurement_noise,3,"1,3,5",0.08546356653468246,0.04676885094262053,0.07459455045095342,0.042058055991134755,0.07981770440430454,0.0681108502228938,0.07808096312262154,0.7660283097418817,0.5537274701093793,0.1396808485781378
