nodes,Tmax_C,Tout_air_C,energy_residual_W,Tmax_difference_from_80_C
30,52.58937752978276,51.22768543607988,-1.4566126083082054e-13,0.022091943656086244
50,52.57554102549577,51.22131170669541,6.115108419635362e-13,0.00825543936909412
80,52.56728558612667,51.217715716604594,-1.439737218333903e-12,0.0
