time_s,experiment_middle_C,experiment_T1_C,experiment_T2_C,paper_simulation_middle_C,paper_simulation_T1_C,paper_simulation_T2_C,reference_C
0.0,,,,55.19971469329529,56.32667617689016,54.31526390870185,
1.2578616352201257,55.42796005706134,,54.44365192582026,55.19971469329529,56.32667617689016,54.31526390870185,55.0
2.5157232704402515,55.42796005706134,56.44079885877318,54.44365192582026,55.19971469329529,56.32667617689016,54.31526390870185,55.0
3.7735849056603774,55.42796005706134,56.44079885877318,54.44365192582026,55.19971469329529,56.32667617689016,54.31526390870185,55.01426533523538
5.031446540880503,55.42796005706134,56.4265335235378,54.44365192582026,55.19971469329529,56.32667617689016,54.31526390870185,55.01426533523538
6.289308176100628,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
7.547169811320755,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
8.80503144654088,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
10.062893081761006,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
11.320754716981131,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
12.578616352201257,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
13.836477987421382,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
15.09433962264151,55.42796005706134,56.4265335235378,54.44365192582026,55.22824536376605,56.32667617689016,54.31526390870185,55.01426533523538
16.352201257861633,55.42796005706134,56.4265335235378,54.44365192582026,55.24251069900143,56.32667617689016,54.31526390870185,55.01426533523538
17.61006289308176,55.42796005706134,56.4265335235378,54.44365192582026,55.24251069900143,56.32667617689016,54.31526390870185,55.01426533523538
18.867924528301884,55.42796005706134,56.44079885877318,54.44365192582026,55.24251069900143,56.34094151212554,54.32952924393723,55.01426533523538
20.12578616352201,55.570613409415124,56.44079885877318,54.44365192582026,55.24251069900143,56.34094151212554,55.099857346647646,55.01426533523538
21.38364779874214,55.65620542082739,56.51212553495007,54.51497860199714,55.24251069900143,56.34094151212554,54.31526390870185,55.01426533523538
22.641509433962263,55.68473609129815,56.66904422253923,54.657631954350926,55.24251069900143,56.34094151212554,54.32952924393723,55.01426533523538
23.89937106918239,55.69900142653353,56.683309557774606,54.671897289586305,55.24251069900143,56.34094151212554,54.35805991440799,55.0
25.157232704402514,55.67047075606277,56.697574893009985,54.671897289586305,55.22824536376605,56.34094151212554,54.34379457917261,55.0
26.41509433962264,55.67047075606277,56.697574893009985,54.671897289586305,55.24251069900143,56.32667617689016,54.35805991440799,
27.672955974842765,55.613409415121254,56.6262482168331,54.643366619115554,55.25677603423681,56.35520684736091,54.35805991440799,
28.930817610062892,55.570613409415124,56.6262482168331,54.629101283880175,55.25677603423681,56.35520684736091,54.35805991440799,
30.18867924528302,55.49928673323823,56.59771754636234,54.614835948644796,55.25677603423681,56.35520684736091,54.35805991440799,
31.446540880503143,55.51355206847361,56.483594864479315,54.55777460770328,55.27104136947219,56.36947218259629,54.386590584878746,
32.70440251572327,55.51355206847361,56.497860199714694,54.58630527817404,55.27104136947219,56.36947218259629,54.386590584878746,
33.9622641509434,55.4564907275321,56.497860199714694,54.614835948644796,55.29957203994294,56.38373751783167,54.415121255349504,
35.22012578616352,55.42796005706134,56.269614835948644,54.60057061340942,55.29957203994294,56.38373751783167,54.415121255349504,
36.477987421383645,55.44222539229672,56.255349500713265,54.55777460770328,55.313837375178316,56.39800285306705,54.429386590584876,55.0
37.73584905660377,55.47075606276748,56.28388017118402,54.27246790299572,55.328102710413695,56.39800285306705,54.44365192582026,55.01426533523538
38.9937106918239,55.47075606276748,56.2981455064194,54.27246790299572,55.328102710413695,56.4265335235378,54.44365192582026,55.01426533523538
40.25157232704402,55.35663338088445,56.32667617689016,54.28673323823109,55.35663338088445,56.4265335235378,54.457917261055634,55.01426533523538
41.50943396226415,55.49928673323823,56.4265335235378,54.28673323823109,55.370898716119825,56.44079885877318,54.48644793152639,55.0
42.76729559748428,55.62767475035663,56.269614835948644,54.28673323823109,55.385164051355204,56.44079885877318,54.51497860199714,55.0
44.0251572327044,55.65620542082739,56.241084165477886,54.25820256776034,55.41369472182596,56.483594864479315,54.52924393723252,
45.283018867924525,55.65620542082739,56.255349500713265,54.32952924393723,55.42796005706134,56.497860199714694,54.55777460770328,
46.54088050314465,55.72753209700428,56.255349500713265,54.35805991440799,55.44222539229672,56.51212553495007,54.643366619115554,
47.79874213836478,55.613409415121254,56.269614835948644,54.400855920114125,55.47075606276748,56.51212553495007,55.72753209700428,
49.056603773584904,55.62767475035663,56.34094151212554,54.85734664764622,55.49928673323823,56.52639087018545,54.629101283880175,
50.31446540880503,55.613409415121254,56.38373751783167,54.871611982881596,55.52781740370899,56.55492154065621,54.70042796005706,
51.57232704402516,55.67047075606277,56.4265335235378,54.885877318116975,55.52781740370899,56.55492154065621,54.686162624821684,
52.83018867924528,55.7132667617689,56.711840228245364,,55.556348074179745,56.56918687589158,54.71469329529244,
54.088050314465406,55.72753209700428,56.697574893009985,,55.556348074179745,56.58345221112696,54.74322396576319,55.01426533523538
55.34591194968553,55.798858773181166,56.66904422253923,55.18544935805991,55.584878744650496,56.58345221112696,54.77175463623395,55.0
56.60377358490566,55.813124108416545,56.497860199714694,55.19971469329529,55.584878744650496,56.58345221112696,54.80028530670471,55.0
57.861635220125784,55.827389443651924,56.469329529243936,55.19971469329529,55.613409415121254,56.58345221112696,54.81455064194009,55.0
59.11949685534591,55.813124108416545,56.4265335235378,55.171184022824534,55.613409415121254,56.58345221112696,54.843081312410845,55.0
60.37735849056604,55.813124108416545,56.39800285306705,54.91440798858773,55.62767475035663,56.58345221112696,54.85734664764622,55.0
61.63522012578616,55.8416547788873,56.28388017118402,54.72895863052781,55.62767475035663,56.58345221112696,54.85734664764622,55.0
62.893081761006286,55.85592011412268,56.28388017118402,54.72895863052781,55.64194008559201,56.56918687589158,54.871611982881596,55.01426533523538
64.15094339622641,55.85592011412268,56.269614835948644,54.657631954350926,55.64194008559201,56.56918687589158,54.871611982881596,55.01426533523538
65.40880503144653,55.89871611982882,56.269614835948644,54.671897289586305,55.65620542082739,56.58345221112696,55.813124108416545,55.0
66.66666666666666,55.91298145506419,56.697574893009985,54.70042796005706,55.65620542082739,56.55492154065621,,55.0
67.9245283018868,55.92724679029957,56.74037089871612,54.70042796005706,55.65620542082739,56.55492154065621,55.813124108416545,55.0
69.18238993710692,55.984308131241086,56.7546362339515,54.77175463623395,55.65620542082739,56.54065620542083,,55.0
70.44025157232704,55.97004279600571,56.7546362339515,55.25677603423681,55.65620542082739,56.52639087018545,,55.0
71.69811320754717,55.92724679029957,56.74037089871612,55.24251069900143,55.65620542082739,56.51212553495007,,55.0
72.95597484276729,55.85592011412268,56.64051355206847,55.21398002853067,55.65620542082739,56.497860199714694,,55.0
74.21383647798741,55.542082738944366,56.697574893009985,55.18544935805991,55.65620542082739,56.469329529243936,55.88445078459344,55.01426533523538
75.47169811320754,55.52781740370899,56.86875891583452,54.843081312410845,55.65620542082739,56.45506419400856,,
76.72955974842768,55.52781740370899,56.86875891583452,54.81455064194009,55.64194008559201,56.44079885877318,55.85592011412268,
77.9874213836478,55.94151212553495,56.85449358059914,54.81455064194009,55.62767475035663,56.41226818830243,55.057061340941516,
79.24528301886792,55.91298145506419,56.85449358059914,54.843081312410845,55.62767475035663,56.41226818830243,55.071326676176895,
80.50314465408805,55.87018544935806,56.74037089871612,55.18544935805991,55.62767475035663,56.38373751783167,55.071326676176895,
81.76100628930817,55.85592011412268,56.59771754636234,55.21398002853067,55.613409415121254,56.35520684736091,55.08559201141227,
83.0188679245283,55.8416547788873,56.52639087018545,55.19971469329529,55.599144079885875,56.32667617689016,,
84.27672955974842,55.813124108416545,56.483594864479315,55.04279600570614,55.584878744650496,56.31241084165478,,
85.53459119496856,55.74179743223966,56.469329529243936,54.871611982881596,55.584878744650496,56.269614835948644,,55.01426533523538
86.79245283018868,55.7132667617689,56.241084165477886,54.843081312410845,55.570613409415124,56.241084165477886,55.128388017118404,55.0
88.0503144654088,55.72753209700428,56.35520684736091,54.843081312410845,55.556348074179745,56.169757489301,55.128388017118404,55.01426533523538
89.30817610062893,55.756062767475036,56.34094151212554,54.871611982881596,55.556348074179745,56.18402282453638,55.128388017118404,55.01426533523538
90.56603773584905,55.74179743223966,56.34094151212554,55.25677603423681,55.52781740370899,56.15549215406562,55.128388017118404,55.0
91.82389937106917,55.7132667617689,56.34094151212554,55.29957203994294,55.52781740370899,56.12696148359487,55.128388017118404,55.0
93.0817610062893,55.69900142653353,56.32667617689016,55.29957203994294,55.51355206847361,56.08416547788873,55.128388017118404,55.0
94.33962264150944,55.68473609129815,56.269614835948644,55.28530670470756,55.48502139800286,56.055634807417974,55.114122681883025,
95.59748427672956,55.68473609129815,56.28388017118402,55.24251069900143,55.48502139800286,56.01283880171184,55.114122681883025,
96.85534591194968,,56.28388017118402,54.95720399429386,55.47075606276748,55.984308131241086,55.099857346647646,
98.11320754716981,,56.28388017118402,54.95720399429386,55.4564907275321,55.94151212553495,55.099857346647646,
99.37106918238993,,56.269614835948644,54.97146932952924,55.4564907275321,55.91298145506419,55.099857346647646,
100.62893081761005,,56.15549215406562,55.24251069900143,55.41369472182596,55.85592011412268,55.114122681883025,
101.88679245283018,,56.041369472182595,55.22824536376605,55.39942938659058,55.8416547788873,55.114122681883025,
103.14465408805032,,55.570613409415124,55.24251069900143,55.370898716119825,55.813124108416545,55.128388017118404,
104.40251572327044,,55.542082738944366,,55.35663338088445,55.756062767475036,55.128388017118404,55.01426533523538
105.66037735849056,55.91298145506419,55.51355206847361,,55.328102710413695,55.72753209700428,55.128388017118404,55.01426533523538
106.91823899371069,55.94151212553495,55.49928673323823,54.843081312410845,55.328102710413695,55.69900142653353,55.128388017118404,55.01426533523538
108.17610062893081,55.94151212553495,55.4564907275321,54.828815977175466,55.28530670470756,55.65620542082739,55.128388017118404,55.01426533523538
109.43396226415094,55.92724679029957,55.44222539229672,54.81455064194009,55.27104136947219,55.613409415121254,55.128388017118404,55.01426533523538
110.69182389937106,55.92724679029957,55.584878744650496,54.81455064194009,55.24251069900143,55.599144079885875,55.128388017118404,55.01426533523538
111.9496855345912,,55.385164051355204,54.828815977175466,55.24251069900143,55.556348074179745,55.128388017118404,55.0
113.20754716981132,,55.64194008559201,,55.22824536376605,55.51355206847361,55.128388017118404,55.0
114.46540880503144,,55.7132667617689,,55.18544935805991,55.48502139800286,55.128388017118404,55.0
115.72327044025157,,55.74179743223966,,55.21398002853067,55.44222539229672,55.128388017118404,55.01426533523538
116.98113207547169,54.871611982881596,55.72753209700428,,55.19971469329529,55.41369472182596,55.128388017118404,55.01426533523538
118.23899371069182,,55.7132667617689,,55.18544935805991,55.385164051355204,55.128388017118404,55.01426533523538
119.49685534591194,,55.65620542082739,,,55.342368045649074,55.128388017118404,55.01426533523538
120.75471698113208,,55.599144079885875,55.48502139800286,,55.29957203994294,55.128388017118404,55.0
122.0125786163522,,55.62767475035663,55.4564907275321,,55.27104136947219,55.128388017118404,55.0
123.27044025157232,,55.65620542082739,55.4564907275321,,55.25677603423681,55.128388017118404,55.0
124.52830188679245,,55.65620542082739,55.44222539229672,54.91440798858773,55.24251069900143,55.128388017118404,
125.78616352201257,,55.65620542082739,55.41369472182596,,55.21398002853067,55.114122681883025,
127.0440251572327,,55.64194008559201,55.35663338088445,54.97146932952924,55.21398002853067,55.114122681883025,
128.30188679245282,,55.556348074179745,54.828815977175466,,55.19971469329529,55.071326676176895,
129.55974842767296,,,55.28530670470756,,,55.071326676176895,
130.81761006289307,,,55.27104136947219,,,55.071326676176895,
132.0754716981132,,,55.27104136947219,,,55.099857346647646,
133.33333333333331,,,55.29957203994294,54.900142653352354,,,
134.59119496855345,,,55.27104136947219,54.885877318116975,,,55.0
135.8490566037736,,,55.171184022824534,,,,55.01426533523538
137.1069182389937,,55.25677603423681,54.72895863052781,,,54.871611982881596,55.01426533523538
138.36477987421384,,55.25677603423681,54.70042796005706,,,54.85734664764622,55.01426533523538
139.62264150943395,,55.24251069900143,54.643366619115554,,,54.85734664764622,55.0
140.88050314465409,,55.24251069900143,54.643366619115554,,,54.843081312410845,55.0
142.1383647798742,,,54.629101283880175,,,54.843081312410845,55.01426533523538
143.39622641509433,,,54.614835948644796,54.95720399429386,,54.843081312410845,
144.65408805031447,,,54.629101283880175,,,54.85734664764622,
145.91194968553458,,,54.643366619115554,,,54.85734664764622,
147.16981132075472,,54.51497860199714,55.0,,,54.843081312410845,
148.42767295597483,55.25677603423681,54.48644793152639,55.01426533523538,,,54.843081312410845,
149.68553459119497,55.25677603423681,54.48644793152639,54.643366619115554,,,54.843081312410845,
150.94339622641508,55.25677603423681,54.48644793152639,54.60057061340942,,,54.828815977175466,
152.2012578616352,55.24251069900143,54.50071326676177,54.60057061340942,,,54.828815977175466,
153.45911949685535,,54.52924393723252,54.58630527817404,,,54.828815977175466,55.01426533523538
154.71698113207546,,54.52924393723252,54.58630527817404,54.671897289586305,,55.0,55.01426533523538
155.9748427672956,55.24251069900143,54.52924393723252,54.58630527817404,54.643366619115554,,54.75748930099857,55.01426533523538
157.2327044025157,55.27104136947219,,54.51497860199714,,,54.75748930099857,55.01426533523538
158.49056603773585,55.29957203994294,,54.457917261055634,,54.843081312410845,54.72895863052781,55.01426533523538
159.74842767295596,55.29957203994294,,54.457917261055634,55.099857346647646,54.843081312410845,54.71469329529244,55.01426533523538
161.0062893081761,55.27104136947219,,54.44365192582026,55.099857346647646,54.828815977175466,54.686162624821684,55.01426533523538
162.26415094339623,55.156918687589155,,54.44365192582026,55.099857346647646,54.828815977175466,54.70042796005706,55.01426533523538
163.52201257861634,55.156918687589155,54.35805991440799,54.457917261055634,55.099857346647646,54.81455064194009,54.70042796005706,55.01426533523538
164.77987421383648,55.156918687589155,54.30099857346647,54.50071326676177,,54.80028530670471,54.71469329529244,55.01426533523538
166.0377358490566,55.19971469329529,54.28673323823109,54.48644793152639,,,54.686162624821684,55.01426533523538
167.29559748427673,55.21398002853067,54.30099857346647,54.50071326676177,,,54.70042796005706,55.01426533523538
168.55345911949684,55.21398002853067,54.35805991440799,54.85734664764622,,,54.71469329529244,55.01426533523538
169.81132075471697,55.21398002853067,54.415121255349504,54.843081312410845,,,54.70042796005706,55.01426533523538
171.0691823899371,,,54.47218259629101,,,54.686162624821684,55.01426533523538
172.32704402515722,,,54.47218259629101,,,54.686162624821684,55.01426533523538
173.58490566037736,,,54.457917261055634,,,54.686162624821684,55.0
174.84276729559747,54.1583452211127,54.871611982881596,54.429386590584876,,,54.657631954350926,
