curve,duty_ratio_percent,data_value
corotation_mass_flow_kg_s,18.956043956043956,9.314009661835754e-05
corotation_mass_flow_kg_s,19.024725274725274,9.352657004830915e-05
corotation_mass_flow_kg_s,19.093406593406595,9.352657004830915e-05
corotation_mass_flow_kg_s,19.162087912087912,9.391304347826086e-05
corotation_mass_flow_kg_s,19.23076923076923,9.429951690821258e-05
corotation_mass_flow_kg_s,19.29945054945055,9.429951690821258e-05
corotation_mass_flow_kg_s,19.36813186813187,9.468599033816429e-05
corotation_mass_flow_kg_s,19.436813186813186,9.468599033816429e-05
corotation_mass_flow_kg_s,19.505494505494507,9.507246376811595e-05
corotation_mass_flow_kg_s,19.574175824175825,9.507246376811595e-05
corotation_mass_flow_kg_s,19.642857142857142,9.584541062801933e-05
corotation_mass_flow_kg_s,19.71153846153846,9.623188405797104e-05
corotation_mass_flow_kg_s,19.78021978021978,9.700483091787442e-05
corotation_mass_flow_kg_s,19.8489010989011,9.739130434782608e-05
corotation_mass_flow_kg_s,19.917582417582416,9.739130434782608e-05
corotation_mass_flow_kg_s,19.986263736263737,9.739130434782608e-05
corotation_mass_flow_kg_s,20.054945054945055,9.77777777777778e-05
corotation_mass_flow_kg_s,20.123626373626372,9.739130434782608e-05
corotation_mass_flow_kg_s,20.192307692307693,9.739130434782608e-05
corotation_mass_flow_kg_s,20.26098901098901,9.77777777777778e-05
corotation_mass_flow_kg_s,20.32967032967033,9.77777777777778e-05
corotation_mass_flow_kg_s,20.39835164835165,9.816425120772945e-05
corotation_mass_flow_kg_s,20.467032967032967,9.855072463768117e-05
corotation_mass_flow_kg_s,20.535714285714285,9.739130434782608e-05
corotation_mass_flow_kg_s,20.604395604395606,9.77777777777778e-05
corotation_mass_flow_kg_s,20.673076923076923,9.739130434782608e-05
corotation_mass_flow_kg_s,20.74175824175824,9.739130434782608e-05
corotation_mass_flow_kg_s,20.810439560439562,9.739130434782608e-05
corotation_mass_flow_kg_s,20.87912087912088,9.739130434782608e-05
corotation_mass_flow_kg_s,20.947802197802197,9.739130434782608e-05
corotation_mass_flow_kg_s,21.016483516483518,9.739130434782608e-05
corotation_mass_flow_kg_s,21.085164835164836,9.77777777777778e-05
corotation_mass_flow_kg_s,21.153846153846153,9.77777777777778e-05
corotation_mass_flow_kg_s,21.22252747252747,9.77777777777778e-05
corotation_mass_flow_kg_s,21.291208791208792,9.826086956521738e-05
corotation_mass_flow_kg_s,21.35989010989011,9.874396135265703e-05
corotation_mass_flow_kg_s,21.428571428571427,9.922705314009662e-05
corotation_mass_flow_kg_s,21.497252747252748,9.97101449275362e-05
corotation_mass_flow_kg_s,21.565934065934066,0.00010019323671497585
corotation_mass_flow_kg_s,21.634615384615383,0.00010067632850241544
corotation_mass_flow_kg_s,21.703296703296704,0.00010115942028985508
corotation_mass_flow_kg_s,21.771978021978022,0.00010164251207729467
corotation_mass_flow_kg_s,21.84065934065934,0.00010164251207729467
corotation_mass_flow_kg_s,21.90934065934066,0.00010164251207729467
corotation_mass_flow_kg_s,21.978021978021978,0.00010164251207729467
corotation_mass_flow_kg_s,22.046703296703296,0.00010164251207729467
corotation_mass_flow_kg_s,22.115384615384617,0.00010202898550724639
corotation_mass_flow_kg_s,22.184065934065934,0.00010202898550724639
corotation_mass_flow_kg_s,22.252747252747252,0.0001024154589371981
corotation_mass_flow_kg_s,22.321428571428573,0.0001024154589371981
corotation_mass_flow_kg_s,22.39010989010989,0.00010280193236714976
corotation_mass_flow_kg_s,22.458791208791208,0.00010318840579710142
corotation_mass_flow_kg_s,22.52747252747253,0.00010318840579710142
corotation_mass_flow_kg_s,22.596153846153847,0.00010318840579710142
