velocity_m_s,flow_coordinate_inlet_0_outlet_1,temperature_K,direct_pixel_count,palette_uncertainty_K
5.0,0.8359375,334.1826852531181,827,1.5
5.0,0.83984375,334.1826852531181,826,1.5
5.0,0.84375,334.1826852531181,828,1.5
5.0,0.84765625,334.1826852531181,831,1.5
5.0,0.8515625,334.1826852531181,833,1.5
5.0,0.85546875,334.1826852531181,832,1.5
5.0,0.859375,334.2773294203962,830,1.5
5.0,0.86328125,334.2773294203962,829,1.5
5.0,0.8671875,334.2773294203962,829,1.5
5.0,0.87109375,334.2773294203962,835,1.5
5.0,0.875,334.2773294203962,835,1.5
5.0,0.87890625,334.4035216434336,837,1.5
5.0,0.8828125,334.4035216434336,840,1.5
5.0,0.88671875,334.4035216434336,841,1.5
5.0,0.890625,334.49816581071167,846,1.5
5.0,0.89453125,334.49816581071167,843,1.5
5.0,0.8984375,334.49816581071167,846,1.5
5.0,0.90234375,334.49816581071167,850,1.5
5.0,0.90625,334.49816581071167,848,1.5
5.0,0.91015625,334.49816581071167,842,1.5
5.0,0.9140625,334.49816581071167,842,1.5
5.0,0.91796875,334.49816581071167,844,1.5
5.0,0.921875,334.49816581071167,845,1.5
5.0,0.92578125,334.49816581071167,845,1.5
5.0,0.9296875,334.49816581071167,846,1.5
5.0,0.93359375,334.49816581071167,847,1.5
5.0,0.9375,334.49816581071167,849,1.5
5.0,0.94140625,334.49816581071167,856,1.5
5.0,0.9453125,334.49816581071167,854,1.5
