duty_ratio_percent,corotation_mass_flow_kg_s,reversion_mass_flow_kg_s
8.173076923076923,6.183574879227053e-05,3.632850241545892e-05
8.241758241758243,6.222222222222226e-05,3.632850241545892e-05
8.310439560439562,6.260869565217392e-05,3.632850241545893e-05
8.37912087912088,6.299516908212562e-05,3.671497584541064e-05
8.447802197802199,6.338164251207728e-05,3.6714975845410644e-05
8.516483516483516,6.338164251207728e-05,3.71014492753623e-05
8.585164835164836,6.3768115942029e-05,3.71014492753623e-05
8.653846153846155,6.3768115942029e-05,3.748792270531401e-05
8.722527472527473,6.3768115942029e-05,3.748792270531401e-05
8.791208791208792,6.338164251207728e-05,3.748792270531401e-05
8.859890109890111,6.366791912685634e-05,3.748792270531401e-05
8.928571428571429,6.395419574163538e-05,3.748792270531401e-05
8.997252747252748,6.424047235641438e-05,3.787439613526567e-05
9.065934065934067,6.452674897119343e-05,3.787439613526567e-05
9.134615384615385,6.481302558597246e-05,3.787439613526567e-05
9.203296703296704,6.509930220075152e-05,3.826086956521739e-05
9.271978021978022,6.538557881553055e-05,3.826086956521739e-05
9.340659340659341,6.567185543030954e-05,3.86473429951691e-05
9.40934065934066,6.595813204508855e-05,3.9033816425120764e-05
9.478021978021978,6.624440865986764e-05,3.9033816425120764e-05
9.546703296703297,6.653068527464663e-05,3.9033816425120764e-05
9.615384615384617,6.681696188942569e-05,3.903381642512077e-05
9.684065934065934,6.710323850420472e-05,3.922705314009662e-05
9.752747252747254,6.738951511898371e-05,3.942028985507248e-05
9.821428571428573,6.767579173376277e-05,3.961352657004834e-05
9.89010989010989,6.79620683485418e-05,3.980676328502414e-05
9.95879120879121,6.824834496332081e-05,4e-05
10.02747252747253,6.853462157809985e-05,4.019323671497586e-05
10.096153846153847,6.882089819287889e-05,4.038647342995166e-05
10.164835164835166,6.910717480765789e-05,4.0579710144927576e-05
10.233516483516484,6.939345142243692e-05,4.077294685990337e-05
