velocity_m_s,T_inlet_region_K,T_middle_region_K,T_outlet_region_K,Tmax_K,Tmin_K,DeltaT_K,hotspot_location_normalized,valid_pixel_fraction,reported_palette_uncertainty_K
4.0,328.48650851879023,333.44812188074593,336.06117479823916,336.51724137931035,326.8635363169479,9.653705062362462,0.8287937743190661,0.6221462228302174,1.5
5.0,326.12702553372645,330.2466709464417,333.9344414893617,334.49816581071167,324.62362435803374,9.874541452677931,0.96484375,0.5511517387559633,1.5
6.0,323.7525474851227,327.7069599557983,331.42163884812913,332.479090242113,321.24798239178284,11.231107850330147,0.9455252918287937,0.5222761734389642,1.5
8.0,318.86975986975983,322.3494505494506,325.03076923076924,325.5054945054945,317.45274725274726,8.052747252747224,0.96875,0.5010125296723197,1.5
10.0,316.5764482431149,319.9228937728937,322.7992673992674,323.5128205128205,314.01831501831504,9.49450549450546,0.921875,0.48756515674326406,1.5
12.0,314.3862433862434,318.4685479129924,320.81208791208803,321.1098901098901,312.2600732600733,8.849816849816818,0.8560311284046693,0.4929976597923066,1.5
