time_s,surface_1_C,surface_2_C
0.0,55.92575187969925,54.24812030075188
0.04065040650406504,55.93984962406015,54.234022556390975
0.08130081300813008,55.92575187969925,54.24812030075188
0.12195121951219512,55.982142857142854,54.26221804511278
0.16260162601626016,55.96804511278195,54.276315789473685
0.2032520325203252,55.96804511278195,54.26221804511278
0.24390243902439024,55.96804511278195,54.26221804511278
0.2845528455284553,55.99624060150376,54.24812030075188
0.3252032520325203,56.06672932330827,54.24812030075188
0.36585365853658536,55.982142857142854,54.19172932330827
0.4065040650406504,55.89755639097744,54.19172932330827
0.44715447154471544,55.92575187969925,54.205827067669176
0.4878048780487805,55.92575187969925,54.24812030075188
0.5284552845528455,55.92575187969925,54.26221804511278
0.5691056910569106,55.911654135338345,54.24812030075188
0.6097560975609756,55.89755639097744,54.24812030075188
0.6504065040650406,55.92575187969925,54.24812030075188
0.6910569105691057,55.92575187969925,54.24812030075188
0.7317073170731707,55.93984962406015,54.234022556390975
0.7723577235772358,55.93984962406015,54.21992481203007
0.8130081300813008,55.93984962406015,54.205827067669176
0.8536585365853658,55.953947368421055,54.205827067669176
0.8943089430894309,55.93984962406015,54.205827067669176
0.9349593495934959,55.953947368421055,54.21992481203007
0.975609756097561,55.93984962406015,54.21992481203007
1.0162601626016259,55.953947368421055,54.21992481203007
1.056910569105691,55.96804511278195,54.234022556390975
1.0975609756097562,55.953947368421055,54.24812030075188
1.1382113821138211,55.93984962406015,54.24812030075188
1.178861788617886,55.93984962406015,54.234022556390975
1.2195121951219512,55.953947368421055,54.26221804511278
1.2601626016260163,55.96804511278195,54.26221804511278
1.3008130081300813,55.953947368421055,54.234022556390975
1.3414634146341462,55.96804511278195,54.21992481203007
1.3821138211382114,55.96804511278195,54.21992481203007
1.4227642276422765,55.953947368421055,54.21992481203007
1.4634146341463414,55.953947368421055,54.234022556390975
1.5040650406504064,55.96804511278195,54.234022556390975
1.5447154471544715,55.982142857142854,54.234022556390975
1.5853658536585367,55.982142857142854,54.234022556390975
1.6260162601626016,55.99624060150376,54.234022556390975
1.6666666666666665,56.01033834586466,54.234022556390975
1.7073170731707317,56.024436090225564,54.24812030075188
1.7479674796747968,56.024436090225564,54.24812030075188
1.7886178861788617,56.024436090225564,54.24812030075188
1.8292682926829267,56.01033834586466,54.24812030075188
1.8699186991869918,56.01033834586466,54.26221804511278
1.910569105691057,56.024436090225564,54.26221804511278
1.951219512195122,56.05263157894737,54.276315789473685
1.9918699186991868,56.06672932330827,54.276315789473685
2.0325203252032518,56.09492481203007,54.276315789473685
2.073170731707317,56.080827067669176,54.29041353383459
2.113821138211382,56.09492481203007,54.276315789473685
2.154471544715447,56.109022556390975,54.29041353383459
2.1951219512195124,56.09492481203007,54.276315789473685
2.2357723577235773,56.09492481203007,54.29041353383459
2.2764227642276422,56.080827067669176,54.29041353383459
2.317073170731707,56.09492481203007,54.29041353383459
2.357723577235772,56.13721804511278,54.29041353383459
2.3983739837398375,56.12312030075188,54.29041353383459
2.4390243902439024,56.05263157894737,54.276315789473685
2.4796747967479673,56.05263157894737,54.276315789473685
2.5203252032520327,56.03853383458647,54.26221804511278
2.5609756097560976,56.024436090225564,54.26221804511278
2.6016260162601625,56.03853383458647,54.26221804511278
2.6422764227642275,56.05263157894737,54.24812030075188
2.6829268292682924,56.03853383458647,54.24812030075188
2.7235772357723578,56.03853383458647,54.24812030075188
2.7642276422764227,56.03853383458647,54.24812030075188
2.8048780487804876,56.05263157894737,54.24812030075188
2.845528455284553,56.03853383458647,54.24812030075188
2.886178861788618,56.024436090225564,54.234022556390975
2.926829268292683,55.982142857142854,54.234022556390975
2.967479674796748,55.96804511278195,54.21992481203007
3.0081300813008127,55.953947368421055,54.205827067669176
3.048780487804878,55.93984962406015,54.205827067669176
3.089430894308943,55.92575187969925,54.205827067669176
3.130081300813008,55.911654135338345,54.21992481203007
3.1707317073170733,55.93984962406015,54.21992481203007
3.2113821138211383,55.953947368421055,54.21992481203007
3.252032520325203,55.99624060150376,54.234022556390975
3.292682926829268,56.05263157894737,54.234022556390975
3.333333333333333,56.06672932330827,54.234022556390975
3.3739837398373984,56.05263157894737,54.24812030075188
3.4146341463414633,56.06672932330827,54.24812030075188
3.4552845528455283,56.05263157894737,54.234022556390975
3.4959349593495936,56.03853383458647,54.234022556390975
3.5365853658536586,56.05263157894737,54.234022556390975
3.5772357723577235,56.05263157894737,54.234022556390975
3.6178861788617884,56.05263157894737,54.234022556390975
3.6585365853658534,56.03853383458647,54.234022556390975
3.6991869918699187,56.024436090225564,54.234022556390975
3.7398373983739837,56.03853383458647,54.234022556390975
3.7804878048780486,56.01033834586466,54.21992481203007
3.821138211382114,56.024436090225564,54.234022556390975
3.861788617886179,56.01033834586466,54.234022556390975
3.902439024390244,56.024436090225564,54.24812030075188
3.9430894308943087,56.03853383458647,54.24812030075188
3.9837398373983737,56.06672932330827,54.24812030075188
4.024390243902439,56.09492481203007,54.26221804511278
4.0650406504065035,56.109022556390975,54.26221804511278
4.105691056910569,56.13721804511278,54.276315789473685
4.146341463414634,56.151315789473685,54.29041353383459
4.186991869918699,56.151315789473685,54.29041353383459
4.227642276422764,56.16541353383459,54.29041353383459
4.2682926829268295,56.16541353383459,54.29041353383459
4.308943089430894,56.16541353383459,54.29041353383459
4.349593495934959,56.16541353383459,54.29041353383459
4.390243902439025,56.16541353383459,54.29041353383459
4.430894308943089,56.16541353383459,54.30451127819549
4.471544715447155,56.16541353383459,54.29041353383459
4.512195121951219,56.151315789473685,54.29041353383459
4.5528455284552845,56.151315789473685,54.276315789473685
4.59349593495935,56.109022556390975,54.26221804511278
4.634146341463414,56.080827067669176,54.24812030075188
4.67479674796748,56.01033834586466,54.234022556390975
4.715447154471544,55.953947368421055,54.21992481203007
4.7560975609756095,55.92575187969925,54.19172932330827
4.796747967479675,55.92575187969925,54.19172932330827
4.837398373983739,55.92575187969925,54.19172932330827
4.878048780487805,55.92575187969925,54.19172932330827
4.91869918699187,55.92575187969925,54.19172932330827
4.959349593495935,55.92575187969925,54.19172932330827
5.0,55.92575187969925,54.19172932330827
5.040650406504065,55.93984962406015,54.19172932330827
5.08130081300813,55.953947368421055,54.205827067669176
5.121951219512195,55.953947368421055,54.205827067669176
5.16260162601626,55.96804511278195,54.205827067669176
5.203252032520325,55.982142857142854,54.205827067669176
5.2439024390243905,55.982142857142854,54.21992481203007
5.284552845528455,55.982142857142854,54.21992481203007
5.32520325203252,55.99624060150376,54.234022556390975
5.365853658536585,56.05263157894737,54.24812030075188
5.40650406504065,56.03853383458647,54.234022556390975
5.4471544715447155,56.13721804511278,54.234022556390975
5.48780487804878,56.12312030075188,54.24812030075188
5.528455284552845,56.12312030075188,54.24812030075188
5.569105691056911,56.12312030075188,54.26221804511278
5.609756097560975,56.12312030075188,54.276315789473685
5.650406504065041,56.13721804511278,54.276315789473685
5.691056910569106,56.12312030075188,54.276315789473685
5.7317073170731705,56.13721804511278,54.26221804511278
5.772357723577236,56.19360902255639,54.276315789473685
5.8130081300813,56.221804511278194,54.276315789473685
5.853658536585366,56.2359022556391,54.276315789473685
5.894308943089431,56.16541353383459,54.26221804511278
5.934959349593496,56.109022556390975,54.26221804511278
5.975609756097561,56.05263157894737,54.234022556390975
6.016260162601625,56.024436090225564,54.234022556390975
6.056910569105691,56.024436090225564,54.21992481203007
6.097560975609756,56.01033834586466,54.21992481203007
6.138211382113821,55.99624060150376,54.205827067669176
6.178861788617886,55.99624060150376,54.205827067669176
6.219512195121951,55.982142857142854,54.205827067669176
6.260162601626016,55.99624060150376,54.19172932330827
6.300813008130081,55.99624060150376,54.205827067669176
6.341463414634147,55.99624060150376,54.205827067669176
6.382113821138211,56.024436090225564,54.21992481203007
6.4227642276422765,56.03853383458647,54.21992481203007
6.463414634146341,56.06672932330827,54.234022556390975
6.504065040650406,56.109022556390975,54.24812030075188
6.544715447154472,56.109022556390975,54.26221804511278
6.585365853658536,56.109022556390975,54.26221804511278
6.626016260162602,56.151315789473685,54.24812030075188
6.666666666666666,56.17951127819549,54.24812030075188
6.7073170731707314,56.17951127819549,54.24812030075188
6.747967479674797,56.13721804511278,54.24812030075188
6.788617886178861,56.12312030075188,54.276315789473685
6.829268292682927,56.09492481203007,54.24812030075188
6.869918699186992,56.05263157894737,54.234022556390975
6.9105691056910565,56.06672932330827,54.234022556390975
6.951219512195122,56.080827067669176,54.234022556390975
6.991869918699187,56.09492481203007,54.234022556390975
7.032520325203252,56.09492481203007,54.24812030075188
7.073170731707317,56.09492481203007,54.24812030075188
7.113821138211382,56.09492481203007,54.24812030075188
7.154471544715447,56.109022556390975,54.24812030075188
7.195121951219512,56.109022556390975,54.26221804511278
7.235772357723577,56.109022556390975,54.24812030075188
7.276422764227642,56.109022556390975,54.24812030075188
7.317073170731707,56.05263157894737,54.234022556390975
7.357723577235772,56.024436090225564,54.21992481203007
7.3983739837398375,56.01033834586466,54.205827067669176
7.439024390243902,55.982142857142854,54.205827067669176
7.479674796747967,55.96804511278195,54.19172932330827
7.520325203252033,55.96804511278195,54.19172932330827
7.560975609756097,55.96804511278195,54.17763157894737
7.6016260162601625,55.953947368421055,54.17763157894737
7.642276422764228,55.953947368421055,54.17763157894737
