curve,pixel_x,pixel_y,color_distance,time_s,data_value
surface_1_air_C,543,354,25.0,16.56016315431679,37.17123935666982
surface_1_air_C,544,354,10.816653826391969,16.600951733514616,37.17123935666982
surface_1_air_C,545,354,9.433981132056603,16.64174031271244,37.17123935666982
surface_1_air_C,546,354,36.24913792078372,16.682528891910266,37.17123935666982
surface_1_air_C,560,354,40.11234224026316,17.25356900067981,37.17123935666982
surface_1_air_C,561,354,22.22611077089287,17.294357579877634,37.17123935666982
surface_1_air_C,562,354,14.560219778561036,17.33514615907546,37.17123935666982
surface_1_air_C,563,354,29.631064780058107,17.375934738273283,37.17123935666982
surface_1_air_C,564,354,49.52776998815917,17.416723317471106,37.17123935666982
surface_1_air_C,572,354,45.110974274559844,17.743031951053705,37.17123935666982
surface_1_air_C,573,354,30.23243291566195,17.78382053025153,37.17123935666982
surface_1_air_C,574,354,20.322401432901575,17.824609109449355,37.17123935666982
surface_1_air_C,575,354,18.0,17.865397688647178,37.17123935666982
surface_1_air_C,576,354,25.099800796022265,17.906186267845005,37.17123935666982
surface_1_air_C,577,354,37.53664875824692,17.946974847042828,37.17123935666982
surface_1_air_C,470,355,56.60388679233962,13.582596872875595,37.147587511825925
surface_1_air_C,471,355,47.24404724407086,13.62338545207342,37.147587511825925
surface_1_air_C,472,355,48.774993593028796,13.664174031271244,37.147587511825925
surface_1_air_C,536,355,50.813384063650005,16.274643099932018,37.147587511825925
surface_1_air_C,537,355,44.429719783046124,16.315431679129844,37.147587511825925
surface_1_air_C,538,355,33.66006535941367,16.356220258327667,37.147587511825925
surface_1_air_C,539,355,20.639767440550294,16.397008837525494,37.147587511825925
surface_1_air_C,540,355,10.344080432788601,16.437797416723317,37.147587511825925
surface_1_air_C,541,355,12.36931687685298,16.478585995921144,37.147587511825925
surface_1_air_C,542,355,14.142135623730951,16.519374575118967,37.147587511825925
surface_1_air_C,543,355,11.575836902790225,16.56016315431679,37.147587511825925
surface_1_air_C,544,355,3.3166247903554,16.600951733514616,37.147587511825925
surface_1_air_C,545,355,10.099504938362077,16.64174031271244,37.147587511825925
surface_1_air_C,546,355,33.19638534539566,16.682528891910266,37.147587511825925
surface_1_air_C,560,355,27.910571473905726,17.25356900067981,37.147587511825925
surface_1_air_C,561,355,18.466185312619388,17.294357579877634,37.147587511825925
surface_1_air_C,562,355,17.549928774784245,17.33514615907546,37.147587511825925
surface_1_air_C,563,355,37.322915213043046,17.375934738273283,37.147587511825925
surface_1_air_C,573,355,55.60575509783138,17.78382053025153,37.147587511825925
surface_1_air_C,574,355,34.713109915419565,17.824609109449355,37.147587511825925
surface_1_air_C,575,355,23.430749027719962,17.865397688647178,37.147587511825925
surface_1_air_C,576,355,20.199009876724155,17.906186267845005,37.147587511825925
surface_1_air_C,577,355,26.248809496813376,17.946974847042828,37.147587511825925
surface_1_air_C,578,355,44.654227123532216,17.98776342624065,37.147587511825925
surface_1_air_C,468,356,34.336569426778794,13.501019714479945,37.12393566698202
surface_1_air_C,469,356,23.790754506740637,13.54180829367777,37.12393566698202
surface_1_air_C,470,356,21.908902300206645,13.582596872875595,37.12393566698202
surface_1_air_C,471,356,15.329709716755891,13.62338545207342,37.12393566698202
surface_1_air_C,472,356,15.132745950421556,13.664174031271244,37.12393566698202
surface_1_air_C,473,356,28.442925306655784,13.70496261046907,37.12393566698202
surface_1_air_C,474,356,56.64803615307419,13.745751189666894,37.12393566698202
surface_1_air_C,534,356,38.28837943815329,16.19306594153637,37.12393566698202
surface_1_air_C,535,356,26.115129714401192,16.233854520734194,37.12393566698202
surface_1_air_C,536,356,21.93171219946131,16.274643099932018,37.12393566698202
surface_1_air_C,537,356,24.677925358506133,16.315431679129844,37.12393566698202
surface_1_air_C,538,356,24.677925358506133,16.356220258327667,37.12393566698202
surface_1_air_C,539,356,19.078784028338912,16.397008837525494,37.12393566698202
surface_1_air_C,540,356,11.704699910719626,16.437797416723317,37.12393566698202
surface_1_air_C,541,356,4.242640687119285,16.478585995921144,37.12393566698202
surface_1_air_C,542,356,4.123105625617661,16.519374575118967,37.12393566698202
surface_1_air_C,543,356,3.0,16.56016315431679,37.12393566698202
surface_1_air_C,544,356,2.23606797749979,16.600951733514616,37.12393566698202
surface_1_air_C,545,356,7.280109889280518,16.64174031271244,37.12393566698202
surface_1_air_C,546,356,22.15851980616034,16.682528891910266,37.12393566698202
surface_1_air_C,547,356,51.234753829797995,16.72331747110809,37.12393566698202
surface_1_air_C,559,356,43.46262762420146,17.212780421481984,37.12393566698202
surface_1_air_C,560,356,24.73863375370596,17.25356900067981,37.12393566698202
surface_1_air_C,561,356,19.8997487421324,17.294357579877634,37.12393566698202
surface_1_air_C,562,356,25.357444666211933,17.33514615907546,37.12393566698202
surface_1_air_C,563,356,52.28766584960549,17.375934738273283,37.12393566698202
surface_1_air_C,574,356,57.227615711297986,17.824609109449355,37.12393566698202
surface_1_air_C,575,356,34.19064199455752,17.865397688647178,37.12393566698202
surface_1_air_C,576,356,16.1245154965971,17.906186267845005,37.12393566698202
surface_1_air_C,577,356,16.0,17.946974847042828,37.12393566698202
surface_1_air_C,578,356,28.91366458960192,17.98776342624065,37.12393566698202
surface_1_air_C,467,357,38.781438859330635,13.460231135282122,37.100283822138124
surface_1_air_C,468,357,16.30950643030009,13.501019714479945,37.100283822138124
surface_1_air_C,469,357,10.198039027185569,13.54180829367777,37.100283822138124
surface_1_air_C,470,357,6.082762530298219,13.582596872875595,37.100283822138124
surface_1_air_C,471,357,4.58257569495584,13.62338545207342,37.100283822138124
surface_1_air_C,472,357,10.816653826391969,13.664174031271244,37.100283822138124
surface_1_air_C,473,357,9.16515138991168,13.70496261046907,37.100283822138124
surface_1_air_C,474,357,31.12876483254676,13.745751189666894,37.100283822138124
surface_1_air_C,533,357,35.298725189445584,16.152277362338545,37.100283822138124
surface_1_air_C,534,357,15.811388300841896,16.19306594153637,37.100283822138124
surface_1_air_C,535,357,11.445523142259598,16.233854520734194,37.100283822138124
surface_1_air_C,536,357,12.649110640673518,16.274643099932018,37.100283822138124
surface_1_air_C,537,357,20.46948949045872,16.315431679129844,37.100283822138124
surface_1_air_C,538,357,29.58039891549808,16.356220258327667,37.100283822138124
surface_1_air_C,539,357,28.0,16.397008837525494,37.100283822138124
surface_1_air_C,540,357,22.22611077089287,16.437797416723317,37.100283822138124
surface_1_air_C,541,357,14.866068747318506,16.478585995921144,37.100283822138124
surface_1_air_C,542,357,6.557438524302,16.519374575118967,37.100283822138124
surface_1_air_C,543,357,4.242640687119285,16.56016315431679,37.100283822138124
surface_1_air_C,544,357,3.7416573867739413,16.600951733514616,37.100283822138124
surface_1_air_C,545,357,5.385164807134504,16.64174031271244,37.100283822138124
surface_1_air_C,546,357,12.206555615733702,16.682528891910266,37.100283822138124
surface_1_air_C,547,357,31.12876483254676,16.72331747110809,37.100283822138124
surface_1_air_C,548,357,55.362442142665635,16.764106050305916,37.100283822138124
surface_1_air_C,558,357,44.14748010928823,17.17199184228416,37.100283822138124
surface_1_air_C,559,357,22.02271554554524,17.212780421481984,37.100283822138124
surface_1_air_C,560,357,8.18535277187245,17.25356900067981,37.100283822138124
surface_1_air_C,561,357,13.114877048604,17.294357579877634,37.100283822138124
surface_1_air_C,562,357,28.178005607210743,17.33514615907546,37.100283822138124
surface_1_air_C,575,357,45.36518488885502,17.865397688647178,37.100283822138124
surface_1_air_C,576,357,16.30950643030009,17.906186267845005,37.100283822138124
surface_1_air_C,577,357,11.045361017187261,17.946974847042828,37.100283822138124
surface_1_air_C,578,357,18.2208671582886,17.98776342624065,37.100283822138124
surface_1_air_C,579,357,48.093658625644196,18.028552005438478,37.100283822138124
surface_1_air_C,466,358,48.877397639399746,13.419442556084297,37.07663197729423
surface_1_air_C,467,358,29.631064780058107,13.460231135282122,37.07663197729423
surface_1_air_C,468,358,12.165525060596439,13.501019714479945,37.07663197729423
surface_1_air_C,469,358,8.306623862918075,13.54180829367777,37.07663197729423
surface_1_air_C,470,358,14.071247279470288,13.582596872875595,37.07663197729423
surface_1_air_C,471,358,7.3484692283495345,13.62338545207342,37.07663197729423
surface_1_air_C,472,358,3.0,13.664174031271244,37.07663197729423
surface_1_air_C,473,358,5.477225575051661,13.70496261046907,37.07663197729423
surface_1_air_C,474,358,23.748684174075834,13.745751189666894,37.07663197729423
surface_1_air_C,475,358,50.6458290484024,13.786539768864717,37.07663197729423
surface_1_air_C,532,358,52.43090691567332,16.11148878314072,37.07663197729423
surface_1_air_C,533,358,21.908902300206645,16.152277362338545,37.07663197729423
surface_1_air_C,534,358,11.874342087037917,16.19306594153637,37.07663197729423
surface_1_air_C,535,358,14.317821063276353,16.233854520734194,37.07663197729423
surface_1_air_C,536,358,21.400934559032695,16.274643099932018,37.07663197729423
surface_1_air_C,537,358,40.98780306383839,16.315431679129844,37.07663197729423
surface_1_air_C,540,358,56.098128311023,16.437797416723317,37.07663197729423
surface_1_air_C,541,358,45.71651780264984,16.478585995921144,37.07663197729423
surface_1_air_C,542,358,29.29163703175362,16.519374575118967,37.07663197729423
surface_1_air_C,543,358,12.36931687685298,16.56016315431679,37.07663197729423
surface_1_air_C,544,358,3.7416573867739413,16.600951733514616,37.07663197729423
surface_1_air_C,545,358,3.3166247903554,16.64174031271244,37.07663197729423
surface_1_air_C,546,358,8.12403840463596,16.682528891910266,37.07663197729423
surface_1_air_C,547,358,19.1049731745428,16.72331747110809,37.07663197729423
surface_1_air_C,548,358,34.07345007480164,16.764106050305916,37.07663197729423
surface_1_air_C,549,358,50.48762224545735,16.80489462950374,37.07663197729423
surface_1_air_C,557,358,48.36320915737499,17.131203263086334,37.07663197729423
surface_1_air_C,558,358,25.729360660537214,17.17199184228416,37.07663197729423
surface_1_air_C,559,358,10.295630140987,17.212780421481984,37.07663197729423
surface_1_air_C,560,358,3.7416573867739413,17.25356900067981,37.07663197729423
surface_1_air_C,561,358,11.445523142259598,17.294357579877634,37.07663197729423
surface_1_air_C,562,358,37.16180835212409,17.33514615907546,37.07663197729423
surface_1_air_C,576,358,33.27160951922825,17.906186267845005,37.07663197729423
surface_1_air_C,577,358,14.798648586948742,17.946974847042828,37.07663197729423
surface_1_air_C,578,358,13.490737563232042,17.98776342624065,37.07663197729423
surface_1_air_C,579,358,39.370039370059054,18.028552005438478,37.07663197729423
surface_1_air_C,466,359,32.64965543462902,13.419442556084297,37.05298013245033
surface_1_air_C,467,359,19.209372712298546,13.460231135282122,37.05298013245033
surface_1_air_C,468,359,10.295630140987,13.501019714479945,37.05298013245033
surface_1_air_C,469,359,14.45683229480096,13.54180829367777,37.05298013245033
surface_1_air_C,470,359,23.93741840717165,13.582596872875595,37.05298013245033
surface_1_air_C,471,359,19.672315572906,13.62338545207342,37.05298013245033
surface_1_air_C,472,359,11.489125293076057,13.664174031271244,37.05298013245033
surface_1_air_C,473,359,11.0,13.70496261046907,37.05298013245033
surface_1_air_C,474,359,19.6468827043885,13.745751189666894,37.05298013245033
surface_1_air_C,475,359,35.9722114972099,13.786539768864717,37.05298013245033
surface_1_air_C,532,359,33.66006535941367,16.11148878314072,37.05298013245033
surface_1_air_C,533,359,12.529964086141668,16.152277362338545,37.05298013245033
surface_1_air_C,534,359,10.862780491200215,16.19306594153637,37.05298013245033
surface_1_air_C,535,359,17.204650534085253,16.233854520734194,37.05298013245033
surface_1_air_C,536,359,41.892720131306824,16.274643099932018,37.05298013245033
surface_1_air_C,543,359,42.30839160261236,16.56016315431679,37.05298013245033
surface_1_air_C,544,359,9.797958971132712,16.600951733514616,37.05298013245033
surface_1_air_C,545,359,5.916079783099616,16.64174031271244,37.05298013245033
surface_1_air_C,546,359,6.082762530298219,16.682528891910266,37.05298013245033
surface_1_air_C,547,359,11.045361017187261,16.72331747110809,37.05298013245033
surface_1_air_C,548,359,16.401219466856727,16.764106050305916,37.05298013245033
surface_1_air_C,549,359,25.45584412271571,16.80489462950374,37.05298013245033
surface_1_air_C,550,359,40.2119385257662,16.845683208701562,37.05298013245033
surface_1_air_C,551,359,57.56735185849702,16.88647178789939,37.05298013245033
surface_1_air_C,555,359,57.8013840664737,17.049626104690688,37.05298013245033
surface_1_air_C,556,359,40.620192023179804,17.09041468388851,37.05298013245033
surface_1_air_C,557,359,26.645825188948457,17.131203263086334,37.05298013245033
surface_1_air_C,558,359,14.491376746189438,17.17199184228416,37.05298013245033
surface_1_air_C,559,359,3.3166247903554,17.212780421481984,37.05298013245033
surface_1_air_C,560,359,4.47213595499958,17.25356900067981,37.05298013245033
surface_1_air_C,561,359,24.596747752497688,17.294357579877634,37.05298013245033
surface_1_air_C,576,359,45.727453460694704,17.906186267845005,37.05298013245033
surface_1_air_C,577,359,22.045407685048602,17.946974847042828,37.05298013245033
surface_1_air_C,578,359,7.14142842854285,17.98776342624065,37.05298013245033
surface_1_air_C,579,359,25.709920264364882,18.028552005438478,37.05298013245033
surface_1_air_C,465,360,55.263007518592396,13.378653976886472,37.02932828760643
surface_1_air_C,466,360,29.899832775452108,13.419442556084297,37.02932828760643
surface_1_air_C,467,360,20.591260281974,13.460231135282122,37.02932828760643
surface_1_air_C,468,360,25.238858928247925,13.501019714479945,37.02932828760643
surface_1_air_C,469,360,31.20897306865447,13.54180829367777,37.02932828760643
surface_1_air_C,470,360,39.8622628559895,13.582596872875595,37.02932828760643
surface_1_air_C,471,360,45.05552130427524,13.62338545207342,37.02932828760643
surface_1_air_C,472,360,31.20897306865447,13.664174031271244,37.02932828760643
surface_1_air_C,473,360,25.573423705088842,13.70496261046907,37.02932828760643
surface_1_air_C,474,360,22.045407685048602,13.745751189666894,37.02932828760643
surface_1_air_C,475,360,27.51363298439521,13.786539768864717,37.02932828760643
surface_1_air_C,476,360,41.88078318274385,13.827328348062542,37.02932828760643
surface_1_air_C,477,360,57.3149195236284,13.868116927260367,37.02932828760643
surface_1_air_C,531,360,53.44155686354955,16.070700203942895,37.02932828760643
surface_1_air_C,532,360,21.400934559032695,16.11148878314072,37.02932828760643
surface_1_air_C,533,360,14.966629547095765,16.152277362338545,37.02932828760643
surface_1_air_C,534,360,10.816653826391969,16.19306594153637,37.02932828760643
surface_1_air_C,535,360,27.49545416973504,16.233854520734194,37.02932828760643
surface_1_air_C,536,360,55.68662316930342,16.274643099932018,37.02932828760643
surface_1_air_C,544,360,29.631064780058107,16.600951733514616,37.02932828760643
surface_1_air_C,545,360,16.492422502470642,16.64174031271244,37.02932828760643
surface_1_air_C,546,360,7.14142842854285,16.682528891910266,37.02932828760643
surface_1_air_C,547,360,6.782329983125268,16.72331747110809,37.02932828760643
surface_1_air_C,548,360,8.602325267042627,16.764106050305916,37.02932828760643
surface_1_air_C,549,360,9.433981132056603,16.80489462950374,37.02932828760643
surface_1_air_C,550,360,14.035668847618199,16.845683208701562,37.02932828760643
surface_1_air_C,551,360,23.57965224510319,16.88647178789939,37.02932828760643
surface_1_air_C,552,360,34.336569426778794,16.92726036709721,37.02932828760643
surface_1_air_C,553,360,38.40572873934304,16.96804894629504,37.02932828760643
surface_1_air_C,554,360,38.01315561749642,17.00883752549286,37.02932828760643
surface_1_air_C,555,360,30.692018506445613,17.049626104690688,37.02932828760643
surface_1_air_C,556,360,18.49324200890693,17.09041468388851,37.02932828760643
surface_1_air_C,557,360,6.708203932499369,17.131203263086334,37.02932828760643
surface_1_air_C,558,360,4.242640687119285,17.17199184228416,37.02932828760643
surface_1_air_C,559,360,4.58257569495584,17.212780421481984,37.02932828760643
surface_1_air_C,560,360,11.489125293076057,17.25356900067981,37.02932828760643
surface_1_air_C,561,360,40.45985664828782,17.294357579877634,37.02932828760643
surface_1_air_C,576,360,50.91168824543142,17.906186267845005,37.02932828760643
surface_1_air_C,577,360,18.708286933869708,17.946974847042828,37.02932828760643
surface_1_air_C,578,360,7.14142842854285,17.98776342624065,37.02932828760643
surface_1_air_C,579,360,14.035668847618199,18.028552005438478,37.02932828760643
surface_1_air_C,580,360,47.61302342846965,18.0693405846363,37.02932828760643
surface_1_air_C,464,361,55.68662316930342,13.337865397688647,37.005676442762535
surface_1_air_C,465,361,39.72404813208241,13.378653976886472,37.005676442762535
surface_1_air_C,466,361,26.981475126464083,13.419442556084297,37.005676442762535
surface_1_air_C,467,361,31.921779399024736,13.460231135282122,37.005676442762535
surface_1_air_C,468,361,46.66904755831214,13.501019714479945,37.005676442762535
surface_1_air_C,473,361,55.59676249567055,13.70496261046907,37.005676442762535
surface_1_air_C,474,361,47.12748667179272,13.745751189666894,37.005676442762535
surface_1_air_C,475,361,46.151923036857305,13.786539768864717,37.005676442762535
surface_1_air_C,476,361,45.110974274559844,13.827328348062542,37.005676442762535
surface_1_air_C,477,361,45.0,13.868116927260367,37.005676442762535
surface_1_air_C,478,361,44.955533585978046,13.908905506458192,37.005676442762535
surface_1_air_C,479,361,43.977266854592045,13.949694085656017,37.005676442762535
surface_1_air_C,531,361,44.204072210600685,16.070700203942895,37.005676442762535
surface_1_air_C,532,361,18.466185312619388,16.11148878314072,37.005676442762535
surface_1_air_C,533,361,14.966629547095765,16.152277362338545,37.005676442762535
surface_1_air_C,534,361,14.89966442575134,16.19306594153637,37.005676442762535
surface_1_air_C,535,361,36.72873534441391,16.233854520734194,37.005676442762535
surface_1_air_C,544,361,57.52390807307862,16.600951733514616,37.005676442762535
surface_1_air_C,545,361,42.21374183841087,16.64174031271244,37.005676442762535
surface_1_air_C,546,361,23.68543856465402,16.682528891910266,37.005676442762535
surface_1_air_C,547,361,13.379088160259652,16.72331747110809,37.005676442762535
surface_1_air_C,548,361,9.486832980505138,16.764106050305916,37.005676442762535
surface_1_air_C,549,361,13.601470508735444,16.80489462950374,37.005676442762535
surface_1_air_C,550,361,10.488088481701515,16.845683208701562,37.005676442762535
surface_1_air_C,551,361,10.246950765959598,16.88647178789939,37.005676442762535
surface_1_air_C,552,361,20.223748416156685,16.92726036709721,37.005676442762535
surface_1_air_C,553,361,25.865034312755125,16.96804894629504,37.005676442762535
surface_1_air_C,554,361,29.068883707497267,17.00883752549286,37.005676442762535
surface_1_air_C,555,361,25.729360660537214,17.049626104690688,37.005676442762535
surface_1_air_C,556,361,20.149441679609886,17.09041468388851,37.005676442762535
surface_1_air_C,557,361,16.881943016134134,17.131203263086334,37.005676442762535
surface_1_air_C,558,361,18.49324200890693,17.17199184228416,37.005676442762535
surface_1_air_C,559,361,21.748563170931547,17.212780421481984,37.005676442762535
surface_1_air_C,560,361,32.28002478313795,17.25356900067981,37.005676442762535
surface_1_air_C,576,361,50.91168824543142,17.906186267845005,37.005676442762535
surface_1_air_C,577,361,17.11724276862369,17.946974847042828,37.005676442762535
surface_1_air_C,578,361,9.1104335791443,17.98776342624065,37.005676442762535
surface_1_air_C,579,361,10.246950765959598,18.028552005438478,37.005676442762535
surface_1_air_C,580,361,42.941821107167776,18.0693405846363,37.005676442762535
surface_1_air_C,394,362,44.37341546466758,10.482664853840925,36.98202459791864
surface_1_air_C,395,362,34.42382895611701,10.52345343303875,36.98202459791864
surface_1_air_C,396,362,37.86819245752297,10.564242012236575,36.98202459791864
surface_1_air_C,397,362,51.51698748956503,10.605030591434398,36.98202459791864
surface_1_air_C,464,362,30.610455730027933,13.337865397688647,36.98202459791864
surface_1_air_C,465,362,23.748684174075834,13.378653976886472,36.98202459791864
surface_1_air_C,466,362,26.981475126464083,13.419442556084297,36.98202459791864
surface_1_air_C,467,362,48.093658625644196,13.460231135282122,36.98202459791864
surface_1_air_C,476,362,52.820450584977024,13.827328348062542,36.98202459791864
surface_1_air_C,477,362,35.94440151122286,13.868116927260367,36.98202459791864
surface_1_air_C,478,362,24.186773244895647,13.908905506458192,36.98202459791864
surface_1_air_C,479,362,22.93468988235943,13.949694085656017,36.98202459791864
surface_1_air_C,480,362,27.53179979587241,13.990482664853841,36.98202459791864
surface_1_air_C,481,362,43.174066289845804,14.031271244051666,36.98202459791864
surface_1_air_C,531,362,31.192947920964443,16.070700203942895,36.98202459791864
surface_1_air_C,532,362,16.401219466856727,16.11148878314072,36.98202459791864
surface_1_air_C,533,362,17.916472867168917,16.152277362338545,36.98202459791864
surface_1_air_C,534,362,20.322401432901575,16.19306594153637,36.98202459791864
surface_1_air_C,535,362,48.877397639399746,16.233854520734194,36.98202459791864
surface_1_air_C,546,362,55.263007518592396,16.682528891910266,36.98202459791864
surface_1_air_C,547,362,34.828149534535996,16.72331747110809,36.98202459791864
surface_1_air_C,548,362,17.11724276862369,16.764106050305916,36.98202459791864
surface_1_air_C,549,362,13.45362404707371,16.80489462950374,36.98202459791864
surface_1_air_C,550,362,12.206555615733702,16.845683208701562,36.98202459791864
surface_1_air_C,551,362,12.529964086141668,16.88647178789939,36.98202459791864
surface_1_air_C,552,362,22.93468988235943,16.92726036709721,36.98202459791864
surface_1_air_C,553,362,28.053520278211074,16.96804894629504,36.98202459791864
surface_1_air_C,554,362,34.336569426778794,17.00883752549286,36.98202459791864
surface_1_air_C,555,362,35.94440151122286,17.049626104690688,36.98202459791864
surface_1_air_C,556,362,35.94440151122286,17.09041468388851,36.98202459791864
surface_1_air_C,557,362,39.6232255123179,17.131203263086334,36.98202459791864
surface_1_air_C,558,362,46.151923036857305,17.17199184228416,36.98202459791864
surface_1_air_C,559,362,53.075418038862395,17.212780421481984,36.98202459791864
surface_1_air_C,576,362,52.640288753007425,17.906186267845005,36.98202459791864
surface_1_air_C,577,362,17.11724276862369,17.946974847042828,36.98202459791864
