time_s,blue_signal,orange_signal
0.0,309.78223740392826,296.51152860802733
0.77269800386349,309.78223740392826,296.51152860802733
1.54539600772698,309.7736976942784,296.51152860802733
2.3180940115904702,309.78223740392826,296.51152860802733
3.09079201545396,309.78223740392826,296.51152860802733
3.86349001931745,309.79077711357814,296.51152860802733
4.6361880231809405,309.78223740392826,296.5200683176772
5.4088860270444306,309.78223740392826,296.5200683176772
6.18158403090792,309.7736976942784,296.51152860802733
6.95428203477141,309.7736976942784,296.51152860802733
7.7269800386349,309.7736976942784,296.51152860802733
8.49967804249839,309.7736976942784,296.51152860802733
9.272376046361881,309.7736976942784,296.51152860802733
10.04507405022537,309.7736976942784,296.51152860802733
10.817772054088861,309.7736976942784,296.51152860802733
11.59047005795235,309.7736976942784,296.51152860802733
12.36316806181584,309.7736976942784,296.51152860802733
13.13586606567933,309.7736976942784,296.51152860802733
13.90856406954282,309.7736976942784,296.51152860802733
14.68126207340631,309.7736976942784,296.51152860802733
15.4539600772698,309.78223740392826,296.51152860802733
16.22665808113329,309.78223740392826,296.51152860802733
16.99935608499678,309.78223740392826,296.51152860802733
17.77205408886027,309.78223740392826,296.51152860802733
18.544752092723762,309.78223740392826,296.51152860802733
19.31745009658725,309.78223740392826,296.51152860802733
20.09014810045074,309.78223740392826,296.51152860802733
20.86284610431423,309.78223740392826,296.51152860802733
21.635544108177722,309.78223740392826,296.51152860802733
22.40824211204121,309.78223740392826,296.51152860802733
23.1809401159047,309.78223740392826,296.51152860802733
23.95363811976819,309.78223740392826,296.51152860802733
24.72633612363168,309.78223740392826,296.51152860802733
25.49903412749517,309.78223740392826,296.51152860802733
26.27173213135866,309.78223740392826,296.51152860802733
27.04443013522215,309.78223740392826,296.51152860802733
27.81712813908564,309.78223740392826,296.51152860802733
28.589826142949132,309.78223740392826,296.51152860802733
29.36252414681262,309.78223740392826,296.51152860802733
30.13522215067611,309.78223740392826,296.51152860802733
30.9079201545396,309.78223740392826,296.51152860802733
31.680618158403092,309.78223740392826,296.51152860802733
32.45331616226658,309.78223740392826,296.51152860802733
33.22601416613007,309.78223740392826,296.51152860802733
33.99871216999356,309.78223740392826,296.51152860802733
34.77141017385705,309.78223740392826,296.51152860802733
35.54410817772054,309.78223740392826,296.51152860802733
36.31680618158403,309.78223740392826,296.51152860802733
37.089504185447524,309.78223740392826,296.51152860802733
37.86220218931101,309.78223740392826,296.51152860802733
38.6349001931745,309.78223740392826,296.51152860802733
39.40759819703799,309.78223740392826,296.51152860802733
40.18029620090148,309.78223740392826,296.51152860802733
40.95299420476497,309.78223740392826,296.51152860802733
41.72569220862846,309.7736976942784,296.51152860802733
42.49839021249195,309.7736976942784,296.51152860802733
43.271088216355444,309.7736976942784,296.51152860802733
44.043786220218934,309.7736976942784,296.51152860802733
44.81648422408242,309.7736976942784,296.51152860802733
45.58918222794591,309.7736976942784,296.51152860802733
46.3618802318094,309.7736976942784,296.51152860802733
47.13457823567289,309.78223740392826,296.51152860802733
47.90727623953638,309.7736976942784,296.51152860802733
48.67997424339987,309.7736976942784,296.51152860802733
49.45267224726336,309.7736976942784,296.51152860802733
50.225370251126854,309.7736976942784,296.51152860802733
50.99806825499034,309.7736976942784,296.51152860802733
51.77076625885383,309.78223740392826,296.51152860802733
52.54346426271732,309.78223740392826,296.51152860802733
53.31616226658081,309.78223740392826,296.51152860802733
54.0888602704443,309.78223740392826,296.51152860802733
54.86155827430779,309.78223740392826,296.51152860802733
55.63425627817128,309.78223740392826,296.51152860802733
56.406954282034775,309.78223740392826,296.51152860802733
57.179652285898264,309.78223740392826,296.51152860802733
57.95235028976175,309.78223740392826,296.51152860802733
58.72504829362524,309.78223740392826,296.51152860802733
59.49774629748873,309.78223740392826,296.51152860802733
60.27044430135222,309.78223740392826,296.51152860802733
61.04314230521571,309.78223740392826,296.51152860802733
61.8158403090792,309.78223740392826,296.51152860802733
62.58853831294269,309.78223740392826,296.51152860802733
63.361236316806185,309.78223740392826,296.51152860802733
64.13393432066967,309.78223740392826,296.51152860802733
64.90663232453316,309.78223740392826,296.51152860802733
65.67933032839665,309.78223740392826,296.51152860802733
66.45202833226014,309.78223740392826,296.51152860802733
67.22472633612364,309.78223740392826,296.51152860802733
67.99742433998712,309.78223740392826,296.51152860802733
68.77012234385062,309.78223740392826,296.51152860802733
69.5428203477141,309.78223740392826,296.51152860802733
70.3155183515776,309.78223740392826,296.51152860802733
71.08821635544108,309.78223740392826,296.51152860802733
71.86091435930457,309.78223740392826,296.51152860802733
72.63361236316806,309.78223740392826,296.51152860802733
73.40631036703155,309.78223740392826,296.51152860802733
74.17900837089505,309.78223740392826,296.51152860802733
74.95170637475853,309.78223740392826,296.51152860802733
75.72440437862203,309.78223740392826,296.51152860802733
