curve,time_s,data_value
surface_1_air_C,0.0,35.562913907284766
surface_1_air_C,0.04078857919782461,35.562913907284766
surface_1_air_C,0.08157715839564922,35.53926206244087
surface_1_air_C,0.12236573759347383,35.51561021759697
surface_1_air_C,0.16315431679129844,35.491958372753075
surface_1_air_C,0.20394289598912305,35.46830652790918
surface_1_air_C,0.24473147518694766,35.46830652790918
surface_1_air_C,0.28552005438477224,35.42100283822138
surface_1_air_C,0.3263086335825969,35.44465468306528
surface_1_air_C,0.36709721278042146,35.44465468306528
surface_1_air_C,0.4078857919782461,35.44465468306528
surface_1_air_C,0.4486743711760707,35.44465468306528
surface_1_air_C,0.4894629503738953,35.46830652790918
surface_1_air_C,0.53025152957172,35.491958372753075
surface_1_air_C,0.5710401087695445,35.491958372753075
surface_1_air_C,0.6118286879673691,35.53926206244087
surface_1_air_C,0.6526172671651937,35.53926206244087
surface_1_air_C,0.6934058463630184,35.53926206244087
surface_1_air_C,0.7341944255608429,35.562913907284766
surface_1_air_C,0.7749830047586675,35.586565752128664
surface_1_air_C,0.8157715839564922,35.586565752128664
surface_1_air_C,0.8565601631543168,35.586565752128664
surface_1_air_C,0.8973487423521413,35.586565752128664
surface_1_air_C,0.938137321549966,35.586565752128664
surface_1_air_C,0.9789259007477906,35.586565752128664
surface_1_air_C,1.0197144799456153,35.586565752128664
surface_1_air_C,1.06050305914344,35.586565752128664
surface_1_air_C,1.1012916383412645,35.586565752128664
surface_1_air_C,1.142080217539089,35.61021759697256
surface_1_air_C,1.1828687967369136,35.61021759697256
surface_1_air_C,1.2236573759347382,35.63386944181646
surface_1_air_C,1.2644459551325629,35.63386944181646
surface_1_air_C,1.3052345343303875,35.63386944181646
surface_1_air_C,1.3460231135282121,35.63386944181646
surface_1_air_C,1.3868116927260368,35.65752128666036
surface_1_air_C,1.4276002719238614,35.68117313150426
surface_1_air_C,1.4683888511216858,35.75212866603595
surface_1_air_C,1.5091774303195105,35.82308420056764
surface_1_air_C,1.549966009517335,35.799432355723745
surface_1_air_C,1.5907545887151597,35.89403973509934
surface_1_air_C,1.6315431679129844,35.96499526963103
surface_1_air_C,1.672331747110809,36.01229895931883
surface_1_air_C,1.7131203263086336,36.01229895931883
surface_1_air_C,1.7539089055064583,36.01229895931883
surface_1_air_C,1.7946974847042827,36.01229895931883
surface_1_air_C,1.8354860639021073,36.035950804162724
surface_1_air_C,1.876274643099932,36.01229895931883
surface_1_air_C,1.9170632222977566,36.035950804162724
surface_1_air_C,1.9578518014955812,36.035950804162724
surface_1_air_C,1.9986403806934059,36.05960264900662
surface_1_air_C,2.0394289598912305,36.13055818353831
surface_1_air_C,2.080217539089055,36.15421002838221
surface_1_air_C,2.12100611828688,36.177861873226114
surface_1_air_C,2.161794697484704,36.20151371807001
surface_1_air_C,2.202583276682529,36.20151371807001
surface_1_air_C,2.2433718558803535,36.248817407757805
surface_1_air_C,2.284160435078178,36.2724692526017
surface_1_air_C,2.3249490142760028,36.2724692526017
surface_1_air_C,2.365737593473827,36.2724692526017
surface_1_air_C,2.406526172671652,36.2724692526017
surface_1_air_C,2.4473147518694764,36.2724692526017
surface_1_air_C,2.4881033310673013,36.248817407757805
surface_1_air_C,2.5288919102651257,36.248817407757805
surface_1_air_C,2.5696804894629506,36.22516556291391
surface_1_air_C,2.610469068660775,36.22516556291391
surface_1_air_C,2.6512576478585994,36.13055818353831
surface_1_air_C,2.6920462270564243,36.08325449385052
surface_1_air_C,2.7328348062542487,36.05960264900662
surface_1_air_C,2.7736233854520735,36.035950804162724
surface_1_air_C,2.814411964649898,36.01229895931883
surface_1_air_C,2.855200543847723,35.98864711447493
surface_1_air_C,2.8959891230455472,36.01229895931883
surface_1_air_C,2.9367777022433716,35.98864711447493
surface_1_air_C,2.9775662814411965,36.01229895931883
surface_1_air_C,3.018354860639021,36.035950804162724
surface_1_air_C,3.059143439836846,36.08325449385052
surface_1_air_C,3.09993201903467,36.08325449385052
surface_1_air_C,3.140720598232495,36.13055818353831
surface_1_air_C,3.1815091774303195,36.177861873226114
surface_1_air_C,3.2222977566281443,36.22516556291391
surface_1_air_C,3.2630863358259687,36.248817407757805
surface_1_air_C,3.303874915023793,36.2724692526017
surface_1_air_C,3.344663494221618,36.248817407757805
surface_1_air_C,3.3854520734194424,36.248817407757805
surface_1_air_C,3.4262406526172673,36.2724692526017
surface_1_air_C,3.4670292318150917,36.248817407757805
surface_1_air_C,3.5078178110129166,36.22516556291391
surface_1_air_C,3.548606390210741,36.20151371807001
surface_1_air_C,3.5893949694085654,36.20151371807001
surface_1_air_C,3.6301835486063903,36.177861873226114
surface_1_air_C,3.6709721278042147,36.177861873226114
surface_1_air_C,3.7117607070020395,36.20151371807001
surface_1_air_C,3.752549286199864,36.248817407757805
surface_1_air_C,3.793337865397689,36.2724692526017
surface_1_air_C,3.834126444595513,36.2724692526017
surface_1_air_C,3.874915023793338,36.2961210974456
surface_1_air_C,3.9157036029911625,36.3197729422895
surface_1_air_C,3.956492182188987,36.3197729422895
surface_1_air_C,3.9972807613868118,36.343424787133394
surface_1_air_C,4.038069340584636,36.3670766319773
surface_1_air_C,4.078857919782461,36.390728476821195
surface_1_air_C,4.119646498980286,36.43803216650899
surface_1_air_C,4.16043507817811,36.50898770104068
surface_1_air_C,4.201223657375935,36.485335856196784
surface_1_air_C,4.24201223657376,36.53263954588458
surface_1_air_C,4.282800815771584,36.53263954588458
surface_1_air_C,4.323589394969408,36.53263954588458
surface_1_air_C,4.364377974167233,36.53263954588458
surface_1_air_C,4.405166553365058,36.53263954588458
surface_1_air_C,4.445955132562882,36.53263954588458
surface_1_air_C,4.486743711760707,36.50898770104068
surface_1_air_C,4.527532290958532,36.485335856196784
surface_1_air_C,4.568320870156356,36.46168401135289
surface_1_air_C,4.609109449354181,36.46168401135289
surface_1_air_C,4.6498980285520055,36.46168401135289
surface_1_air_C,4.69068660774983,36.46168401135289
surface_1_air_C,4.731475186947654,36.46168401135289
surface_1_air_C,4.772263766145479,36.46168401135289
surface_1_air_C,4.813052345343304,36.485335856196784
surface_1_air_C,4.853840924541129,36.485335856196784
surface_1_air_C,4.894629503738953,36.485335856196784
surface_1_air_C,4.935418082936778,36.50898770104068
surface_1_air_C,4.976206662134603,36.53263954588458
surface_1_air_C,5.016995241332427,36.57994323557237
surface_1_air_C,5.057783820530251,36.60359508041627
surface_1_air_C,5.098572399728076,36.62724692526017
surface_1_air_C,5.139360978925901,36.698202459791865
surface_1_air_C,5.180149558123725,36.698202459791865
surface_1_air_C,5.22093813732155,36.698202459791865
surface_1_air_C,5.261726716519375,36.698202459791865
surface_1_air_C,5.302515295717199,36.67455061494797
surface_1_air_C,5.343303874915024,36.67455061494797
surface_1_air_C,5.3840924541128485,36.650898770104064
surface_1_air_C,5.424881033310673,36.62724692526017
surface_1_air_C,5.465669612508497,36.62724692526017
surface_1_air_C,5.506458191706322,36.57994323557237
surface_1_air_C,5.547246770904147,36.57994323557237
surface_1_air_C,5.588035350101971,36.556291390728475
surface_1_air_C,5.628823929299796,36.556291390728475
surface_1_air_C,5.669612508497621,36.53263954588458
surface_1_air_C,5.710401087695446,36.53263954588458
surface_1_air_C,5.75118966689327,36.53263954588458
surface_1_air_C,5.7919782460910945,36.53263954588458
surface_1_air_C,5.832766825288919,36.50898770104068
surface_1_air_C,5.873555404486743,36.485335856196784
surface_1_air_C,5.914343983684568,36.485335856196784
surface_1_air_C,5.955132562882393,36.46168401135289
surface_1_air_C,5.995921142080218,36.41438032166509
surface_1_air_C,6.036709721278042,36.343424787133394
surface_1_air_C,6.077498300475867,36.3197729422895
surface_1_air_C,6.118286879673692,36.3197729422895
surface_1_air_C,6.159075458871516,36.3197729422895
surface_1_air_C,6.19986403806934,36.3197729422895
surface_1_air_C,6.240652617267165,36.3197729422895
surface_1_air_C,6.28144119646499,36.3197729422895
surface_1_air_C,6.322229775662814,36.3197729422895
surface_1_air_C,6.363018354860639,36.3197729422895
surface_1_air_C,6.403806934058464,36.343424787133394
surface_1_air_C,6.444595513256289,36.3670766319773
surface_1_air_C,6.485384092454113,36.3670766319773
surface_1_air_C,6.5261726716519375,36.3670766319773
surface_1_air_C,6.566961250849762,36.3670766319773
surface_1_air_C,6.607749830047586,36.390728476821195
surface_1_air_C,6.648538409245411,36.41438032166509
surface_1_air_C,6.689326988443236,36.43803216650899
surface_1_air_C,6.730115567641061,36.485335856196784
surface_1_air_C,6.770904146838885,36.53263954588458
surface_1_air_C,6.81169272603671,36.53263954588458
surface_1_air_C,6.852481305234535,36.556291390728475
surface_1_air_C,6.8932698844323586,36.556291390728475
surface_1_air_C,6.934058463630183,36.57994323557237
surface_1_air_C,6.974847042828008,36.57994323557237
surface_1_air_C,7.015635622025833,36.60359508041627
surface_1_air_C,7.056424201223657,36.60359508041627
surface_1_air_C,7.097212780421482,36.62724692526017
surface_1_air_C,7.138001359619307,36.60359508041627
