scenario,sensor_count,sensor_nodes_1_based,node_1_rmse_C,node_2_rmse_C,node_3_rmse_C,node_4_rmse_C,node_5_rmse_C,mean_node_rmse_C,hotspot_rmse_C,maximum_absolute_error_C,q95_absolute_error_C,hotspot_position_accuracy
capacity_plus_12pct,2,"1,4",0.055341148934378206,0.029719242883395423,0.023754329556323225,0.05347637633126921,0.04926360953794295,0.04426459168644871,0.05789525132109556,0.5019299233125025,0.09026951971456754,0.8642797668609492
capacity_plus_12pct,2,"4,5",0.09869882925338348,0.06844564543782022,0.03812180647203948,0.05300934571735692,0.05157471082511347,0.06534443960147844,0.06142113413805898,0.349850401207334,0.14058220797932822,0.8484596169858452
capacity_plus_12pct,2,"2,3",0.07665846211668274,0.05040605087023825,0.05077934276931596,0.05249001334676981,0.06917934046828801,0.06088811719750088,0.06433054189762567,0.6618985979059957,0.10745794011722155,0.8434637801831807
capacity_plus_12pct,2,"1,3",0.05522825228682783,0.03633551747808963,0.05120093762763716,0.04858613684183492,0.06724716239246172,0.05267781172003801,0.068331697170707,0.5893344602319317,0.1049833302983842,0.8351373855120733
capacity_plus_12pct,2,"1,2",0.05470313858655596,0.05027732705059781,0.04653072746141249,0.06570788275259684,0.09835455550722831,0.06584298904137695,0.08243178866317528,0.36526382059030027,0.14682872124809737,0.8151540383014155
capacity_plus_12pct,3,"2,4,5",0.07086241276947539,0.050699960359682626,0.023347898308032983,0.0527566965509555,0.051574788523105965,0.05211587036893821,0.04139910004537987,0.6509885823911503,0.09491964358028897,0.8301415487094088
capacity_plus_12pct,3,"2,3,5",0.0766297658716924,0.050406129993972565,0.050448025506828066,0.029965577039537228,0.0521785054549322,0.053997100801580176,0.04269049577504643,0.6620141670345774,0.09510404430898803,0.8459616985845129
capacity_plus_12pct,3,"3,4,5",0.06930898597161572,0.039578112563693965,0.05066668408566389,0.05228588466743501,0.05157520323712125,0.053537072634131204,0.047596125785052,0.33732426915155145,0.10272975416574043,0.839300582847627
capacity_plus_12pct,3,"2,3,4",0.07662562516382605,0.050406206526557966,0.04991081954354762,0.053054911452337025,0.047292006228542745,0.05648844037144169,0.049019880079588914,0.662592165023618,0.09633120225410893,0.8234804329725229
capacity_plus_12pct,3,"1,4,5",0.05532144893669297,0.030054008387233017,0.02581806226094567,0.05283858075009546,0.05157462552574127,0.044904645829379086,0.0502030492322399,0.38675397335119754,0.09485977916990865,0.813488759367194
capacity_plus_12pct,3,"1,2,5",0.05470295790134574,0.050174081142904836,0.041208928641314285,0.027655524694579377,0.052232080245183936,0.04626239525646714,0.05032565816287234,0.3654721690682905,0.09368372348018288,0.8284762697751873
capacity_plus_12pct,3,"1,3,5",0.05521131067812406,0.038301389647986676,0.0509146497812017,0.02777427123064039,0.052169386382944646,0.046044851734090335,0.05090010185023313,0.6067849672688723,0.09407904189968548,0.8309741881765196
capacity_plus_12pct,3,"1,3,4",0.055205142826049054,0.0405527009701396,0.050450996283068414,0.05305510691703841,0.04729165606535228,0.049575755122346174,0.05625443745249728,0.6680318820091955,0.09535110511543086,0.8084929225645295
capacity_plus_12pct,3,"1,2,4",0.05470273730170827,0.05004579375913282,0.0347121032177022,0.05342625451782876,0.057411311176255975,0.05069975221607793,0.06415949591023472,0.5900472794668374,0.09768512257731321,0.8026644462947544
capacity_plus_12pct,3,"1,2,3",0.054702287344438695,0.04967138476975726,0.05077876431900991,0.05242911597825658,0.06909369188541152,0.055786772754913914,0.07000036551998337,0.5641492711249114,0.10711749987582242,0.7926727726894255
combined_mismatch,1,3,0.42934539337590344,0.2795508174493763,0.060187461857955704,0.30485445319257704,0.4657386419844367,0.3393986968694721,0.17386018324482239,0.9568287584689941,0.7526689074642335,0.14071606994171523
combined_mismatch,1,4,0.7688816177187041,0.639668618153297,0.3850038641313487,0.06231225492706205,0.17258647909115157,0.4862616103274298,0.17837994137003607,1.5167145362716283,1.1884853174594838,0.3130724396336386
combined_mismatch,1,5,1.02575132709088,0.9287666904046101,0.7306094358185378,0.4260279052396552,0.06015116369871313,0.725766000371761,0.19307537508919373,1.9636020126591092,1.6729575321013899,0.5611990008326395
