scenario,time_s,probability_nominal,probability_capacity_plus_12pct,probability_cooling_minus_15pct,probability_conduction_plus_20pct,probability_combined_mismatch,probability_load_input_minus_10pct
capacity_plus_12pct,803.0,0.15211924934905288,0.056906728189818234,0.00013057936658677068,0.7906118134299921,0.00012761454360054976,0.00010401512094929985
capacity_plus_12pct,804.0,0.151349308346563,0.057446371693211803,0.00017252145996814178,0.7907646007407702,0.00016719935457217697,9.999840491452373e-05
capacity_plus_12pct,805.0,0.15110165011255527,0.057079928572191296,0.00013340419191007854,0.7914345722544284,0.00013287846890127082,0.00011756640001364461
capacity_plus_12pct,806.0,0.15127839921485903,0.056552120734484665,0.0001197203567955243,0.7918065112254482,0.00011962072495267325,0.00012362774345985072
capacity_plus_12pct,807.0,0.15119088598754388,0.05716472818110881,9.999965028095737e-05,0.7913009220359885,0.00010009663666948207,0.00014336750840831372
capacity_plus_12pct,808.0,0.1506679889653548,0.05842154910418028,9.999835169348197e-05,0.7905551774167819,9.999835169348197e-05,0.00015528781029598352
capacity_plus_12pct,809.0,0.1501367831832775,0.05780235898702879,0.00010892340088818547,0.7917025712036898,0.00010795177420387639,0.00014141145091179752
capacity_plus_12pct,810.0,0.15079006932113595,0.05496623467790139,0.00013210011019446335,0.7938755325036823,0.00012159879840449922,0.00011446458868160508
capacity_plus_12pct,811.0,0.15129459209485094,0.053725953735628176,0.0001652957007324935,0.7945692368066748,0.00014492236462754324,9.999929748607042e-05
capacity_plus_12pct,812.0,0.15033074357807116,0.05379347758064488,0.00015679295601664294,0.7954764203379047,0.0001407657175574213,0.00010179982980534731
capacity_plus_12pct,813.0,0.14863734964889722,0.055057984538442024,0.00012317066398926976,0.7959407744395314,0.00011917797427404135,0.00012154273486617419
capacity_plus_12pct,814.0,0.14791451352931045,0.05589077653884703,0.00011161279049934102,0.7958411881774821,0.00011229233414893059,0.000129616629712211
capacity_plus_12pct,815.0,0.14792514397674703,0.05470448981366209,0.00012133948587299512,0.7970133389790295,0.00011906871548366875,0.00011661902920483563
capacity_plus_12pct,816.0,0.14787093306207702,0.053192274254243686,0.0001520609925731125,0.7985421341720443,0.00014259813601412132,9.99993830476114e-05
capacity_plus_12pct,817.0,0.1485481150530645,0.0514787370482064,0.00021545798430197685,0.7994698022448287,0.0001878903581772608,9.99973114212018e-05
capacity_plus_12pct,818.0,0.14812619244985875,0.05156104120920334,0.0001926770421041742,0.7998417986404728,0.00017221439517686518,0.0001060762631841712
capacity_plus_12pct,819.0,0.1476427657800741,0.05212389557344284,0.00015168068137805856,0.7998146953112314,0.00014226106858170393,0.0001247015852918332
capacity_plus_12pct,820.0,0.14661137183571868,0.052690039944563866,0.0001393791467690278,0.800292569341684,0.0001359436424739498,0.00013069608879027637
capacity_plus_12pct,821.0,0.14601719175944636,0.05284530256920199,0.00013875718374794585,0.8007329964150822,0.0001377070139681479,0.00012804505855339087
capacity_plus_12pct,822.0,0.14560241436036217,0.05367710407614951,0.00011785359106827553,0.8003375668500478,0.00012226077313989145,0.0001428003492323327
capacity_plus_12pct,823.0,0.14507617240570708,0.05571545713347099,0.00010034229630067606,0.7988344348584899,0.00011125262257865417,0.00016234068345277947
capacity_plus_12pct,824.0,0.14510362409727515,0.054139479969327935,0.00010002169107856708,0.8003945661523115,0.00010860216546811259,0.00015370592453871435
capacity_plus_12pct,825.0,0.1452866148989349,0.05595995914197024,9.99964434886416e-05,0.7983645787410534,9.99964434886416e-05,0.00018885433106426058
capacity_plus_12pct,826.0,0.14606694485023616,0.05299730262867065,0.0001169914001240361,0.8005554062133724,0.00010878857039584444,0.00015456633720096566
capacity_plus_12pct,827.0,0.14477858616381428,0.05319656537704714,0.00011726244699970914,0.8016453190415275,0.00011212962177077047,0.00015013734884058988
capacity_plus_12pct,828.0,0.14566318069267054,0.05293513345071384,0.00010816178861958697,0.8010364111903768,0.00010333565724151906,0.00015377722037763442
capacity_plus_12pct,829.0,0.14599445648396825,0.05293514974419882,0.0001016291743180484,0.800712805438325,9.999980367968723e-05,0.0001559593555102441
capacity_plus_12pct,830.0,0.145088423272985,0.05405003578038828,9.999795439719842e-05,0.8004901275264998,9.999795439719842e-05,0.00017141751133242515
capacity_plus_12pct,831.0,0.1455327002580662,0.05362845391107809,0.0001017830028852131,0.8004735975729305,0.00010109624093357123,0.00016236901410643503
capacity_plus_12pct,832.0,0.14362442322363878,0.05028327045339464,0.00012051880093739882,0.8057276060566697,0.00011458791312293144,0.0001295935522366088
capacity_plus_12pct,833.0,0.14266558955262482,0.051859533180116005,9.99984496215548e-05,0.8051153165176713,9.99984496215548e-05,0.000159563850344857
capacity_plus_12pct,834.0,0.14263948484012598,0.05332535302867815,9.999763901069412e-05,0.8036576134063939,9.999763901069412e-05,0.00017755344678052864
capacity_plus_12pct,835.0,0.1423050909334833,0.052015686375740375,0.0001066676015961043,0.8053084229680773,0.00010499266155836367,0.0001591394595444066
capacity_plus_12pct,836.0,0.14231962029481673,0.051680965253874764,0.00011561084113043944,0.8056270707922931,0.00011325236966208137,0.0001434804482229784
capacity_plus_12pct,837.0,0.14255344466973893,0.050587413732521756,0.00013370933996523771,0.8064768952303563,0.00012729587773763676,0.00012124114968016793
capacity_plus_12pct,838.0,0.1425903525334727,0.04471298652647267,0.00020666261719007778,0.8122213028351121,0.00016869807065831522,9.99974170941493e-05
capacity_plus_12pct,839.0,0.14210080193616606,0.04565372108204793,0.0001794947321015942,0.8118024839743355,0.00015449141967369403,0.00010900685567521953
capacity_plus_12pct,840.0,0.14178599115392784,0.04750679426255231,0.00015126441722646808,0.810292207908702,0.0001399293115686675,0.00012381294602255142
capacity_plus_12pct,841.0,0.1415057077355204,0.050392370480053454,0.00011822155805002368,0.8077114663954171,0.00012063214761066033,0.00015160168334832664
capacity_plus_12pct,842.0,0.14081714603930284,0.05195970305741198,9.999928538511103e-05,0.8068414813243557,0.00010224992156477443,0.00017942037197962187
