scenario_id,purpose,time_s,current_A,stack_voltage_V,ambient_C,fan_duty,T_zone_1_C,T_zone_2_C,T_zone_3_C,T_zone_4_C,T_zone_5_C,Tmax_C,Tmin_C,DeltaT_C,hotspot_zone_zero_based
final_prbs_seed1601,synthetic_final_confirmation,420.0,32.0,22.619999999999997,23.0,0.6,46.28196125220565,48.360691108824625,51.139798108519,53.83766987328421,55.68850911836106,58.92625807036723,43.15366641797547,15.77259165239176,4
final_prbs_seed1601,synthetic_final_confirmation,440.0,32.0,22.619999999999997,23.0,0.6,46.39535915118269,48.48277100715856,51.273614229767546,53.98273017741831,55.84094804768816,59.09497552303715,43.25292812709741,15.842047395939737,4
final_prbs_seed1601,synthetic_final_confirmation,460.0,32.0,22.619999999999997,23.0,0.6,46.50505157561413,48.600857786663006,51.403047749093915,54.12303421300848,55.98838516475645,59.258181865056805,43.34893602595403,15.909245839102773,4
final_prbs_seed1601,synthetic_final_confirmation,480.0,32.0,22.619999999999997,23.0,0.6,46.611159572816135,48.71508204021042,51.528242208189354,54.25873796374756,56.1309846419564,59.41605718993063,43.44179671195585,15.97426047797478,4
final_prbs_seed1601,synthetic_final_confirmation,500.0,32.0,22.619999999999997,23.0,0.6,46.71380023554055,48.825570088642195,51.64933644520026,54.389992294456505,56.268905258974065,59.568775700147064,43.53161329162697,16.037162408520096,4
final_prbs_seed1601,synthetic_final_confirmation,520.0,32.0,22.619999999999997,23.0,0.6,46.81308683282567,48.932444122318024,51.76646475084772,54.51694312125155,56.402300582237274,59.71650590308791,43.618485495957856,16.098020407130058,4
final_prbs_seed1601,synthetic_final_confirmation,540.0,32.0,22.619999999999997,23.0,0.6,46.90912893480918,49.03582233614757,51.879757017377926,54.63973157391526,56.53131913615233,59.85941079731843,43.70250979082418,16.15690100649425,4
final_prbs_seed1601,synthetic_final_confirmation,560.0,32.0,22.619999999999997,23.0,0.6,47.00203253346922,49.135819060208576,51.989338882633234,54.75849415293858,56.656104568713744,59.99764805277956,43.78377948379703,16.213868568982527,4
final_prbs_seed1601,synthetic_final_confirmation,580.0,32.0,22.619999999999997,23.0,0.6,47.09190015942589,49.232544886096136,52.09533186940401,54.8733628814085,56.776795811672045,60.131370185082346,43.8623848274625,16.268985357619847,4
final_prbs_seed1601,synthetic_final_confirmation,600.0,32.0,22.619999999999997,23.0,0.6,47.178830994931985,49.326106789142244,52.197853520216,54.984465451910964,56.89352723543817,60.26072472409768,43.93841311936458,16.322311604733095,4
