scenario_id,purpose,time_s,current_A,stack_voltage_V,ambient_C,fan_duty,T_zone_1_C,T_zone_2_C,T_zone_3_C,T_zone_4_C,T_zone_5_C,Tmax_C,Tmin_C,DeltaT_C,hotspot_zone_zero_based
calibration_staircase,calibration,480.0,40.0,19.9,23.0,0.6,53.33663004204988,56.39059684581186,60.50367266231599,64.52263932223225,67.30182438113474,71.73268603397705,49.24530851467159,22.487377519305454,4
calibration_staircase,calibration,500.0,40.0,19.9,23.0,0.6,53.49109703600415,56.55747460907335,60.687438879774035,64.72265547378467,67.51253496680101,71.96590904018444,49.3804749247129,22.585434115471543,4
calibration_staircase,calibration,520.0,40.0,19.9,23.0,0.6,53.64052251368305,56.71889742610984,60.86518621747595,64.91610914388428,67.71632470888485,72.19150566629426,49.51121593092586,22.680289735368405,4
calibration_staircase,calibration,540.0,40.0,19.9,23.0,0.6,53.785070939752785,56.87504356495003,61.03711182058663,65.10321571068172,67.91342102822809,72.40972543345164,49.6376763088217,22.772049124629937,4
calibration_staircase,calibration,560.0,40.0,19.9,23.0,0.6,53.924901416782745,57.02608546951457,61.20340637655653,65.2841834812891,68.10404386868038,72.62080969359484,49.75999610199719,22.860813591597648,4
calibration_staircase,calibration,580.0,40.0,19.9,23.0,0.6,54.060167859950745,57.172189949827896,61.364254326663385,65.45921392401749,68.28840594306774,72.82499189711513,49.878310776628005,22.94668112048712,4
calibration_staircase,calibration,600.0,40.0,19.9,23.0,0.6,54.1910191660605,57.31351836602029,61.519834070623425,65.62850189298378,68.46671297106387,73.02249785173967,49.99275137092418,23.02974648081549,4
calibration_staircase,calibration,620.0,10.0,30.1,23.0,0.6,54.31759937705656,57.4502268063228,61.67031816450013,65.79223584533753,68.63916390923158,73.21354597292459,50.10344463971212,23.11010133321247,4
calibration_staircase,calibration,640.0,10.0,30.1,23.0,0.6,31.656690262216202,32.225364012266965,32.97343977023296,33.683410034166556,34.15219109117932,35.25983328028759,30.524407044070376,4.7354262362172115,4
calibration_staircase,calibration,660.0,10.0,30.1,23.0,0.6,31.605515523343783,32.16981299708341,32.911887662452365,33.61605300486622,34.080997738141136,35.18156178866317,30.47942078642687,4.702141002236296,4
calibration_staircase,calibration,680.0,10.0,30.1,23.0,0.6,31.556008404860517,32.11607636208355,32.85235180178229,33.55090794157271,34.0121459729392,35.105853809937216,30.435904385217363,4.669949424719853,4
calibration_staircase,calibration,700.0,10.0,30.1,23.0,0.6,31.508114599004593,32.06409486296937,32.79476613144876,33.48790216605543,33.94555872171132,35.032625306135174,30.393809865332436,4.6388154408027376,4
calibration_staircase,calibration,720.0,10.0,30.1,23.0,0.6,31.461781571189178,32.0138111956268,32.73906676611771,33.4269653968812,33.881161457374425,34.96179500795171,30.353090819504732,4.608704188446975,4
calibration_staircase,calibration,740.0,10.0,30.1,23.0,0.6,31.41695849603081,31.96516992605799,32.68519191338018,33.368029662661584,33.8188821073834,34.89328431231583,30.313702353110898,4.57958195920493,4
calibration_staircase,calibration,760.0,10.0,30.1,23.0,0.6,31.373596201797355,31.91811742938161,32.63308180518177,33.31102922608378,33.758650972824526,34.82701719482439,30.27560103494313,4.5514161598812635,4
calibration_staircase,calibration,780.0,10.0,30.1,23.0,0.6,31.331647116659408,31.872601830821694,32.5826786314989,33.25590051044159,33.70040065017824,34.76292012505487,30.23874484957998,4.524175275474889,4
calibration_staircase,calibration,800.0,10.0,30.1,23.0,0.6,31.29106521668661,31.828572948620142,32.53392647618813,33.202582028583834,33.64406595566301,34.700921984663,30.203093151304543,4.497828833358454,4
