% Model,Untitled.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 15 2026, 21:06"
% Table,表格 -
% uin (m/s),"intSolid(if(x<L/3,T-273.15[K],0[K]))/intSolid(if(x<L/3,1,0)) (K)","intSolid(if(x>=L/3&&x<2*L/3,T-273.15[K],0[K]))/intSolid(if(x>=L/3&&x<2*L/3,1,0)) (K)","intSolid(if(x>=2*L/3,T-273.15[K],0[K]))/intSolid(if(x>=2*L/3,1,0)) (K)",maxSolid(T)-273.15[K] (K),minSolid(T)-273.15[K] (K),maxSolid(T)-minSolid(T) (K),"maxSolid(T,x)/L (1)",最大值 (m),最大值 (m),aveIn(T)-273.15[K] (K),aveOut(T)-273.15[K] (K),rhoAir*uin*AinCell*CpAir*(aveOut(T)-Tin) (W),积分 4 (W),积分 4 (W),0[W] (W),积分 3 (W),abs((intHeat(qflux))-(rhoAir*uin*AinCell*CpAir*(aveOut(T)-Tin))-(intExt(hExternal*(T-Tamb)))-(intExt(emissivity*sigmaSB*(T^4-Tamb^4))))/abs(intHeat(qflux)) (1),rhoAir*uin*AinCell (kg/s),nCells*(rhoAir*uin*AinCell) (kg/s),abs(nCells*(rhoAir*uin*AinCell)-rhoAir*uin*AinStack)/(rhoAir*uin*AinStack) (1)
4,54.383266810129314,62.22720616372789,65.71400371701165,66.71062338991419,48.230079618636694,18.480543771277496,0.8600000000000002,0.04952500000000003,0.011,26.870559617178003,63.05375086853536,17.97600229025865,33.81233522311235,8.121512981403932,0,59.90984999999738,8.258701236313736E-9,4.691008E-4,0.018764032,0
5,52.51975546664926,60.07267520377274,63.58564301190504,64.58164601597156,46.45484664623285,18.126799369738706,0.8600000000000002,0.04952500000000003,0.011,26.653972857748954,59.594652490638566,20.427472266492636,31.896494515806857,7.585883484886989,0,59.90984999999738,4.459852687117098E-9,5.86376E-4,0.023455040000000003,0
6,51.068694765224826,58.37552017286395,61.831452254026594,62.82183227885497,45.05553409588299,17.76629818297198,0.8700000000000003,0.04952500000000002,0.011,26.502857094212345,56.58206522888554,22.37831740346107,30.366721413846427,7.164811343011235,0,59.90984999999738,2.6760433138487013E-9,7.036512E-4,0.028146048,0
8,48.89834719648254,55.86303081329691,59.15563489047111,60.12542424491852,42.9294152736947,17.19600897122382,0.8800000000000002,0.04952500000000002,0.011,26.27986999673169,51.77744363855476,25.29849894886111,28.06785954946968,6.543491570763879,0,59.90984999999738,1.1533544539385507E-9,9.382016E-4,0.037528064,0
10,47.297646417759296,54.05216457643685,57.20773639714097,58.15890105964104,41.342937186154586,16.815963873486453,0.8800000000000002,0.04952500000000002,0.011,26.119335313035663,48.20284878800709,27.40166563308572,26.392072679699282,6.099369934874968,0,59.90984999999738,2.794490778629391E-4,0.001172752,0.04691008000000001,0
12,46.03626932391138,52.66075606264405,55.730893162010126,56.66851020178183,40.082576452147805,16.585933749634023,0.8800000000000002,0.04952500000000002,0.011,26.00122345917964,45.48707268293418,29.03332710155739,25.100685008282852,5.762269006902875,0,59.90984999999738,2.2648835298804445E-4,0.0014073024,0.056292096,0
