time_s,experiment_T1_C,experiment_T2_C,experiment_T3_C,paper_simulation_T1_C,paper_simulation_T2_C,paper_simulation_T3_C,reference_C
840.0,53.97204100652376,54.68033550792172,56.078285181733456,54.083876980428705,55.00465983224604,56.21621621621622,55.00465983224604
841.0,53.96085740913327,54.62475924200063,56.067101584342964,54.08421870146008,55.00465983224604,56.21621621621622,55.00465983224604
842.0,53.96085740913327,55.02174588381488,56.09829139484312,54.091332712022364,54.98906492699596,56.21621621621622,55.00465983224604
843.0,53.98052190121155,55.19207828518173,56.04846225535881,54.091332712022364,55.006710158434295,56.21621621621622,55.00465983224604
844.0,53.98794656725691,55.112892202547386,56.05865175520348,54.091332712022364,55.011369990680336,56.22131096613855,55.00465983224604
845.0,53.933364398881636,54.8372165268717,56.27819198508854,54.091332712022364,54.93010251630941,56.234855545200375,54.9954954954955
846.0,53.918173345759556,54.80503261882572,56.503634669151914,54.091332712022364,54.93010251630941,56.234855545200375,54.999254426840636
847.0,53.906275240758,54.83423423423424,56.4798384591488,54.091332712022364,54.93010251630941,56.217552034793414,55.00465983224604
848.0,53.95688101894997,54.821000310655485,56.41578129853992,54.112705809257534,54.95197266231748,56.234855545200375,55.00465983224604
849.0,54.33392357875116,54.81649580615098,56.40438024231128,54.121808014911466,55.079217148182664,56.234855545200375,55.00465983224604
850.0,54.45324634979808,54.78098788443616,56.42901522211867,54.10997204100652,55.079217148182664,56.234855545200375,55.00465983224604
851.0,54.34088226157191,54.79593041317179,56.361478720099406,54.09502951227089,54.9596769182976,56.219913016464744,55.00465983224604
852.0,53.92432432432433,54.86113699906805,56.08536812674744,54.091705498602046,54.93010251630941,56.19794967381174,55.00465983224604
853.0,53.96974215594905,55.130692761727246,56.0493320907114,54.10997204100652,54.93010251630941,56.22065858962411,55.00465983224604
854.0,53.972600186393294,55.005840323081706,55.98403230817024,54.10997204100652,54.93010251630941,56.234855545200375,55.00465983224604
855.0,53.95479962721342,54.84902143522833,55.93616029822926,54.10997204100652,55.03075489282386,56.234855545200375,55.01724137931035
856.0,53.94420627524076,54.820254737496114,55.901335818577195,54.10997204100652,54.94600807704255,56.21820441130786,55.0232991612302
857.0,53.96293880086983,54.81826654240447,55.90559179869524,54.10997204100652,54.94675365020191,56.234855545200375,55.0232991612302
858.0,53.985647716682195,54.82441752096924,55.986020503261884,54.11612301957129,55.030009319664494,56.22870456663561,55.0232991612302
859.0,54.12078285181733,54.83690587138863,56.23243243243243,54.12861136999068,54.93010251630941,56.21621621621622,55.01307859583722
860.0,54.236098167132646,54.86548617583101,56.455420938179564,54.12861136999068,54.93010251630941,56.2305063684374,54.990369680024855
861.0,54.24044734389562,54.874184529356945,56.458807082945015,54.110251630941285,54.93010251630941,56.234855545200375,55.00438024231128
862.0,54.259086672879775,54.908605156881,56.51065548306928,54.11376203789997,55.079217148182664,56.23106554830693,55.00465983224604
863.0,54.24336750543647,55.13221497359429,56.511525318421874,54.120751786269025,55.079217148182664,56.21621621621622,55.00465983224604
864.0,54.209878844361604,55.153774464119294,56.437651444548,54.10997204100652,55.079217148182664,56.22814538676608,55.00465983224604
865.0,54.20316868592731,54.92979186082634,56.33597390493942,54.10997204100652,55.079217148182664,56.234855545200375,54.98866107486797
866.0,54.19459459459459,54.854116185150666,56.33948431189811,54.12861136999068,55.079217148182664,56.2362845604225,55.00465983224604
867.0,54.058341099720415,54.83690587138863,56.372693383038225,54.123112767940356,55.079217148182664,56.25349487418453,55.00465983224604
868.0,53.979496738117426,54.83690587138863,56.09431500465983,54.10997204100652,55.01223982603293,56.25349487418453,54.99509164336751
869.0,53.965858962410685,54.85054364709537,56.03982603292948,54.10997204100652,54.94874184529357,56.25349487418453,54.98644668375272
870.0,53.943150046598326,54.87325256290774,56.02982292637465,54.10997204100652,55.01957129543337,56.200372786579685,54.98715633737186
871.0,53.83665734700217,55.16023609816714,56.03923578751165,54.10997204100652,55.0232991612302,56.19757688723206,54.98786599099099
872.0,53.84603914259087,55.27704255980118,56.19384902143522,54.10997204100652,55.0232991612302,56.20478409443927,54.98857564461012
873.0,53.81174277726002,55.22050326188257,56.292031686859275,54.10997204100652,55.0232991612302,56.21621621621622,54.98928529822926
