scenario_id,purpose,time_s,current_A,stack_voltage_V,ambient_C,fan_duty,surface_zone_1_C,surface_zone_2_C,surface_zone_3_C,surface_zone_4_C,surface_zone_5_C,core_zone_1_C,core_zone_2_C,core_zone_3_C,core_zone_4_C,core_zone_5_C,Tmax_C,Tmin_C,hotspot_zone_zero_based,DeltaT_C
two_mass_final_prbs_seed2601,synthetic_final_confirmation,200.0,32.0,22.619999999999997,23.0,0.6,45.34790810643736,47.33828052510561,50.13256932164152,52.84397463046411,54.60419673793706,26.63109549274074,26.90856715916416,27.29349372832426,27.663245830173157,27.900383087095015,57.93348981246467,42.18990408302626,4,15.743585729438408
two_mass_final_prbs_seed2601,synthetic_final_confirmation,220.0,32.0,22.619999999999997,23.0,0.6,45.48910395635822,47.490055636718516,50.299366128115146,53.025127353494575,54.79421256111532,27.38105570102868,27.727113930757422,28.208517051366872,28.672029555118396,28.970141939439497,58.14387261442244,42.31295087954456,4,15.830921734877883
two_mass_final_prbs_seed2601,synthetic_final_confirmation,240.0,24.0,25.34,23.0,0.6,45.625685394476285,47.63686610457016,50.46070014412298,53.20034056211472,54.97799414933054,28.10662300774051,28.518945282381846,29.09356350561701,29.647657238636665,30.004658671480094,58.34738130081251,42.43196472805029,4,15.915416572762219
two_mass_final_prbs_seed2601,synthetic_final_confirmation,260.0,24.0,25.34,23.0,0.6,39.49502537202168,40.781484674561206,42.571145472428405,44.29244656546668,45.39656980224268,28.57132231851736,29.019383005151333,29.643721673276207,30.245584086712952,30.63314010353178,47.72319709956399,37.18538312138686,4,10.537813978177127
two_mass_final_prbs_seed2601,synthetic_final_confirmation,280.0,24.0,25.34,23.0,0.6,39.57577710713491,40.86795456430194,42.66566304149168,44.39461076239044,45.50343606577934,29.008988568667984,29.490630630145965,30.16164734559327,30.80834820233209,31.22460199650947,47.841593829409405,37.255747776786336,4,10.585846052623069
two_mass_final_prbs_seed2601,synthetic_final_confirmation,300.0,24.0,25.34,23.0,0.6,39.653886283338274,40.9515938815405,42.75708527343661,44.4934278863983,45.606800330333726,29.432354691244104,29.946462129794643,30.662609558429363,31.352659209376075,31.796649828619405,47.95612708097343,37.323802828802854,4,10.632324252170577
two_mass_final_prbs_seed2601,synthetic_final_confirmation,320.0,24.0,25.34,23.0,0.6,39.72943936783832,41.03249527909564,42.84551353748125,44.589007600420025,45.706777368009426,29.841887761199438,30.387381745801225,31.14716392513714,31.879122301792066,32.34992107069105,48.06692295118576,37.389624054872826,4,10.677298896312934
two_mass_final_prbs_seed2601,synthetic_final_confirmation,340.0,24.0,25.34,23.0,0.6,39.802520000541975,41.11074837895493,42.93104588499953,44.681455976210884,45.80347819116334,30.23803960391221,30.813877229528924,31.615847860289346,32.38832282120448,32.88503225339002,48.174103423372316,37.453284748485565,4,10.72081867488675
two_mass_final_prbs_seed2601,synthetic_final_confirmation,360.0,24.0,25.34,23.0,0.6,39.87320908478723,41.186439869590764,43.013777156132555,44.7708756098247,45.89701017335267,30.62124729283787,31.226420381186557,32.069181175787946,32.880826908293116,33.40257965539928,48.277786498400246,37.514855799443,4,10.762930698957248
two_mass_final_prbs_seed2601,synthetic_final_confirmation,380.0,24.0,25.34,23.0,0.6,39.94158487686876,41.25965360197509,43.093799084961056,44.8573657355157,45.98747716862707,30.99193363092741,31.625467571385514,32.507666657442996,33.3571821327895,33.90313996896749,48.378086324737964,37.574405772646124,4,10.80368055209184
