scenario_id,purpose,time_s,current_A,stack_voltage_V,ambient_C,fan_duty,surface_zone_1_C,surface_zone_2_C,surface_zone_3_C,surface_zone_4_C,surface_zone_5_C,core_zone_1_C,core_zone_2_C,core_zone_3_C,core_zone_4_C,core_zone_5_C,Tmax_C,Tmin_C,hotspot_zone_zero_based,DeltaT_C
two_mass_calibration_triangular,calibration,0.0,8.0,30.78,23.0,0.6,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,0.0
two_mass_calibration_triangular,calibration,20.0,9.500000000000002,30.27,23.0,0.6,27.587852412264287,27.852566191691565,28.21003417083035,28.54511317559672,28.753317502344615,23.174542221136864,23.184548761187457,23.19804077030824,23.210684599352643,23.218548415336368,29.330632061323062,26.949912636937242,4,2.38071942438582
two_mass_calibration_triangular,calibration,40.0,11.0,29.759999999999998,23.0,0.6,28.551383365136687,28.882127022211524,29.330373662761588,29.751901284700125,30.014906060689064,23.386768837468075,23.409415947490007,23.44003543667099,23.468786430133306,23.486703384631454,30.721295702928522,27.779018814946042,4,2.94227688798248
two_mass_calibration_triangular,calibration,60.0,12.5,29.25,23.0,0.6,29.54194904247741,29.94398180674787,30.49067623179988,31.006326057661905,31.329292271862656,23.629905331117325,23.667521214672487,23.718495767403883,23.766450265292665,23.79640151353678,32.17090816401412,28.6311665878597,4,3.539741576154423
two_mass_calibration_triangular,calibration,80.0,13.999999999999998,28.740000000000002,23.0,0.6,30.559116267172683,31.03784953474311,31.690893964192565,32.30858163409218,32.69683957712155,23.903780002779705,23.958815719916082,24.03355916045236,24.104005502661618,24.14810564458163,33.67990898517276,29.50596805246539,4,4.173940932707367
two_mass_calibration_triangular,calibration,100.0,15.5,28.23,23.0,0.6,31.602450438994808,32.16344777644806,32.93097755690494,33.658860807814534,34.11791010486957,24.208210687127952,24.283241324411307,24.385355588699912,24.481776113842766,24.54227462601283,35.24873624083165,30.40303406102379,4,4.845702179807859
two_mass_calibration_triangular,calibration,120.0,17.0,27.72,23.0,0.6,32.67151558320225,33.3204927310271,34.21087636411752,35.05735507127129,35.59286471354311,24.543005114771848,24.640730908761366,24.774007841853876,24.90008080800527,24.97936341971627,36.87782658714796,31.32197426377062,4,5.555852323377337
two_mass_calibration_triangular,calibration,140.0,18.5,27.21,23.0,0.6,33.7658743965906,34.508699272083476,35.53053844113462,36.50425465735315,37.12206303193809,24.907961261640775,25.03120867764597,25.199631760459805,25.359233190840804,25.459823206468535,38.5676153067366,32.26239714938249,4,6.305218157354112
two_mass_calibration_triangular,calibration,160.0,20.0,26.7,23.0,0.6,34.88508829199599,35.727780991670045,36.88991058685758,37.99974857988905,38.70586349826381,25.30286768622712,25.454590454110438,25.66233646229872,25.859541918817193,25.984101488571156,40.31853635199689,33.22391008407696,4,7.094626267919928
two_mass_calibration_triangular,calibration,180.0,21.5,26.189999999999998,23.0,0.6,36.028717441303534,36.97745024283618,38.28893838486923,39.54402467283828,40.34462339796359,25.727503855114445,25.91078396383506,26.162224561414337,26.40131084886464,26.552642189922228,42.13102238708125,34.206119349392836,4,7.924903037688416
two_mass_calibration_triangular,calibration,200.0,23.0,25.68,23.0,0.6,37.19632081701118,38.257418180759466,39.72756624317537,41.137269628226555,42.03869890034066,26.18164045719905,26.399689109727216,26.699392380010796,26.98483918362621,27.165885753578735,44.005504828548354,35.20863017869549,4,8.79687464985286
two_mass_calibration_triangular,calibration,220.0,24.5,25.17,23.0,0.6,38.387456232397234,39.567394802509355,41.20573743264662,42.77966903286644,43.788445094027125,26.665039707000172,26.921198237166912,27.27393015345184,27.610421612400188,27.82426923686364,45.942413884741526,36.23104679245038,4,9.711367092291148
two_mass_calibration_triangular,calibration,240.0,26.0,24.66,23.0,0.6,39.6016803803393,40.90708898548856,42.72339412420375,44.47140740390029,45.594216021332265,27.177455637438886,27.47519639022528,27.885922228586704,28.278348447898352,28.52822640406925,47.94217859393218,37.27297243230633,4,10.669206161625844
two_mass_calibration_triangular,calibration,260.0,27.5,24.15,23.0,0.6,40.83854887082928,42.27620852459602,44.2804774247871,46.21266822320401,47.45636471150464,27.7186343824538,28.061561559164293,28.535447255618745,28.988905758941005,29.27818781680967,50.00522686126649,38.334009394029046,4,11.671217467237447
two_mass_calibration_triangular,calibration,280.0,29.0,23.64,23.0,0.6,42.09761626722903,43.67446016815413,45.87692741214995,48.00363397068748,49.37524321294337,28.28831444980746,28.680164919515402,29.2225783737278,29.742375499206705,30.07458092207322,52.131985494552865,39.41375905932351,4,12.718226435229354
two_mass_calibration_triangular,calibration,300.0,30.5,23.13,23.0,0.6,43.37843612130854,45.10154965264143,47.51268316851452,49.844486156527175,51.35120262439022,28.886226984426024,29.33087106302551,29.947383390648962,30.539035632149844,30.91783013802486,54.32288023892599,40.51182192658305,4,13.811058312342936
two_mass_calibration_triangular,calibration,320.0,32.0,22.619999999999997,23.0,0.6,44.68056100710822,46.55718173627063,49.18768281312723,51.735405352365106,53.38459312513563,29.512096022602496,30.01353822074701,30.70992495640409,31.3791602521981,31.80835693760947,56.5783358104227,41.627797640601344,4,14.950538169821357
two_mass_calibration_triangular,calibration,340.0,33.5,22.11,23.0,0.6,46.00354255366413,48.041060231450196,50.90186353375,53.676571221506826,55.47576400426888,30.16563873738122,30.728018478540736,31.510260731377045,32.263019702337445,32.746579930004195,58.89877592850339,42.76128502128233,4,16.137490907221057
two_mass_calibration_triangular,calibration,360.0,35.0,21.6,23.0,0.6,47.34693147663523,49.55288803616674,52.65516161712139,55.668162548150804,57.62506368900264,30.84656567543164,31.474157985250578,32.34844354891541,33.190880688188,33.732914939966946,61.28462334755175,43.91188209138204,4,17.37274125616971
two_mass_calibration_triangular,calibration,380.0,36.5,21.09,23.0,0.6,48.71027760886907,51.09236716432472,54.44751247842239,57.71035726568039,59.8328397721017,31.554580985708895,32.25179715380114,33.22452157263919,34.16300638867708,34.76777508513348,63.73629988738538,45.07918610331514,4,18.65711378407024
two_mass_calibration_triangular,calibration,400.0,38.0,20.58,23.0,0.6,50.09312992994235,52.65919877507765,56.27885068977873,59.80333248404768,62.09943903844303,32.28938264018585,33.06077085545822,34.13853844862563,35.17965656340346,35.851570851304245,66.2542264628073,46.26279356505787,4,19.991432897749426
two_mass_calibration_triangular,calibration,420.0,36.5,21.09,23.0,0.6,51.495036594707656,54.25308320118205,58.14911000782866,61.94726451627626,64.42520749073248,33.050662646930846,33.900908607483444,35.09053345263565,36.24108765678831,36.98471016576532,68.83882311222601,47.462300265175834,4,21.376522847050175
two_mass_calibration_triangular,calibration,440.0,35.0,21.6,23.0,0.6,50.37056130711253,52.95821529454137,56.60869099048638,60.162735744551476,62.477136108067306,33.741881776827896,34.661495805167284,35.949378841630754,37.19590384718235,38.002247474866884,66.6728351868365,46.50432194292209,4,20.168513243914404
two_mass_calibration_triangular,calibration,460.0,33.5,22.11,23.0,0.6,49.24527777113908,51.66879319876646,55.083053624797415,58.40257007099144,60.560110828656555,34.36083416841398,35.340513224889676,36.713328527444766,38.042655889799974,38.902970494872264,64.54236592472253,45.544958343658436,4,18.997407581064095
two_mass_calibration_triangular,calibration,480.0,32.0,22.619999999999997,23.0,0.6,48.120255357517564,50.385807145685575,53.57306421420647,56.6674994459744,58.67476220841365,34.910402056242944,35.94145969970367,37.38677917469114,38.78664142663934,39.69278775844437,62.44807596407093,44.58515003890072,4,17.86292592517021
two_mass_calibration_triangular,calibration,500.0,30.5,23.13,23.0,0.6,46.9965443362165,49.110225746389546,52.0795636300204,54.95822660063088,56.82168918398109,35.39339492601103,36.467733491550405,37.973986014871855,39.43297526339209,40.377396481582416,60.39059107827446,43.625820978123286,4,16.764770100151175
