time_s,experiment_middle_C,experiment_T1_C,experiment_T2_C,paper_simulation_middle_C,paper_simulation_T1_C,paper_simulation_T2_C
776.0,54.89710843373494,54.50298795180723,55.006024096385545,54.96987951807229,54.937751004016064,54.88239357429719
777.0,54.85865060240964,54.585204819277116,55.006024096385545,54.97697991967871,54.938682730923695,54.888626506024096
778.0,54.85681285140562,54.72204016064258,55.01306024096385,54.97791164658634,54.937751004016064,54.89861847389558
779.0,54.835241767068275,54.79400803212852,55.01004016064257,54.97791164658634,54.937751004016064,54.90963855421687
780.0,54.81367068273092,54.86497991967871,54.95381526104418,54.98192771084337,54.941767068273094,54.916546184738955
781.0,54.79436144578313,54.874682730923695,54.98131726907631,54.98758232931727,54.87661044176707,54.91648192771084
782.0,54.79718875502008,54.86269879518073,54.88252208835342,54.9859437751004,54.879309236947776,54.93122891566265
783.0,55.0288514056225,54.85071485943775,54.85736546184739,54.98995983935743,54.908321285140566,54.9444016064257
784.0,55.070281124497996,54.838730923694776,54.856048192771084,54.988578313253015,54.91227309236948,54.945783132530124
785.0,55.085220883534134,54.82674698795181,54.877188755020086,54.993975903614455,54.91767068273092,54.945783132530124
786.0,54.68428915662653,54.67779919678715,54.83635341365462,54.993975903614455,54.9136546184739,54.941767068273094
787.0,54.450939759036146,54.61630522088353,54.83246586345381,54.99555020080321,54.9330281124498,54.93286746987952
788.0,54.45328514056225,54.58761445783133,54.7794859437751,54.997991967871485,54.959469879518075,54.92332530120482
789.0,54.471036144578314,54.51606425702811,54.70870682730924,54.997991967871485,54.960144578313255,54.923389558232934
790.0,54.467871485943775,54.84987951807229,54.68473895582329,55.004257028112455,54.96184738955823,54.91991967871486
791.0,54.476610441767065,54.85665863453815,54.64239357429719,55.00419277108434,54.968048192771086,54.91583935742972
792.0,55.09749397590361,54.877510040160644,54.73048995983937,55.00390361445783,54.97791164658634,54.90562248995984
793.0,55.184883534136546,54.71667469879518,54.80727710843373,55.01004016064257,54.97791164658634,54.907678714859436
794.0,55.144555823293175,54.690843373493976,54.853349397590364,55.01004016064257,54.97791164658634,54.90562248995984
795.0,55.01153413654618,54.70497991967871,55.12602409638554,55.006024096385545,54.97791164658634,54.9136546184739
796.0,54.8785124497992,54.79330120481927,55.18674698795181,55.006024096385545,54.97389558232932,54.91580722891566
797.0,54.74549076305221,54.842746987951806,55.22857831325301,55.00380722891566,54.96987951807229,54.923903614457835
798.0,54.81175903614458,54.85703040734366,55.12522088353413,55.008305220883535,54.96987951807229,54.935469879518074
799.0,55.0094939759036,54.93749397590361,54.79924497991969,55.01004016064257,54.656922088353404,54.941767068273094
800.0,55.123293172690765,55.01795754446357,54.589959839357434,55.01004016064257,54.83188755020081,54.954618473895586
801.0,55.16881927710843,55.050093708165996,54.54048192771084,55.01004016064257,54.92724497991968,54.94886746987952
802.0,55.189702811244985,55.08126907630522,54.75259437751004,55.01257831325301,54.929718875502004,54.96480321285141
803.0,55.262987951807226,55.091775100401605,54.81608032128514,55.01004016064257,54.927116465863456,54.96608835341365
804.0,55.43307630522088,55.109092369477914,54.681847389558236,55.01004016064257,54.929718875502004,54.96586345381526
805.0,55.43975903614458,55.104658634538154,54.53983935742971,55.01132530120482,54.929718875502004,54.95783132530121
806.0,55.388257028112456,55.10363052208835,54.39575903614458,55.0140562248996,54.92849799196787,54.952240963855424
807.0,55.18648192771084,55.14488353413655,54.478409638554226,55.00432128514056,54.94408032128514,54.95265863453815
808.0,55.04216867469879,55.22195983935743,54.60069076305221,55.01296385542169,54.96586345381526,54.93190361445783
809.0,55.07941633199464,55.26677911646586,54.76338955823292,55.01498795180723,54.96987951807229,54.93476305220884
