curve,data_x,data_y
experiment_middle_C,200.0,54.214285714285715
experiment_middle_C,200.3723008190618,54.22077922077922
experiment_middle_C,200.7446016381236,54.24025974025974
experiment_middle_C,201.1169024571854,54.27922077922078
experiment_middle_C,201.4892032762472,54.30194805194805
experiment_middle_C,201.86150409530902,54.324765512265515
experiment_middle_C,202.2338049143708,54.34758297258297
experiment_middle_C,202.60610573343263,54.37040043290043
experiment_middle_C,202.97840655249442,54.393217893217894
experiment_middle_C,203.3507073715562,54.41603535353535
experiment_middle_C,203.72300819061803,54.43885281385281
experiment_middle_C,204.09530900967982,54.461670274170274
experiment_middle_C,204.46760982874162,54.484487734487736
experiment_middle_C,204.83991064780344,54.5073051948052
experiment_middle_C,205.21221146686523,54.53012265512265
experiment_middle_C,205.58451228592702,54.552940115440116
experiment_middle_C,205.95681310498884,54.57575757575758
experiment_middle_C,206.32911392405063,54.59857503607504
experiment_middle_C,206.70141474311242,54.621392496392495
experiment_middle_C,207.07371556217424,54.64420995670996
experiment_middle_C,207.44601638123603,54.66702741702742
experiment_middle_C,207.81831720029783,54.689844877344875
experiment_middle_C,208.19061801935965,54.71266233766234
experiment_middle_C,208.56291883842144,54.7354797979798
experiment_middle_C,208.93521965748326,54.75829725829726
experiment_middle_C,209.30752047654505,54.78111471861472
experiment_middle_C,209.67982129560684,54.80393217893218
experiment_middle_C,210.05212211466866,54.82674963924964
experiment_middle_C,210.42442293373045,54.849567099567096
experiment_middle_C,210.79672375279225,54.87238455988456
experiment_middle_C,211.16902457185407,54.89520202020202
experiment_middle_C,211.54132539091586,54.91801948051948
experiment_middle_C,211.91362620997765,54.94083694083694
experiment_middle_C,212.28592702903947,54.9636544011544
experiment_middle_C,212.65822784810126,54.98647186147186
experiment_middle_C,213.03052866716308,55.009289321789325
experiment_middle_C,213.40282948622487,55.03210678210678
experiment_middle_C,213.77513030528667,55.05492424242424
experiment_middle_C,214.1474311243485,55.077741702741704
experiment_middle_C,214.51973194341028,55.10055916305916
experiment_middle_C,214.89203276247207,55.12337662337662
experiment_middle_C,215.2643335815339,55.103896103896105
experiment_middle_C,215.63663440059568,55.08766233766234
experiment_middle_C,216.00893521965747,55.077922077922075
experiment_middle_C,216.3812360387193,55.05844155844156
experiment_middle_C,216.75353685778109,55.01623376623377
experiment_middle_C,217.12583767684288,55.02597402597402
experiment_middle_C,217.4981384959047,55.02272727272727
experiment_middle_C,217.8704393149665,55.02597402597402
experiment_middle_C,218.24274013402828,55.02922077922078
experiment_middle_C,218.6150409530901,54.94642857142857
experiment_middle_C,218.9873417721519,54.86363636363637
experiment_middle_C,219.35964259121369,54.86038961038961
experiment_middle_C,219.7319434102755,54.85064935064935
experiment_middle_C,220.1042442293373,54.824675324675326
experiment_middle_C,220.47654504839912,54.83116883116883
experiment_middle_C,220.8488458674609,54.85064935064935
experiment_middle_C,221.2211466865227,54.81377551020408
experiment_middle_C,221.59344750558452,54.776901669758814
experiment_middle_C,221.9657483246463,54.74002782931355
experiment_middle_C,222.3380491437081,54.70315398886827
experiment_middle_C,222.71034996276993,54.666280148423006
experiment_middle_C,223.08265078183172,54.62940630797774
experiment_middle_C,223.45495160089354,54.592532467532465
experiment_middle_C,223.82725241995533,54.5556586270872
experiment_middle_C,224.19955323901712,54.51878478664193
experiment_middle_C,224.57185405807894,54.48191094619666
experiment_middle_C,224.94415487714073,54.44503710575139
experiment_middle_C,225.31645569620252,54.40816326530612
experiment_middle_C,225.68875651526434,54.371289424860855
experiment_middle_C,226.06105733432614,54.33441558441558
experiment_middle_C,226.43335815338793,54.327922077922075
experiment_middle_C,226.80565897244975,54.38636363636363
experiment_middle_C,227.17795979151154,54.435064935064936
experiment_middle_C,227.55026061057333,54.48376623376623
experiment_middle_C,227.92256142963515,54.48376623376623
experiment_middle_C,228.29486224869694,54.48051948051948
experiment_middle_C,228.66716306775874,54.47727272727273
experiment_middle_C,229.03946388682056,54.47402597402598
experiment_middle_C,229.41176470588235,54.47402597402598
experiment_middle_C,229.78406552494414,54.47402597402598
experiment_middle_C,230.15636634400596,54.47727272727273
experiment_middle_C,230.52866716306775,54.495511841100075
experiment_middle_C,230.90096798212957,54.513750954927424
experiment_middle_C,231.27326880119136,54.53199006875477
experiment_middle_C,231.64556962025316,54.55022918258212
experiment_middle_C,232.01787043931498,54.56846829640947
experiment_middle_C,232.39017125837677,54.58670741023682
experiment_middle_C,232.7624720774386,54.604946524064175
experiment_middle_C,233.13477289650038,54.623185637891524
experiment_middle_C,233.50707371556217,54.64142475171887
experiment_middle_C,233.879374534624,54.65966386554622
experiment_middle_C,234.25167535368578,54.67790297937357
experiment_middle_C,234.62397617274758,54.69614209320092
experiment_middle_C,234.9962769918094,54.71438120702827
