curve,data_x,data_y
experiment_middle_C,0.0,55.42497831743278
experiment_middle_C,0.7662835249042146,55.42497831743278
experiment_middle_C,1.5325670498084292,55.40763226366002
experiment_middle_C,2.2988505747126435,55.42497831743278
experiment_middle_C,3.0651340996168583,55.42497831743278
experiment_middle_C,3.8314176245210727,55.42497831743278
experiment_middle_C,4.597701149425287,55.42497831743278
experiment_middle_C,5.363984674329502,55.44232437120555
experiment_middle_C,6.130268199233717,55.42497831743278
experiment_middle_C,6.896551724137931,55.40763226366002
experiment_middle_C,7.662835249042145,55.45967042497831
experiment_middle_C,8.42911877394636,55.42497831743278
experiment_middle_C,9.195402298850574,55.45967042497831
experiment_middle_C,9.96168582375479,55.44232437120555
experiment_middle_C,10.727969348659004,55.45967042497831
experiment_middle_C,11.494252873563218,55.42497831743278
experiment_middle_C,12.260536398467433,55.42497831743278
experiment_middle_C,13.026819923371647,55.42497831743278
experiment_middle_C,13.793103448275861,55.44232437120555
experiment_middle_C,14.559386973180077,55.42497831743278
experiment_middle_C,15.32567049808429,55.42497831743278
experiment_middle_C,16.091954022988507,55.42497831743278
experiment_middle_C,16.85823754789272,55.47701647875108
experiment_middle_C,17.624521072796934,55.633130962705984
experiment_middle_C,18.39080459770115,55.719861231569816
experiment_middle_C,19.157088122605366,55.75455333911535
experiment_middle_C,19.92337164750958,55.75455333911535
experiment_middle_C,20.689655172413794,55.737207285342585
experiment_middle_C,21.455938697318008,55.65047701647875
experiment_middle_C,22.22222222222222,55.563746747614914
experiment_middle_C,22.988505747126435,55.59843885516045
experiment_middle_C,23.754789272030653,55.667823070251515
experiment_middle_C,24.521072796934867,55.70251517779705
experiment_middle_C,25.28735632183908,55.685169124024284
experiment_middle_C,26.053639846743295,55.51170858629662
experiment_middle_C,26.81992337164751,55.47701647875108
experiment_middle_C,27.586206896551722,55.45967042497831
experiment_middle_C,28.35249042145594,55.52905464006938
experiment_middle_C,29.118773946360154,55.54640069384215
experiment_middle_C,29.885057471264368,55.52905464006938
experiment_middle_C,30.65134099616858,55.45967042497831
experiment_middle_C,31.417624521072796,55.42497831743278
experiment_middle_C,32.18390804597701,55.44232437120555
