curve,pixel_x,pixel_y,color_distance,data_x,data_y
experiment_T1_C,258,291,44.294469180700204,110.80711354309166,54.85554520037279
experiment_T1_C,257,292,36.345563690772494,109.98632010943912,54.83690587138863
experiment_T1_C,259,292,25.317977802344327,111.62790697674419,54.83690587138863
experiment_T1_C,1416,292,38.65229618017538,1061.2859097127223,54.83690587138863
experiment_T1_C,257,293,14.798648586948742,109.98632010943912,54.81826654240447
experiment_T1_C,258,293,11.045361017187261,110.80711354309166,54.81826654240447
experiment_T1_C,259,293,26.248809496813376,111.62790697674419,54.81826654240447
experiment_T1_C,1417,293,34.61213659975356,1062.106703146375,54.81826654240447
experiment_T1_C,1418,293,44.11349000022555,1062.9274965800273,54.81826654240447
experiment_T1_C,208,294,33.0,69.76744186046511,54.799627213420315
experiment_T1_C,209,294,28.61817604250837,70.58823529411765,54.799627213420315
experiment_T1_C,210,294,36.373066958946424,71.40902872777018,54.799627213420315
experiment_T1_C,232,294,28.91366458960192,89.46648426812585,54.799627213420315
experiment_T1_C,233,294,28.42534080710379,90.28727770177838,54.799627213420315
experiment_T1_C,257,294,9.433981132056603,109.98632010943912,54.799627213420315
experiment_T1_C,258,294,7.681145747868608,110.80711354309166,54.799627213420315
experiment_T1_C,259,294,18.384776310850235,111.62790697674419,54.799627213420315
experiment_T1_C,1416,294,28.460498941515414,1061.2859097127223,54.799627213420315
experiment_T1_C,1417,294,12.884098726725126,1062.106703146375,54.799627213420315
experiment_T1_C,1418,294,31.874754901018456,1062.9274965800273,54.799627213420315
experiment_T1_C,177,295,29.13760456866693,44.322845417236664,54.78098788443616
experiment_T1_C,178,295,33.95585369269929,45.14363885088919,54.78098788443616
experiment_T1_C,179,295,40.620192023179804,45.96443228454172,54.78098788443616
experiment_T1_C,202,295,31.12876483254676,64.84268125854993,54.78098788443616
experiment_T1_C,203,295,30.512292604784715,65.66347469220246,54.78098788443616
experiment_T1_C,209,295,10.723805294763608,70.58823529411765,54.78098788443616
experiment_T1_C,210,295,30.4138126514911,71.40902872777018,54.78098788443616
experiment_T1_C,211,295,33.06055050963308,72.2298221614227,54.78098788443616
experiment_T1_C,231,295,27.586228448267445,88.64569083447333,54.78098788443616
experiment_T1_C,232,295,19.672315572906,89.46648426812585,54.78098788443616
experiment_T1_C,233,295,44.76605857119878,90.28727770177838,54.78098788443616
experiment_T1_C,234,295,32.4037034920393,91.10807113543092,54.78098788443616
experiment_T1_C,257,295,11.832159566199232,109.98632010943912,54.78098788443616
experiment_T1_C,258,295,4.242640687119285,110.80711354309166,54.78098788443616
experiment_T1_C,259,295,3.605551275463989,111.62790697674419,54.78098788443616
experiment_T1_C,1416,295,24.698178070456937,1061.2859097127223,54.78098788443616
experiment_T1_C,1417,295,12.206555615733702,1062.106703146375,54.78098788443616
experiment_T1_C,177,296,12.449899597988733,44.322845417236664,54.76234855545201
experiment_T1_C,178,296,22.0,45.14363885088919,54.76234855545201
experiment_T1_C,179,296,28.600699292150182,45.96443228454172,54.76234855545201
experiment_T1_C,201,296,24.535688292770594,64.0218878248974,54.76234855545201
experiment_T1_C,202,296,20.493901531919196,64.84268125854993,54.76234855545201
experiment_T1_C,203,296,34.249087579087416,65.66347469220246,54.76234855545201
experiment_T1_C,209,296,8.246211251235321,70.58823529411765,54.76234855545201
experiment_T1_C,210,296,24.49489742783178,71.40902872777018,54.76234855545201
experiment_T1_C,231,296,17.832554500127006,88.64569083447333,54.76234855545201
experiment_T1_C,232,296,17.320508075688775,89.46648426812585,54.76234855545201
experiment_T1_C,233,296,12.12435565298214,90.28727770177838,54.76234855545201
experiment_T1_C,234,296,24.71841418861655,91.10807113543092,54.76234855545201
experiment_T1_C,257,296,12.84523257866513,109.98632010943912,54.76234855545201
experiment_T1_C,258,296,8.06225774829855,110.80711354309166,54.76234855545201
experiment_T1_C,259,296,7.14142842854285,111.62790697674419,54.76234855545201
experiment_T1_C,1416,296,16.522711641858304,1061.2859097127223,54.76234855545201
experiment_T1_C,1417,296,10.246950765959598,1062.106703146375,54.76234855545201
experiment_T1_C,1418,296,32.87856444554719,1062.9274965800273,54.76234855545201
experiment_T1_C,177,297,9.38083151964686,44.322845417236664,54.74370922646785
experiment_T1_C,178,297,6.164414002968976,45.14363885088919,54.74370922646785
experiment_T1_C,179,297,15.033296378372908,45.96443228454172,54.74370922646785
experiment_T1_C,201,297,12.24744871391589,64.0218878248974,54.74370922646785
experiment_T1_C,202,297,19.6468827043885,64.84268125854993,54.74370922646785
experiment_T1_C,203,297,37.73592452822641,65.66347469220246,54.74370922646785
experiment_T1_C,208,297,26.888659319497503,69.76744186046511,54.74370922646785
experiment_T1_C,209,297,15.937377450509228,70.58823529411765,54.74370922646785
experiment_T1_C,210,297,12.083045973594572,71.40902872777018,54.74370922646785
