% Model,Untitled.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 15 2026, 19:43"
% Table,表格 - 
% uin (m/s),"intSolid(if(x<L/3,T-273.15[K],0[K]))/intSolid(if(x<L/3,1,0)) (K)","intSolid(if(x>=L/3&&x<2*L/3,T-273.15[K],0[K]))/intSolid(if(x>=L/3&&x<2*L/3,1,0)) (K)","intSolid(if(x>=2*L/3,T-273.15[K],0[K]))/intSolid(if(x>=2*L/3,1,0)) (K)",maxSolid(T)-273.15[K] (K),最大值 (m),最大值 (m),最大值 (m),Tin-273.15[K] (K),aveIn(T)-273.15[K] (K),aveOut(T)-273.15[K] (K),积分 3 (W),rhoAir*CpAir*uin*W*Hair*(aveOut(T)-Tin) (W),abs((intHeat(qflux))-(rhoAir*CpAir*uin*W*Hair*(aveOut(T)-Tin)))/abs(intHeat(qflux)) (1)
4,154.7024910954551,170.6211171040296,181.5546966942698,183.70138732761507,0.3,0.082333333,0.011000000000000001,25,50.30612132737167,177.57429413027506,59.90984975745204,59.909849757449145,4.82710096294957E-14
5,129.958147025868,143.77285802513939,153.50444358364248,155.46636704613093,0.3,0.06174999974999998,0.011000000000000001,25,44.57683719096718,147.05943530422047,59.90984975745204,59.90984975744936,4.471294995164589E-14
6,114.25342513544484,126.57615877347573,135.3533383549002,137.1575800950513,0.3,0.082333333,0.011000000000000001,25,41.05510463099671,126.71619608685035,59.90984975745204,59.90984975744931,4.5543163876477514E-14
8,95.47031532607083,105.91053828769358,113.3401455213801,114.9053913282217,0.3,0.082333333,0.011000000000000001,25,36.85388605372873,101.28714706513756,59.90984975745204,59.909849757449166,4.791520366171072E-14
10,84.54305636792607,93.89658813525604,100.45872632215257,101.85971782410815,0.3,0.082333333,0.011000000000000001,25,34.60590718265513,86.02971765210947,59.90984975745204,59.909849757448605,5.728476081338187E-14
12,77.31719058345608,85.99558550619822,91.97240299848852,93.25736513343293,0.3,0.082333333,0.011000000000000001,25,33.18056769081852,75.85809804342466,59.90984975745204,59.909849757448704,5.562433296371863E-14
