% Model,Untitled.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 15 2026, 19:43"
% Table,表格 - 
% uin (m/s),"intSolid(if(x<L/3,T-273.15[K],0[K]))/intSolid(if(x<L/3,1,0)) (K)","intSolid(if(x>=L/3&&x<2*L/3,T-273.15[K],0[K]))/intSolid(if(x>=L/3&&x<2*L/3,1,0)) (K)","intSolid(if(x>=2*L/3,T-273.15[K],0[K]))/intSolid(if(x>=2*L/3,1,0)) (K)",maxSolid(T)-273.15[K] (K),最大值 (m),最大值 (m),最大值 (m),Tin-273.15[K] (K),aveIn(T)-273.15[K] (K),aveOut(T)-273.15[K] (K),积分 3 (W),rhoAir*CpAir*uin*W*Hair*(aveOut(T)-Tin) (W),abs((intHeat(qflux))-(rhoAir*CpAir*uin*W*Hair*(aveOut(T)-Tin)))/abs(intHeat(qflux)) (1)
4,154.97855975348781,170.82306453643432,181.73150277740544,183.85902561859342,0.3,0.07089814786111108,0.011000000000000001,25,35.19805963521429,177.57429413027552,59.90984975744571,59.90984975744932,6.024981054492973E-14
5,130.37480582705754,144.09272026929443,153.7844927347444,155.7261722511932,0.3,0.07089814786111108,0.011000000000000001,25,32.78875656976737,147.05943530421825,59.90984975744571,59.90984975744827,4.2696716134202174E-14
6,114.80153021194032,127.0105475655808,135.73715238676806,137.52015549270868,0.3,0,0.011000000000000001,25,31.3797977620971,126.71619608684637,59.90984975744571,59.90984975744696,2.0873950110054397E-14
8,96.30014395420348,106.59386417731865,113.95549500530234,115.4970512673334,0.3,0.06403703677777775,0.011000000000000001,25,29.818360476320322,101.2871470651416,59.90984975744571,59.909849757452335,1.1053705399187896E-13
10,85.6234583368984,94.80656200575906,101.29315237085956,102.66875164449561,0.3,0.022870370277777784,0.011000000000000001,25,28.903532181770856,86.02971765210935,59.90984975744571,59.90984975744849,4.637337780131403E-14
12,78.58387957053783,87.06605138628436,92.96727433832784,94.22651848703794,0.3,0.06632407380555552,0.011000000000000001,25,28.31539079912585,75.85809804342216,59.90984975744571,59.90984975744576,8.30213924831709E-16
